lsm6dsm_accelerometer.x,lsm6dsm_accelerometer.y,lsm6dsm_accelerometer.z,lsm6dsm_gyroscope.x,lsm6dsm_gyroscope.y,lsm6dsm_gyroscope.z
3.0323045,-7.685447,1.6677973,-1.0077453,-1.6604356,-0.8906153
-3.2330024,-13.553546,-1.0136595,-2.0034263,-0.009926268,1.8019994
1.8448663,0.58624154,2.7858438,-1.568503,1.2374238,0.7281299
0.52342993,-0.76660055,1.6103697,-1.2459757,1.2264286,0.7379035
-0.14955142,-10.750054,-0.8964112,-0.9356653,1.7114413,0.58763504
4.1982074,-3.3281171,4.126423,0.34344888,2.3051848,-0.34085277
8.601001,-16.60589,3.81057,0.18829367,0.5862607,0.53021544
0.69332033,-8.767601,-1.2337992,1.1021211,-1.4222051,-0.84296924
-3.6664026,-18.664913,-2.1221347,1.9916675,-0.57312745,-0.29198498
6.843772,-8.0614195,-3.5321052,1.2010784,-1.5248275,0.11606098
5.9769716,-1.1805589,-1.6743777,0.8174663,-1.8766755,-1.3866233
-0.17826529,-4.6689954,2.443371,0.47905695,-1.4710729,-0.7537855
0.10199407,-2.5812573,1.9381863,0.7160657,-2.030609,0.32741413
5.222934,-6.854839,6.233303,-0.15866758,-1.6531054,0.5363239
1.454537,-15.236597,6.96102,-0.081700824,-1.1338853,-0.8454126
0.8153543,-13.699508,-2.9838498,-0.020616096,-0.73072606,-0.098957255
-1.1524432,-11.171191,0.9975079,-0.10124794,-0.46684003,-1.5723208
1.1386845,-15.698412,-1.5451652,-2.2037842,-0.21272756,1.8410937
4.011567,-1.719243,2.5609183,-1.1971079,1.1494619,1.127624
-2.4909284,-2.4568307,-2.0670996,-0.44943088,1.0114104,0.9272661
-0.56590253,-10.247263,1.3947165,-0.8379297,1.4145695,0.4202629
5.206184,-7.2783685,3.1016963,-0.30160582,1.7786345,-0.004886778
3.9924245,-15.511772,4.4856453,0.53892,-0.37154785,1.0201149
1.8927227,-9.699007,-3.359822,2.1003983,-1.9059962,-0.42514968
-4.7341995,-25.519154,-2.0407786,2.0307617,-0.88099444,-0.05986303
7.016055,-5.4613185,-3.075076,1.2719367,-1.6812043,0.018325418
4.514359,-1.0345967,1.3851452,0.15530792,-1.3000357,-1.2778925
-1.7653049,-3.5246277,1.0836495,0.8333484,-1.2328424,-0.90894073
2.402693,-5.092525,2.876771,0.6293254,-1.4527475,1.3377554
7.6217384,-13.287643,1.2296118,0.22250111,-1.7874918,0.65116316
-0.6664011,-13.82872,4.2535415,0.6940752,0.5996993,-0.74034685
-0.24526432,-16.495821,-2.6201408,-1.1176977,-0.11987878,-0.04886778
1.2990036,-11.810374,2.161018,-0.74385923,-0.2481567,-1.4538165
-0.8461619,-11.702698,-1.4829519,-1.7077762,0.15622419,1.1581664
1.0310074,-1.4919249,2.9724839,-1.2142116,2.0657327,0.86618143
1.0190433,-4.63071,-0.17557336,-0.9039012,1.8091769,0.8466343
3.0323045,-9.873684,0.16660027,-0.78906196,1.1800042,0.42881477
1.8089739,-3.385545,4.0091743,-0.8220477,2.1830153,0.18569757
5.239683,-14.204693,2.608775,-0.15500249,-0.09300149,0.3384094
2.690131,-3.4456646,0.60000026,1.1265551,0.065818794,-0.06230642
-3.807579,-20.386251,-4.327121,2.2592187,-0.5584671,0.12461284
3.7719858,-13.239787,-7.463214,1.0801307,-1.3098092,0.15026842
8.55793,-2.5262225,3.7196429,0.96773475,-1.1057862,-1.6126368
-2.984149,-4.561019,1.9887347,0.45095798,-1.2572764,-0.8209787
-0.4103691,-3.8644085,2.8145576,0.3654394,-0.9652914,0.7977665
4.679464,-6.1675005,2.7355945,-0.10735641,-0.8638907,1.171605
4.531109,-19.521843,6.355337,-0.40422818,-0.554802,-1.1215155
6.8748784,-6.543473,3.649952,-0.08903099,-0.072232686,0.16126367
-5.5887365,-14.8893385,-3.6278183,-0.08536591,0.836708,-1.6553961
3.1375887,-15.131014,0.51146585,-1.7761911,0.15011571,0.7635591
0.23120649,-5.5450673,3.1689944,-1.0236273,0.8257128,1.2937745
0.33409786,-1.9612173,0.76271224,-0.9393304,1.5562861,0.65971506
1.2080764,-10.3645115,0.13310076,0.34467056,1.1787825,0.9113841
3.4298122,-6.768398,2.0916262,-1.8360542,1.3571498,0.65116316
2.3979075,-3.7040894,2.1514466,0.158973,1.2215418,0.0659715
2.1128623,-17.012968,2.6949165,-0.023059484,0.25884652,0.76722413
4.308277,-5.0709896,-2.751746,1.170536,-1.098456,-0.2932067
-4.319942,-20.812174,-3.738187,2.2030206,0.133012,-0.23578705
3.9972103,-10.249656,-5.308477,0.7844806,-0.4240807,0.1368298
4.7512484,-2.114358,-0.9107681,0.6305471,0.14522894,-1.495354
-2.4454648,-4.592425,1.6079768,0.4277458,-0.52303797,-0.97124714
1.2535399,-3.7758741,2.6063821,0.3617743,-0.39720342,0.4202629
10.140483,-7.275975,3.6284165,-0.30404922,-1.0703571,0.74523365
-2.6943183,-13.8550415,9.798011,0.8528955,0.34925193,-0.55342764
5.285147,-13.239787,-5.8471613,-0.9320002,-0.4534014,0.527772
-2.7445676,-4.5658045,2.117947,-0.20142688,0.012064233,-1.4306043
2.8121648,-16.000206,-1.9304097,-2.1756852,0.46653458,1.0469922
0.698106,-2.7655048,4.152744,-1.116476,1.6210359,1.1166288
0.2742773,-5.8540406,1.2152548,-0.9429954,1.772526,0.57053137
3.1256247,-10.493724,0.17856438,-0.7951704,0.9564341,0.2699945
2.7116663,-5.092525,3.4298122,-1.6356963,1.860488,0.55342764
3.094518,-7.9776707,0.51146585,0.43141088,0.24662958,-0.12949961
4.894818,-12.042777,4.854439,0.46684003,0.22708246,0.8002099
3.4250264,-7.754839,-2.4571297,1.2633848,-1.7752749,-0.571753
-4.7246284,-22.617558,-4.154538,2.282431,-0.934749,-0.30786702
9.61137,-6.7516484,-1.80359,1.3232479,-2.0562646,-0.34085277
2.7954152,-4.805386,1.7778672,-0.16477604,-1.2572764,-1.3573027
-0.04875376,-5.298607,0.8321041,0.8101362,-1.8937792,-0.50333816
-0.4127619,-2.6171498,3.5087752,-0.029167956,-1.05081,1.2607888
7.016055,-13.074682,3.5183465,0.28480753,-1.5419312,0.07818845
8.665607,-7.3549385,6.1040907,0.8064711,-0.6757498,-0.12949961
-2.2800608,-29.797222,-5.8064833,-0.3956763,0.23563433,0.48012593
2.1008983,-4.5418763,3.3460634,-1.3571498,-0.40575528,-0.847856
-3.5491543,-12.310774,0.22402802,-0.9393304,0.51418066,1.3634111
-0.21894327,-1.0872388,2.4074786,-1.1946645,1.4658808,1.0592091
-0.6329016,-8.624032,1.6342978,-0.12079505,2.8769379,0.83930415
3.4968112,-10.086645,-0.8147561,-2.120709,1.7713044,0.8649597
5.258826,-3.5700915,3.9661036,-0.029167956,1.6173708,0.5363239
5.2085767,-9.687043,-0.24975087,-0.5312844,0.4445441,0.21379654
3.0681968,-10.721042,2.065305,0.43874106,0.0071774554,0.8930587
-0.58983076,-13.414463,-3.6448672,2.129719,-1.5138322,-0.2003579
-6.1178493,-24.748068,-1.3031911,1.9328735,0.44087902,-0.72935164
6.587441,-4.343272,-1.9761724,1.4796247,-1.5834688,-0.51799846
-0.25962126,-4.8173504,0.9927223,0.044133715,0.5532749,-1.4489297
0.044566322,-3.5413775,2.0964117,0.6610894,-0.5816793,-0.4227063
4.351348,-3.1247272,2.5752754,0.18951537,-0.6562027,0.9431482
10.975878,-22.581665,3.403491,-0.35291702,-1.726407,-0.4947863
7.344171,-4.953741,4.315755,-0.35658208,-0.7624901,-0.070858285
-9.036196,-29.009684,-5.0333023,0.3654394,0.18920994,-0.40682426
4.1647077,-11.42513,2.809772,-2.0388556,-0.22738789,0.1331647
-4.468297,-8.949456,1.7778672,-1.1592354,0.96865106,1.475807
-0.5371887,-0.07447661,3.5422747,-1.4060177,2.5275333,0.7806628
1.861616,-7.8960156,0.8682955,-0.36391225,2.808523,0.56442285
4.406682,-10.158429,2.117947,-1.3901356,1.684564,0.47401747
4.284349,-4.1350965,0.7268199,0.7172874,1.50864,0.067193195
4.612465,-15.801602,4.011567,0.76737684,0.7365291,1.0628742
-0.015254244,-8.037491,-0.9083753,1.8400247,-0.36666107,-0.8564079
-6.367002,-30.012875,-4.81077,2.0686343,-0.14797775,-0.5241069
11.641381,-1.9683957,4.3181477,0.9860602,-1.0728005,-1.2644538
-0.024825536,-3.5294135,-0.8964112,-0.41278005,-0.0038177953,-1.3072132
-0.09900304,-2.8061829,3.4657044,0.44118443,-0.9274188,0.039094225
6.7935224,-1.6522441,4.619643,0.36299598,-0.9933904,0.9895726
10.441978,-27.474987,5.6443696,-0.6571189,-2.1002455,-0.72446483
5.6300125,-5.224429,6.13759,-0.27228516,-0.24693501,-0.27732465
-10.410573,-25.8039,-5.9958153,0.088114716,0.087809294,0.49845135
4.243671,-15.097514,4.004389,-2.0376337,0.063375406,-0.467909
-3.3263226,-6.5291157,1.5314065,-1.3779187,1.153127,1.4550382
-8.97E-04,-0.37387854,4.488038,-1.4536637,2.3858166,0.94436985
0.46121657,-5.727221,1.023829,-0.8562552,2.7376647,0.5082249
3.324528,-10.943873,0.42532423,-1.5709465,1.7822996,0.4874561
3.472883,-6.256334,1.2966107,0.22860959,1.7480922,-0.27488127
4.6986065,-15.044872,3.9828532,0.50349087,0.5325061,0.6572716
5.7640104,-8.293523,-3.1348968,1.3794458,-1.6689874,-0.0891837
-5.347061,-24.930222,-2.658426,2.1908038,-0.79181075,-0.6303944
8.325827,-5.2555356,-1.5332011,1.1106731,-2.00251,-0.070858285
4.1240296,-3.7280176,0.11395818,0.06368083,-0.7075138,-1.2143644
-2.1197417,-2.9739795,0.9879367,0.494939,-1.2499462,-0.38605547
2.1442683,-2.789433,2.9030921,0.3422272,-1.5517048,1.1141855
6.4031935,-17.075182,2.0437696,0.025808297,-1.8363596,-0.02687728
4.4186463,-7.108478,8.134102,1.238951,-0.11987878,-0.5167768
-3.3622148,-19.244276,-7.6884384,-0.92222667,0.4445441,0.56808794
3.0490541,-16.277775,0.37746778,-2.0156434,0.41278005,0.08551861
0.31974092,-5.2459645,0.69571316,-1.6149274,0.5520532,1.143506
-0.86291164,2.2262223,2.1969104,-1.4915363,1.8641531,0.38727716
-3.5850465,-7.7811604,-1.047159,-0.16721943,2.5214248,0.1795891
5.313861,-9.727721,5.433801,-1.7761911,2.3271754,0.015882028
6.4845495,-9.62483,-0.15164514,-0.10613471,0.78051007,0.34451786
2.7714868,-9.607781,5.5486565,0.13087402,0.38834614,0.88328516
-2.4382863,-15.681663,-4.499404,2.3386288,-1.6812043,-0.1331647
-6.6684976,-27.824638,-3.7860436,2.6122882,-0.43507597,0.041537613
11.902498,1.4072788,1.9788643,1.4148749,-0.23471805,-1.75191
-0.6257231,-4.0944185,1.1123635,0.56946236,-1.4661862,-0.90161055
-0.1902294,-8.590532,3.851248,0.9200887,-1.8143691,0.45935714
5.1846485,-12.002099,3.2886357,-0.78906196,-1.5700302,-0.08429692
0.54257256,-16.574783,3.9948175,1.5834688,-0.48638713,-1.2583454
3.6020954,-18.04248,-1.6504494,-1.4817628,-0.019699825,0.45447037
0.66699934,-7.556235,2.4122643,0.2921377,-0.5438068,-1.064096
-0.12801601,-18.494724,-2.7469604,-2.4933257,-0.19440214,1.4892457
2.9557343,-1.2191432,2.481656,-1.0089669,0.81105244,1.1215155
-1.9354944,-1.4488541,-0.276371,-1.3021736,0.66322744,0.9822424
-2.766103,-11.080264,0.6478567,-0.90145785,1.5171919,0.57663983
2.498406,-3.3759737,6.424729,-1.0505046,3.259481,0.17348062
6.6332035,-8.17149,3.4130623,0.3361187,1.5953803,-0.38972056
5.4789658,-8.951849,1.4285151,0.48150036,-0.19562383,1.2803359
-0.64965135,-12.818351,-3.6616168,1.9941108,-1.4527475,-0.15271181
-4.9160542,-26.057838,-1.6600207,2.196912,-0.6537593,0.2015796
5.5055857,-6.0981083,-6.8671017,1.8070389,-1.2218472,0.04031592
4.7775693,-0.20638095,2.2088745,-0.16111097,-0.7551599,-1.7250327
-2.6536403,-2.2387848,1.2391831,0.48516545,-1.1314418,-0.8295306
-0.22372891,-3.1941192,2.6159534,1.182753,-1.0447016,0.61695576
8.373683,-12.018849,3.3939197,0.19928892,-1.5822471,0.88206345
-0.23090738,-17.024933,6.8342004,0.26037365,0.512959,-0.74034685
1.6127625,-17.25225,-2.1149561,-1.756644,-0.61099994,0.7342384
-4.9543395,-12.088241,-0.29312077,-0.74385923,1.1714523,-0.7892147
3.6427734,-10.666007,-2.0479572,-2.1671333,-0.13331741,0.9370397
-1.7820547,-4.764708,2.6303103,-0.74874604,1.856823,1.827655
-0.1902294,1.9435701,1.3588241,-1.0138538,1.7138847,0.04886778
1.5768701,-12.035599,0.025423741,-0.10124794,1.8592664,-0.076966755
1.6701902,-12.643675,2.7834508,-1.5917152,1.840941,1.1984823
4.5263233,0.026021946,3.7531424,-0.1525591,2.6032784,-0.18447587
6.1399827,-15.966707,4.8448677,0.29946786,0.47019967,0.2699945
3.6308093,-7.9103727,-2.5986054,1.3562336,-2.0245006,-0.15393351
-4.4395833,-23.709284,-5.4403815,1.7410674,-0.9775083,-0.29809347
0.50189453,-15.885351,-6.893423,1.6714308,-1.6958647,0.23334365
5.354539,0.26769704,3.4489548,0.6415423,-0.73316944,-1.9962488
-2.14367,-2.373082,0.9065807,0.50349087,-0.7795938,-1.2510152
-0.41994038,-2.3994029,2.201696,0.6806366,-0.7600467,0.12705623
5.840581,-6.0622163,5.041079,0.62077355,-0.6684196,0.9981244
7.980961,-25.578976,7.344171,-0.49585527,-0.92131037,-1.1044118
6.1854467,-5.7056856,3.7244284,-0.25762483,0.1757713,-0.120947756
-4.2673,-34.647774,-3.8171504,-0.071927264,0.600921,-0.52655035
1.5430715,-7.6423764,4.531109,-2.152473,-0.6012264,-0.076966755
-1.777269,-11.410773,-1.9833509,-1.520857,0.50318545,1.3829582
-0.067896344,-0.34277186,5.30429,-1.5061966,1.712663,1.1703833
0.4755735,-4.5634117,0.5593223,-0.4873034,1.7603091,0.97979903
1.9262222,-11.537593,0.3056831,-1.584385,1.3608149,0.6328378
2.9533412,-1.7240287,2.0964117,-0.005955761,1.7822996,-0.5741964
4.243671,-14.494224,2.4457638,-0.20264858,0.22830416,0.2907633
6.45105,-5.6240306,0.9927223,0.43141088,-0.033138465,0.7354601
-3.8147576,-15.509379,-3.862614,2.754005,-1.0129374,0.13805148
-5.4930234,-27.54438,-6.474679,1.8094823,-1.1876398,0.2699945
11.062019,-3.3592238,-0.3912265,1.4087665,-1.5211624,-1.0970817
1.1171491,-2.411367,1.0549357,-0.115908265,-0.3654394,-1.5393351
-2.0862422,-2.1239293,0.96400845,0.9433009,-1.3965496,-0.67804044
1.969293,-3.3903306,2.5465615,0.7576033,-1.4038798,1.0653176
7.097411,-16.603497,2.9629126,0.4240807,-2.0171704,0.29442838
3.6236308,-8.29113,4.653143,0.6342122,0.30160582,-0.88206345
