lsm6dsm_accelerometer.x,lsm6dsm_accelerometer.y,lsm6dsm_accelerometer.z,lsm6dsm_gyroscope.x,lsm6dsm_gyroscope.y,lsm6dsm_gyroscope.z
-1.5643078,-22.57688,-5.605486,-0.8061657,0.034054734,-0.05131117
3.3867414,-11.5519495,1.0190433,-1.0590564,-0.019699825,-0.74034685
-1.561915,-12.461821,-1.9761724,-2.2098927,-0.26403874,1.3463074
-0.73369926,1.4766706,3.336492,-0.9820897,1.5770549,1.5246748
-1.0447662,-7.36451,3.0107691,-0.71820366,1.8421626,0.82342213
1.4186447,-11.231012,-1.8753748,-1.1384666,1.9802141,0.45324868
2.51037,-2.966801,4.607679,-0.43354884,2.6057217,0.46057883
6.276374,-10.89841,1.4476577,-0.11468657,0.732864,-0.3310792
5.0937214,-8.482556,1.3325031,0.3324536,0.18920994,1.3621894
-1.0112667,-10.579865,-1.6073786,2.0686343,-1.3195828,-0.24189551
-2.0551355,-27.984959,-1.9328024,1.926765,-1.4393089,-1.1679399
2.3021946,-4.3169513,-3.1660035,1.3281347,-1.5724735,0.08429692
3.5901313,-5.7487564,1.9238294,1.0434798,-0.32634515,-1.0653176
1.4186447,-3.8691943,1.4380864,0.116213694,-1.6286715,-0.30542362
1.2224332,0.06669993,2.4768705,0.27992076,-0.63909894,0.4666873
4.21735,-5.6838512,1.9669002,0.8211314,-1.1522106,0.55342764
7.772785,-29.996126,4.859225,0.15286453,-1.2731584,-0.6450547
4.8086762,-4.829314,3.7794633,-1.1592354,-0.582901,0.120947756
-5.296812,-11.539986,-1.7461623,1.0459232,-0.024586603,-0.8295306
0.6406783,-19.69652,0.360718,-2.0901666,1.228872,0.8564079
-0.43429732,-3.4190445,5.366802,-2.200119,1.7603091,0.72568655
0.7148558,-3.344867,0.8706883,-1.2740747,1.7810779,1.2290246
0.30059835,-6.8042903,-1.4111671,-0.5752654,1.4023526,1.2326897
5.244469,-6.9768724,0.6430711,-2.152473,1.4597722,0.1368298
3.8129628,-7.2041907,0.48275197,-0.005955761,0.8709155,0.26022094
3.851248,-18.365513,3.0586255,-0.024281178,-0.19195876,1.1496146
-2.2728825,-12.97867,-4.434798,1.5956857,-0.96773475,-0.57663983
-3.3023944,-17.101503,-2.9862428,1.7923785,-1.4771814,-0.53388053
11.670394,-2.7559335,-2.5938199,1.9328735,-0.3361187,-0.6804838
2.8145576,1.1512468,4.037888,0.51815116,-0.6256603,-1.6908252
-0.29312077,-5.7966127,1.5984055,0.7551599,-1.0288194,-0.38361207
4.2771707,-4.443771,2.2926233,0.25548688,-0.6256603,1.0030112
8.40479,-17.17568,3.2407792,-0.09513946,-1.9621941,-0.3787253
5.0602217,-8.549854,5.90758,0.29580277,0.058488626,-0.40560257
-7.233503,-34.56163,-1.9809581,-0.63512844,-0.7698203,0.891837
3.7719858,-15.399309,3.1187453,-1.4499987,0.52273256,0.04031592
1.4114662,-11.12812,-2.1221347,-2.4823306,0.19287503,2.0768807
1.0070792,5.771787,2.4888346,-0.9503256,1.3510414,0.62795097
-0.49651068,-5.4684973,-2.9455647,-0.5716003,0.5801522,0.69880927
-0.9346963,-13.833506,4.025924,-0.41400173,2.3503876,0.47035238
5.986543,-4.7575297,0.056530435,-1.0590564,2.5800662,-0.41904122
3.4704902,-16.603497,4.1072803,0.28358585,0.3113794,0.19547112
4.025924,-0.057726845,-8.332407,0.8480087,-1.0251545,-0.69392246
-4.2577286,-36.56323,0.1905285,3.028886,-0.83823514,-0.07818845
11.095519,-2.6099713,-0.61854464,1.2023001,-1.8339162,-0.19913621
3.37717,-0.9388838,-0.12771691,0.6769715,-1.8620151,-0.8942804
-3.1468608,-1.8798612,3.0825539,0.6928535,-2.0416043,-0.16004199
0.93978107,-1.0345967,2.4409783,0.5816793,-1.8901142,1.2730057
5.017151,-15.605092,1.5553347,0.14064758,-1.7361807,0.39094225
4.5765724,-8.403593,5.4290156,0.34100547,0.7756233,-1.127624
-1.1500504,-8.049456,1.212862,0.14431266,0.45309594,-2.1501822
0.8679964,-19.447666,0.14267205,-2.440793,0.14889401,1.2803359
-0.48215377,-3.8069808,2.5342982,-1.6161492,1.6234792,1.6920469
2.2351954,1.4575281,1.7994026,-1.6784556,1.7309884,0.8087618
-2.8187451,-9.902397,-1.7892331,-0.16721943,1.8397192,0.59130013
3.9110687,-4.4078784,6.9945197,0.13942589,2.7022355,0.1795891
6.855736,-5.9114685,-1.9642082,-0.34436515,1.0395093,-0.09773556
3.728915,-9.485747,6.314659,0.39231664,-0.20173231,0.7354601
-2.3279173,-16.426428,-2.5722845,2.333742,-1.9854063,-0.39216393
1.7802601,-24.353252,-2.5866413,1.5675868,-3.4027247,-0.7794411
2.5342982,-1.1901301,2.2998016,1.4124316,-2.8236415,-0.26877278
-1.777269,-3.6490545,0.9448658,0.75638163,-1.5174973,-0.8246438
-1.4901303,-3.9744785,-0.07507481,0.9139802,-0.8980982,0.57297474
3.5709887,-6.476474,3.025126,-0.5581617,-0.4472929,0.7635591
6.5108705,-17.16611,3.0897322,0.54136336,-0.4705051,-0.6010737
8.325827,-9.665508,3.702893,0.3385621,0.58748233,-0.131943
-6.579963,-24.166313,-5.95753,0.80769277,-0.59267455,-0.687814
4.8732824,-12.674782,0.16181463,-2.088945,-0.93230563,0
-4.4922256,-10.37169,-0.6687939,-0.9625426,0.3309265,1.9192821
0.58564335,0.11455639,3.403491,-1.4573288,2.180572,0.69758755
0.14027923,-6.0167527,-1.3968102,-0.38345936,1.6637952,0.8869502
4.0833516,-10.505688,2.7714868,-1.216655,1.7713044,0.45935714
2.673082,-2.2172494,2.8552356,-0.17210622,2.2416568,-0.13438639
4.5909295,-19.533808,6.4677997,0.3422272,2.180572,1.2681189
8.866903,-6.5315084,-4.1258245,1.7178552,-1.3281347,0.10017895
-4.049254,-23.204098,-3.9463627,2.3349636,-0.48027867,-0.49600798
-0.28115666,-12.842279,-6.7259254,0.9176453,-0.70140535,-0.067193195
4.6914277,0.04755735,1.8711873,0.8565606,-0.1577513,-1.955933
-3.8147576,-3.0457642,1.0908281,0.4961607,-0.6647545,-0.9785773
0.08763713,-4.860421,3.159423,0.7612684,-0.1565296,0.23823044
9.886545,-12.619746,0.8392825,0.21150586,-1.3085876,0.24800399
4.9259243,-8.432307,4.828118,0.6036698,0.53372777,-0.6035171
-1.7126628,-8.152347,-1.195514,-1.1384666,-0.04902049,0.61695576
-1.4207385,-11.750554,0.42053857,-0.45431766,1.4964231,-1.3218734
5.132006,-13.266108,1.5744773,-2.0034263,1.0065236,1.1105204
-1.358525,-3.225226,3.513561,-1.5184135,1.2117683,1.4721419
-0.051146585,-0.13938192,1.8640088,-1.1604571,1.9508934,0.43614495
-0.118145615,-12.066706,-2.2728825,-0.99675,1.4035743,0.087962
3.2599218,-1.5134603,3.228815,-0.70232165,2.4847739,0.047646087
5.361717,-11.056336,3.0418758,0.69041014,1.5013099,0.131943
5.0386863,-7.7165537,4.729713,-0.009620844,0.880689,0.6523849
-1.2266207,-15.926029,-6.3547387,2.6709297,-1.5602566,0.12583454
-3.0583265,-30.03441,-5.914459,2.4498029,-0.39353836,-0.039094225
15.132211,-5.54746,0.45164528,1.2450594,-2.0525994,-1.3243169
-3.2545378,-2.2411776,2.7236304,-0.3773509,-1.0129374,-1.1911521
-2.8713872,0.6891329,2.295016,0.75027317,-1.8302511,0.1808108
2.8671997,-3.1127632,3.2790644,1.1351069,-1.1277767,1.5442219
7.573882,-27.295527,5.340182,-0.9710944,0.74630266,-1.563769
5.2516475,-5.1813583,7.030412,0.6024481,0.15988927,-0.46302223
-2.5339992,-33.350266,-9.26142,-0.97598124,0.7145386,0.5583144
2.8959136,-13.105789,0.6861419,-2.3137367,0.29183227,0.03787253
-2.9889345,-8.911171,1.0621141,-0.9735378,0.7316423,1.7079289
0.5353941,1.5819548,1.3492528,-1.5061966,1.3901356,0.8136485
-0.29790643,-8.271988,0.6478567,-0.3749075,1.7554224,0.72568655
2.3476582,-10.637293,-0.2883351,-2.2831943,1.5098617,0.18936265
1.0549357,-4.0561333,2.8528428,-0.54594475,2.0535157,0
7.454241,-11.283654,1.6414764,-0.37002072,0.22952586,0.17103723
5.0123653,-6.0526447,-7.240681,1.1473238,-1.6030159,0.48623443
-2.926422,-16.692032,-1.6480566,2.7430096,-0.6879667,-0.7904363
2.419443,-17.817257,-9.131908,1.3843327,-1.2340642,0.14782503
7.8373914,0.39930227,3.8991046,0.8089145,-1.7618362,-1.8447587
-1.317847,-3.2132616,0.8635099,0.4692834,-0.35322243,-1.3805149
-0.8844471,-3.8380876,0.31046873,0.85900396,-1.3623421,-0.02443389
2.6635108,-6.5985074,4.1312084,0.16385978,-0.44118443,1.0946383
11.009377,-16.818851,1.2846466,-0.38590276,-2.1576653,-0.90894073
6.151947,-8.533105,8.615358,0.7404996,-0.0038177953,-0.3542914
-3.6783667,-14.276477,-4.712365,-1.6808989,-1.2279557,0.81487024
0.4636094,-9.2895355,1.7970098,-1.1433533,-0.066124216,-1.055544
-2.277668,-10.386046,-1.2074782,-1.6308094,1.3143905,1.5845377
4.3058844,-0.15613168,4.042674,-0.79639214,1.1604571,0.74401194
0.25752753,-3.6059837,0.6239285,-0.1537808,1.037066,1.0934166
-0.6520442,-12.806387,-0.1468595,-1.3290509,0.9002361,0.4263714
4.133601,-3.316153,4.272684,-0.06704049,1.8433843,0.16615045
6.489335,-8.451449,0.59760743,-0.29305398,-0.33123192,-0.07574506
2.9198418,-6.4669023,-0.17796618,0.3141282,0.04871507,0.6609367
-6.2662044,-16.488642,-3.3574293,2.4681284,-0.4912739,-0.23700874
-4.066303,-24.305395,-2.6249263,2.0869596,-0.07101099,-0.3310792
11.215459,-4.767101,-3.333501,1.7593929,-1.5614783,-0.8283089
0.13310076,-4.9489555,3.1689944,0.084449634,-0.3422272,-1.5246748
-1.3704891,-4.441378,0.10917253,0.9665131,-1.4478607,-0.44103172
6.68106,-5.918647,2.9676983,0.0038177953,-1.3916627,1.3939534
4.720142,-12.825529,5.337789,-0.14400724,-1.6934214,-0.59252185
6.096912,-5.1550374,2.9270203,0.46195325,-0.35322243,-0.47279578
-5.8881383,-28.238897,-2.565106,0.4656183,0.30038413,0.19302773
5.136792,-14.432011,2.1011975,-0.34192175,-0.7087355,-1.2106993
-0.41994038,-13.510176,-0.317049,-0.9735378,0.53739285,-0.07330167
3.1758738,-6.8404818,4.080959,-0.8953494,1.3815838,0.6206208
0.10677971,-8.4705925,1.4476577,-0.6033644,1.0224056,1.2155861
2.6491537,-5.4206405,1.7682959,-1.0944855,0.90512294,0.8906153
-0.5132605,-3.4600215,1.3875381,-1.5037532,1.0419527,0.49722967
5.706583,-10.237692,3.757928,0.13453911,0.1965401,-0.6145123
6.5084777,-5.1478586,1.5744773,0.49005222,-1.1180032,-0.47401747
-4.367799,-17.994326,-2.3781667,2.0087712,-2.5793025,-1.2265813
0.50428736,-18.413368,0.36789647,1.9683026,-3.0068955,-0.87717664
9.127721,-12.562319,0.3822534,2.2384498,-3.289107,-0.5815266
4.471288,-17.496618,5.4385867,1.3537903,-5.1106534,-0.34085277
2.3691936,-6.61765,5.2420764,0.890768,-5.0715594,0.8136485
-0.077467635,-2.8803604,5.383552,0.5242597,-5.1595216,1.2888877
-2.5459633,1.6109679,2.8600214,-0.20875706,-3.8205442,0.12949961
-0.8772686,2.6018956,2.3452654,1.302479,-3.2194705,-0.13438639
1.4090735,-25.483261,0.5210371,1.4637427,-3.0948577,-0.5668663
-0.17108682,-18.32005,4.0163527,0.7343911,-2.3018253,-0.031764057
0.79142606,-19.397417,1.5553347,0.6415423,-1.4344221,0.37628192
3.5063825,-15.221941,2.8289146,-0.3126011,-0.5401417,1.0934166
4.4114676,-14.580366,4.1814575,-0.5960342,-0.3849865,1.4147222
5.7376895,-5.7224355,1.7778672,-1.0211838,-0.950631,0.95170003
2.8121648,1.9411774,3.3269207,-0.20753536,-1.1790879,-0.12583454
-3.5706897,1.608575,-0.19232312,-0.29916245,-0.97506493,-1.0164498
-1.7389839,0.85902333,-0.30987054,0.8125796,-1.2719367,-1.1642749
-2.2178476,-6.794719,-1.4685949,0.8492304,0.31993124,-2.075659
-0.2117648,-19.88346,-4.813163,4.234699,-1.4490824,-0.58885676
6.2117677,-27.242884,8.953045,0.65864605,-1.4649644,0.16981554
7.6456666,-10.706685,-6.2997036,0.19440214,-1.4344221,0.50700325
2.5031915,-3.656233,3.7651064,-1.3974658,-1.8485765,-0.39338565
-2.141277,5.8507504,-0.7932207,0.2933594,-2.3213723,-0.08063184
-3.8291144,-7.824231,7.071389,1.0080507,-0.3776563,-0.23823044
10.676775,-13.400105,1.1410773,2.3484023,0.7902836,-1.4183873
15.53899,-14.501403,8.318648,-0.081700824,-0.87732935,-0.6536066
-1.8421743,-9.895219,-4.705187,-1.4292299,-1.2242906,1.9205037
-9.347562,-5.866005,-2.8354948,-0.18798824,1.1543486,1.6040848
7.7823567,-8.405986,-3.170789,-0.25273806,-1.2682716,-0.55342764
2.7499514,-10.560722,-2.2034905,-0.820826,-0.6500942,1.5833161
0.69332033,-3.1103704,1.6199409,-0.6998783,-0.37643462,1.3670762
-1.1596217,-10.733006,0.7746763,-0.5960342,0.5996993,0.6609367
-0.6017949,-5.3273206,1.1841481,-1.0627215,1.7444271,0.7330167
6.431907,-9.201001,5.0602217,-0.22708246,2.391925,-0.7550072
5.447859,-17.082361,3.525525,-0.09636115,0.1317903,1.0604309
5.469394,-9.134003,-1.8658035,0.041690327,-1.5309359,-0.12705623
-4.293621,-11.506486,-0.59940207,2.0747428,-1.0312629,0.0061084726
-3.9008992,-17.371893,-4.942375,1.2975923,-2.773552,0.12705623
8.0455675,-6.2440705,-5.2127643,1.7508409,-1.4845115,-0.919936
5.213362,-3.7854455,3.4274194,0.48760882,-1.3782241,-1.8606408
-1.8613169,-4.9513483,1.4042878,1.3293563,-1.8937792,-0.759894
-1.5858432,-8.391629,2.390729,0.76859856,-1.3489034,1.1826003
5.407181,-13.86222,1.1793624,-0.51784575,-0.52303797,0.45935714
4.894818,-10.386046,6.628418,1.226734,0.7951704,-0.60840386
2.3021946,-15.504594,-7.8439717,-1.2618577,-0.554802,0.6340594
-1.84696,-5.7726846,1.131506,-0.09758285,0.051158458,-1.2510152
1.6749759,-16.263418,-2.3614168,-1.7468704,0.54960984,1.4098355
2.0554347,-1.7865412,2.9150562,-1.2557492,1.2814049,1.0738695
0.9661021,-5.372784,1.1697912,-0.6693359,1.5330739,0.58885676
3.9158542,-10.060324,-0.07507481,-1.0309575,0.820826,0.028098974
0.8775677,-5.9904313,2.781058,-1.1946645,1.4780977,0.32252735
3.1160533,-7.5921273,0.7220342,0.32878855,1.0065236,0.0036650836
2.5893333,-15.734304,1.2296118,0.26037365,0.5471664,0.9810207
2.9676983,-12.246167,-0.82941216,1.5553699,-1.3073659,0.2932067
-3.824329,-17.017756,-1.9160527,1.6665441,-0.5352549,-0.36895174
5.491229,-9.244072,-6.4866433,1.8326945,-1.3770025,-0.05131117
4.2077785,-2.2196422,2.6566312,-0.08047912,-0.51815116,-1.6480659
-1.2050853,-3.9625144,1.4907285,0.8687775,-1.3012574,-0.70613945
-0.03678965,-5.332106,2.2304099,0.52914643,-0.83823514,0.45813546
9.28804,-9.909575,2.0222342,-0.030389652,-0.81135786,0.5778615
1.8640088,-16.174883,6.350551,0.46806172,-0.0062611843,-1.0017895
1.1291132,-9.406784,0.12831512,-0.9662076,-0.14797775,0.25655586
0.06849455,-8.820244,-0.0056829536,-0.12568182,1.28507,-1.3328687
1.7300107,-13.867005,-1.6169499,-1.4671024,0.5483881,1.1386193
0.8536395,-6.945766,1.4042878,-1.2203201,0.8831324,1.0127847
1.7324036,-4.5708895,1.3277174,-1.4915363,0.8183826,0.7745543
0.7603194,-7.728518,-0.49651068,-0.6192464,1.0798253,0.47768256
-0.12562318,-7.8074813,1.05015,-1.6454698,1.2337588,0.79165804
2.7499514,-5.832505,3.4704902,0.7551599,1.9081341,-0.68170553
5.857331,-17.774185,3.4680972,0.41552883,0.38468108,1.0457705
5.2755756,-8.975777,-4.05404,1.1900831,-1.8241426,-0.087962
-3.9583268,-20.434107,-2.0001006,1.9573073,-0.9823951,-0.14415996
1.5478572,-11.295618,-4.6692944,1.1082296,-1.5846905,0.14171657
7.420741,-3.1893334,0.042173497,0.8492304,-1.12289,-1.4599249
-2.7326035,-4.3073797,1.5361922,0.53892,-0.7905891,-0.69758755
0.53300124,-3.9601214,1.7706888,0.7417213,-0.6806366,0.41904122
7.758428,-6.536294,2.888735,1.53E-04,-0.9933904,0.82708716
1.2200404,-21.295822,6.300302,0.04046863,-0.3837648,-1.291331
5.771189,-5.217251,5.1702914,-0.45676103,-0.13087402,-0.34573954
-6.7905316,-27.80071,-2.5531418,0.033138465,0.17454961,-0.028098974
4.152744,-11.618949,1.4186447,-1.492758,0.6412369,0.51066834
-0.3385844,-4.065705,2.1203399,-1.3400462,1.5489559,1.3890667
2.5534408,-3.993621,2.2806592,-1.1409099,1.6796772,0.4654656
0.44207397,-10.1802635,-1.7868403,-0.96376425,1.3376027,0.25777754
1.2726825,-3.371188,4.0091743,-0.6925481,2.3100717,0.42759308
5.6539407,-10.692328,0.7962117,0.32756683,0.4811949,-0.26877278
2.6347969,-12.751352,5.2899327,0.3141282,0.4384356,1.1496146
4.784748,-9.516854,-4.324728,1.1803097,-1.7190769,-0.061084725
-3.091826,-21.61676,-2.9072795,2.2262328,-0.24449162,0.114839286
8.086245,-5.008776,-3.1660035,0.8602257,-1.8644586,-0.32619244
4.2915273,-0.63978094,0.62871414,0.072232686,-0.5376983,-1.2730057
-3.6927235,-3.5246277,1.1386845,1.0679138,-1.358677,-0.17470232
0.9589237,-7.8696947,2.3021946,0.8761077,-0.85411716,1.1166288
11.201102,-14.570794,2.608775,-0.68643963,-1.3000357,-0.067193195
1.3085749,-17.350357,6.6451674,0.56579727,0.23807772,-0.9138275
0.7746763,-6.806683,-1.9474585,-1.0077453,-0.67941487,0.40804598
-0.18305093,-10.249656,0.41814575,-0.4677563,0.17332791,-1.2375766
0.6478567,-12.246167,-1.791626,-1.7138847,0.6571189,1.1520579
-0.73369926,-4.898706,1.8711873,-1.1433533,1.2435323,1.299883
0.85842514,-4.2260237,2.4912274,-0.96376425,2.16469,0.67071027
0.3364907,-10.134501,-3.0269206,-1.0175189,1.4768759,0.41048935
3.4298122,-4.8819566,4.638786,-0.40422818,1.5953803,0.24067383
6.101698,-10.019646,1.9357935,-0.24662958,0.37857258,0.12949961
2.864807,-9.449855,1.8951155,0.63176876,0.30282754,0.85762954
-2.8546374,-15.835102,-2.8642087,2.3593976,-0.5511369,0.23578705
-2.6895328,-23.275883,-5.066802,1.6567705,-1.5517048,0.3384094
10.576276,-3.5030923,-0.022432713,0.9665131,-1.5199407,-1.2925528
-0.9179466,-3.5318062,2.1323042,-0.16355436,-0.74416465,-1.3487507
-1.7174485,-3.845266,1.2966107,1.1778662,-1.3208045,-0.2211267
1.0214362,-6.3400826,2.6781666,0.3324536,-0.7661552,1.0433271
10.269695,-11.961421,0.58564335,-0.07559235,-1.3525685,0.26877278
1.8783658,-17.537296,5.220541,0.598783,-0.44118443,-0.8564079
4.7105703,-6.792326,4.9022956,-1.2032164,-0.8480087,-0.37506023
-7.422835,-21.221645,-2.7637103,-0.2661767,0.56060505,-0.5082249
3.3269207,-10.936695,2.9892337,-1.7285451,0.47997323,-0.20402299
-3.0032916,-10.706685,-0.72382885,-0.9161182,0.92222667,1.3805149
2.3165514,-2.708077,2.6853452,-1.4817628,1.9008039,0.7794411
2.3380868,-5.5163536,0.17617157,-0.5117373,1.4793193,0.54609746
1.9405792,-10.491331,0.698106,-1.6515783,0.9820897,0.5314371
2.6515465,-2.8926234,2.4266212,0.06123744,1.4695458,-0.070858285
2.3189442,-18.095123,2.2088745,0.39476004,0.10735641,1.007898
3.353242,-5.7583275,-1.4303098,1.3256912,-1.1412154,-0.36895174
-3.5132618,-20.158634,-3.3430724,1.782605,-0.5242597,-0.1808108
5.029115,-8.276773,-4.5065823,1.0275978,-1.4722946,-0.17348062
4.2556353,-3.7710886,0.4755735,0.26892552,-0.8724426,-1.2497935
-2.5555346,-4.953741,0.41575295,0.6232169,-0.8724426,-0.4495836
-0.41994038,-4.240381,2.4744778,0.20906247,-0.79669756,0.8258655
7.423134,-10.151251,1.5529419,-0.11346488,-1.1106731,0.63528115
2.838486,-14.1161585,5.840581,1.1216683,0.69743484,-1.4208307
6.894021,-8.178668,0.66699934,-1.3156123,-1.3440167,0.05131117
-8.689237,-11.403595,-0.25214368,-0.5789305,0.035276428,-0.9969027
2.4003003,-14.760126,-2.2345972,-1.5184135,0.69499147,1.1752701
2.4242284,-2.3922246,2.9485557,-1.0737168,0.65956235,0.8955021
0.91106725,-8.209774,0.99990076,-0.20387027,1.2679662,0.7782194
-0.24047868,-11.444272,-1.7724833,-0.76829314,1.0553913,0.8136485
2.0745773,-3.2180474,2.687738,-1.4438902,1.7627525,0.9419265
3.460919,-11.362917,1.1913266,0.084449634,0.80372226,-0.43247986
4.504788,-16.455143,5.354838,0.27625567,0.5789305,1.4244958
5.0674,-10.201799,-4.2074795,1.1424371,-1.7862701,0.5632012
-4.5472603,-17.146967,-2.3901308,1.870567,-0.8968765,-0.41659784
5.3832526,-6.660721,-3.673581,1.7887135,-0.92986226,-0.54487574
2.6156542,-3.67059,2.539084,0.06123744,-0.61466503,-1.1740484
-0.69302124,-5.662316,1.1147562,0.6061132,-1.0251545,-0.82342213
0.5832505,-3.6251264,2.4050858,0.57679254,-0.758825,0.5363239
1.279861,-5.5761743,2.8121648,0.07956286,-0.41308546,1.1141855
10.54517,-20.000708,3.513561,-0.43599224,-1.590799,-0.9394831
7.4662046,-8.274381,6.573383,0.28236416,-0.72095245,-0.6731537
-9.527023,-25.998018,-3.536891,-0.26862007,0.688883,-0.41781953
2.9509485,-11.559128,-0.1683949,-1.1665655,0.1757713,0.49356458
0.5353941,-4.0585265,1.9381863,-1.0786035,1.464659,1.5039059
1.2822539,-4.6283174,1.1889337,-0.9393304,1.4121262,0.49967307
1.1027921,-11.221441,-0.41515473,-0.67788774,1.4438902,0.23700874
1.5574285,-5.753542,1.998306,-1.6870074,1.4780977,0.71713465
3.1495528,-4.144668,2.673381,0.2481567,1.4573288,-0.38239038
5.3066826,-10.134501,3.9684963,0.2933594,0.616803,1.0384403
1.6151553,-13.402499,-3.2042887,1.4979502,-1.5993508,0.24800399
-4.3965125,-15.655341,-4.1258245,1.7496192,-0.8272399,-0.4691307
6.0801625,-8.279166,-4.1330028,1.4881766,-1.2132953,-0.21257484
3.5829527,-2.138286,0.846461,0.30068958,-0.57679254,-1.7372496
-1.5858432,-5.7631135,1.8065811,0.9933904,-0.79303247,-0.81975704
0.8632108,-5.966503,2.1945174,0.2249445,-0.5010475,0.48623443
6.7241306,-5.940182,4.6244287,-0.7475243,-0.5328115,0.6328378
5.7616177,-17.975183,6.216553,0.22127941,-0.7576033,-1.375628
4.933402,-9.825827,3.2862427,-0.72919893,-0.83823514,0.07574506
-6.673283,-14.140086,-1.0304092,-0.31993124,0.2417428,-1.0152282
1.8711873,-11.700305,-0.85094756,-1.452442,0.11468657,0.8002099
0.6478567,-6.4381886,1.2702898,-0.89657104,1.1274713,1.259567
2.146661,-2.6315067,0.82731843,-1.3131689,0.82693446,0.7195781
1.0118649,-7.6998043,0.79142606,-0.16844113,1.2203201,0.5155551
0.2000998,-9.296714,-0.5300102,-1.3754753,1.1665655,0.5522059
1.9190438,-5.145466,0.9951151,-1.1604571,1.2801832,0.70613945
4.1982074,-8.908778,1.4668003,0.019699825,0.30404922,-0.19913621
3.9014974,-14.1568365,2.2351954,0.16752486,0.40422818,1.1447277
-1.7796619,-15.542878,-2.658426,2.045422,-1.4160967,0.18936265
-5.4930234,-21.011076,-2.2417758,1.7508409,-1.154654,-0.25899923
7.8613195,-5.808577,-3.7860436,1.8278077,-1.4612993,-0.6536066
2.1104696,-3.1462626,3.3221352,0.039246935,-0.45095798,-1.4868022
-1.6408781,-5.305785,1.2870395,1.1302202,-1.1998568,-0.56808794
-0.16390835,-5.423033,2.390729,0.57434916,-0.46195325,0.6328378
7.880462,-7.2376904,3.353242,-0.45187426,-0.72828263,0.45691374
3.4920256,-18.097515,5.5893345,0.32878855,-0.57312745,-0.97246885
4.210171,-8.322237,2.6542385,-1.0321791,-0.6562027,0.43858832
-6.335895,-13.615759,-1.7437695,-0.38590276,0.37002072,-1.3695196
2.295016,-12.34188,-1.2050853,-1.3278292,0.024281178,1.1251806
-1.5427724,-7.283154,0.91136634,-0.78417516,1.2362021,1.3035481
2.7714868,-4.0106697,1.4237294,-1.2789614,1.3278292,0.6242859
1.5601203,-8.429914,-0.02961118,-0.11957335,1.1433533,0.379947
0.52582276,-8.334201,0.042173497,-1.6137058,1.1580137,0.7464554
2.2351954,-5.2028937,4.966902,-0.19898349,1.6625736,-0.08551861
5.1439705,-11.729018,0.13070793,-0.13056861,-0.39842513,0.31397548
3.4465618,-8.403593,-0.3792624,0.38742986,-0.60855657,0.5436541
-3.6400814,-12.873385,-1.8394824,2.02221,-0.25915194,-0.4911212
-3.2760732,-22.433012,-3.6014972,1.6702092,-1.2401726,0.035429142
6.9705915,-4.831707,-1.1668001,1.1558757,-0.97873,-1.2021474
3.501597,-3.0098717,2.146661,0.19195876,-0.33367532,-1.551552
0.4636094,-4.604389,1.2918252,0.8504521,-0.70262706,-0.34940463
0.7363912,-5.0327044,2.5366912,0.10521844,-0.3397838,0.7989882
7.980961,-10.1751795,1.1171491,-0.115908265,-0.9420792,0.4654656
3.1686954,-12.97867,5.510371,0.8089145,-0.114992,-1.0909733
0.4322036,-16.71596,-0.20428723,-1.1348015,-0.16996825,0.13560809
1.4306089,-6.7301126,1.2391831,-0.82693446,0.41033664,-1.2693406
-1.3968102,-14.582759,-1.6887345,-1.272853,0.030389652,1.2497935
2.498406,-1.1733804,2.079662,-1.200773,1.100594,0.9040539
0.8679964,-7.455736,0.61914283,-0.31993124,1.2374238,0.48379102
2.201696,-8.504391,-0.058325052,-1.0101887,0.9943066,-0.058641337
1.0214362,-7.946564,2.9509485,-0.83426464,1.1897777,0.46424392
2.1394825,-7.462915,0.7890333,-0.47752985,1.2765181,-0.19058435
4.241278,-14.973087,4.045067,0.52914643,0.33947837,1.4183873
2.1008983,-12.916456,-2.6608188,1.5003936,-1.7899352,0.05619795
-4.3055854,-19.074087,-2.5435705,1.6995298,-1.2890404,-0.23212196
4.988437,-9.215358,-5.5073805,1.2609415,-1.7728314,-0.05375456
5.706583,-2.0138593,3.6260235,0.23349637,-1.0764656,-1.5417784
-1.8254246,-5.1236315,0.983151,0.76493347,-1.5260491,-0.8710682
-0.58265233,-4.38395,2.414657,0.7172874,-0.9555178,0.715913
2.687738,-5.523532,3.460919,0.09300149,-0.75027317,0.91749257
6.3601227,-19.30649,5.7041903,-0.100026235,-0.96406966,-1.071426
5.452645,-6.6224356,1.8855443,-0.25762483,-0.21150586,0.06474981
-6.639784,-17.800507,-1.6959131,-0.12323844,1.1360232,-1.3206518
3.621238,-13.067504,-0.15643078,-1.5110834,0.36146885,0.7708892
-2.6105695,-7.3118677,1.2272189,-0.74874604,1.3913573,1.5747643
1.9477576,-2.708077,2.321337,-1.3302727,1.7835213,0.8209787
1.3755739,-9.801899,-1.6384853,-0.59236914,1.3718102,0.29931515
1.9453648,-5.17418,3.4752758,-1.1946645,1.3705885,0.61939913
4.622036,-7.1802626,1.0166506,0.38620818,0.8867975,-0.3616216
1.7635103,-17.012968,3.7818563,0.42530242,0.06704049,1.4098355
4.21735,-7.8146596,-3.252145,1.166871,-1.4332004,-0.41659784
-4.374977,-17.204395,-4.3725843,1.9782288,-0.7637118,-0.16859384
