lsm6dsv_accelerometer.x,lsm6dsv_accelerometer.y,lsm6dsv_accelerometer.z,lsm6dsv_gyroscope.x,lsm6dsv_gyroscope.y,lsm6dsv_gyroscope.z
1.5523437,-7.6343007,2.757728,-0.55665094,-0.5309946,0.5881105
4.959723,-5.6733823,5.3132625,-1.0170907,-0.8837693,0.7635816
4.811368,-16.46561,3.4229329,0.8550586,0.6974554,-0.02565634
4.8358946,-9.974482,1.1832508,-1.9906571,-1.3950635,-0.36361754
-2.3491535,-8.19123,-0.66759753,-0.019547688,0.04932737,-0.39553526
-0.36610186,-8.857632,0.50368917,-0.83001316,-0.039553523,-0.124769226
0.60000026,-10.557732,0.85184485,-0.7096727,1.3402383,0.58383447
2.5322046,-5.066802,-0.17228323,-1.0317514,1.2983941,-0.45830166
2.8289146,-9.557532,1.3543376,-0.72356987,1.0893254,-0.06383542
1.9274186,-9.430713,-0.52223355,-1.5515977,0.5056437,0.81000733
3.0041888,-7.8197446,3.4426737,-0.9109528,1.181108,0.28038713
2.6991038,-10.324431,2.0841484,-0.65316767,0.5155703,-0.059864793
5.6793647,-12.620943,2.032703,0.25778514,-0.32910365,0.5056437
-0.34277186,-8.997013,-2.4107687,1.969735,0.21471913,1.1702651
1.5002998,-14.800206,-1.1060823,2.935971,-1.9427042,-0.13897185
6.6095743,-12.068201,-2.14696,1.3341297,-1.2684617,-0.129198
2.149353,-4.639085,1.5625132,0.538325,-1.45615,-1.3278683
-0.54317075,-7.3417783,2.452045,1.2421945,-0.34483343,-0.68279463
1.4679967,-7.545168,1.2293127,0.35995236,-1.0383182,0.322995
2.1547368,-6.8865438,3.2979078,-0.593761,-0.55680364,1.0671816
6.9338017,-7.2789664,3.8763726,-1.2516629,-1.1701124,0.3023783
4.6408796,-20.802004,3.354139,1.6259706,1.6545285,-0.31337386
2.9336007,-10.5015,0.14057833,-1.9990565,-0.9456194,-0.8002335
0.0017946169,-7.117451,1.3633107,-0.03634648,-1.2460123,-0.026267206
-3.098107,-11.045269,-1.0019945,-0.6737844,0.7800749,1.1769847
0.98524475,-6.5258255,2.4526432,-1.0972667,2.3499987,-0.3465133
5.517849,-6.9373913,0.293719,-0.9051496,1.1905763,0.022143865
3.2446675,-8.554341,1.6516458,-0.79290307,0.7799222,0.11255192
3.3631122,-9.018549,0.17706887,-1.6316211,0.14080444,0.50732356
2.5734808,-9.381062,3.6699917,-0.81321436,1.0548116,0.68676525
3.650251,-7.632506,3.362514,-0.77198094,-0.10842858,-0.35613444
1.1132607,-10.616356,-0.35473597,1.3848315,0.19792034,0.56092703
0.44865423,-10.966905,-1.2801601,3.207959,-1.1064297,0.63407815
5.3982077,-19.057037,-4.731209,2.162463,-0.87109387,-0.29016098
4.136592,-5.762515,0.10289137,0.7846564,-1.7214183,-0.65011334
-1.2167503,-7.12762,2.0662024,1.0795516,-0.10980303,-1.1067351
0.7280163,-7.380063,0.7716853,1.0465649,-0.68539083,-0.050701816
2.1708884,-8.276773,1.933999,-0.36651915,-0.043982297,0.5725334
6.366703,-6.0783677,5.5459647,-1.479363,-0.86742866,0.5897904
5.7750773,-13.778471,2.858825,0.8054258,0.67149365,-0.0777326
3.6729827,-12.067603,-1.3046865,-1.9559906,-1.3686435,-0.5015204
-2.541776,-6.157331,0.07836494,0.05207626,-0.07345655,-0.19868392
-0.7932207,-10.456037,-0.104087785,-0.7136433,0.17547104,0.41034874
5.98E-04,-9.189037,1.1688938,-1.0025826,1.3797919,-0.044135015
2.408376,-5.40419,0.019740786,-1.2279918,1.6033685,-0.36209038
3.1944182,-8.976076,1.5684953,-0.6064365,1.1307116,-0.09712757
2.7086751,-10.700703,0.33080772,-1.6013832,0.6948592,0.78877974
3.9972103,-8.519645,2.5040889,-1.287704,0.8136725,0.3744604
2.6997023,-7.9800634,3.2500513,-0.30298916,0.5720753,0.031001411
4.417749,-11.791232,-0.17706887,-0.023823744,-0.38515055,0.68768156
-1.8855443,-7.941778,-0.6837491,2.387414,0.52183163,0.5364924
2.1188445,-18.462421,-2.7613173,2.9547553,-1.2825116,-0.08689558
7.3752775,-8.961719,-0.43489552,1.2841915,-1.1636983,-0.49006665
2.498107,-6.8081784,2.461018,0.6284276,-0.98715824,-1.0841331
-0.4438686,-7.126424,1.5206388,1.223105,-0.43188173,-0.5317582
1.41356,-8.5423765,1.4129617,-0.014966198,-1.0571023,0.47739118
1.6187445,-6.963712,3.3786657,-0.78022766,-0.59880066,0.96776325
7.838289,-9.105886,2.1242282,-1.0103711,-1.0626001,0.24740042
4.8305106,-19.854446,6.198009,1.7930422,1.1111639,-0.40469822
2.0961127,-11.079367,-4.7605205,-2.4879014,-0.54305923,-0.06536258
-0.9804591,-6.510272,1.1575279,-0.0664316,-0.50808716,-0.49541172
-2.4089742,-10.6014,-0.32482567,-0.6988298,0.1301143,0.8410087
0.57607204,-7.6516485,1.8029919,-1.2011138,1.9711094,-0.21410827
2.9318058,-5.645267,-0.29252258,-1.010982,1.9069686,-0.11789699
3.484548,-9.787841,1.5206388,-0.56031615,1.0115929,0.04596761
3.7005002,-8.647063,0.39720857,-1.4831808,0.6178902,0.52458054
3.3523445,-8.295318,3.0969107,-0.91797775,0.91996306,0.35628715
3.7645082,-9.777073,2.0578275,-0.606131,0.08781188,-0.14095716
3.952345,-11.307881,1.8855443,0.5896377,-0.2454151,0.5558874
-1.9914266,-8.478369,-1.2532408,2.4007003,0.2779437,0.6948592
1.5529419,-16.087545,-2.2031915,2.9576569,-1.3701707,-0.22434026
7.402197,-9.474381,-0.59760743,1.3132075,-1.6215417,-0.29428434
1.11685,-6.018547,2.464009,0.59483004,-0.7651087,-1.2884675
-0.50009996,-7.656434,1.591227,1.180497,-0.6713409,-0.5158757
2.2031915,-8.550752,1.3399807,0.03772093,-0.9274462,0.6789767
2.4939194,-6.870392,3.4205399,-1.1232284,-0.7890852,0.982424
6.930811,-8.143971,2.0500507,-1.0418307,-1.1090258,0.27855456
4.403392,-19.968105,5.5022955,1.2368494,0.33399057,-0.43127087
1.8131614,-11.542378,-4.182056,-1.9515617,-0.13545936,-0.38881573
1.0857433,-7.3770723,0.92303133,-0.43844852,-0.6945538,-0.29458976
-2.1008983,-11.629118,-0.8961121,-0.75869465,0.18509217,1.2114985
0.66699934,-6.385247,1.7653049,-0.8358164,2.0500638,-0.25030205
3.44387,-7.616953,0.26739794,-0.8730792,1.7275269,-0.0870483
3.5671003,-8.874979,1.5284154,-0.7820602,0.744492,0.2518292
4.5822554,-8.115856,0.74596244,-1.528843,0.16539176,0.4279111
1.2490535,-7.8077803,2.2737796,-0.5021312,1.0442741,0.35964692
3.7561333,-10.224531,3.1974092,-0.3923282,-0.44180828,-0.019394971
3.01376,-10.877771,0.68853474,0.7125743,0.24495697,0.5047274
-1.628914,-7.949555,-2.4466612,2.915507,-0.34605515,0.82787514
2.4879375,-19.447666,-2.0338993,2.4431555,-0.5748242,-0.33093625
7.4865437,-7.6019974,-0.7399804,0.8723156,-1.5682437,-0.38698313
2.4819553,-5.0823555,2.5238297,0.48426342,-1.0297661,-1.0215194
-0.9726824,-7.0468626,1.9776679,1.0167851,-0.6375906,-0.3911065
1.4051851,-8.882756,1.3387842,0.02275473,-0.78801614,0.63056564
2.3946173,-6.9248285,3.2482567,-1.1255192,-0.6586655,0.8940013
6.806982,-8.86122,2.5316064,-1.185384,-0.7367035,0.1826487
4.3172503,-20.039291,5.5447683,1.500285,0.50762904,-0.4129449
1.9334008,-12.683755,-5.517849,-1.6021469,-0.31413746,-0.57925296
0.21595225,-6.2847486,0.96789676,-0.47051895,-0.8732319,-0.29794952
-2.71705,-13.165909,-0.9625129,-0.8724683,0.84406304,1.3828462
1.0001999,-5.9994044,2.9593234,-0.79809546,2.2354615,-0.13973543
4.045665,-7.670193,0.51266223,-0.70402217,1.6754507,0.014966198
4.241278,-8.7577305,1.5732809,-0.47311515,0.7478518,0.11209377
4.648058,-7.690532,0.68135625,-1.2835805,-0.2275473,0.28802297
1.1330016,-9.130413,1.4715859,-0.5374087,0.50228393,0.38255435
2.0793629,-8.7577305,3.5688949,-0.4147775,-0.5207626,0.02321288
2.2959132,-11.292328,0.9846465,0.7139487,0.4990769,0.6067419
-1.4261223,-9.092128,-3.0275187,2.6940684,-0.01740966,1.0418307
3.3954153,-20.008184,-3.313461,2.7288878,-0.42363504,-0.29016098
7.059425,-5.5160546,0.06520442,0.5934556,-1.2788464,-0.6608035
1.2735798,-5.743971,2.6021945,0.49235737,-0.42302418,-1.4824172
-0.17766708,-8.289336,1.8095721,0.91813046,-0.5215262,-0.527024
1.634896,-8.155936,1.7748762,-0.19929479,-0.52870387,0.3266602
3.6687953,-6.4121666,3.5347972,-0.91751957,-0.75136423,0.85902923
9.160921,-10.241879,1.5074782,-0.70570207,-0.84116143,-0.063682705
6.483951,-13.928022,3.9511483,0.20631973,-0.7516697,-0.6229298
-3.0065815,-14.448462,-5.7523456,-1.2840388,0.18081611,0.100334615
1.4530416,-4.7970114,1.2173486,-0.6105598,-0.7646506,-0.79412484
-3.1950164,-11.4496565,-0.35533416,-0.38026363,-0.24465153,1.2476922
-0.48155555,-7.010372,1.2000005,-0.91522884,2.244319,-0.24602598
2.0075781,-7.481758,0.30388847,-0.764956,2.0535762,0.05665775
4.298706,-9.8727865,1.4297116,-0.67057735,1.5532776,-0.022143865
4.688736,-8.688339,-0.12203395,-1.762499,0.49296826,0.356898
2.5794628,-7.4823565,1.9465612,-0.87857693,0.5897904,0.35888332
1.5409778,-9.34816,3.4486556,-0.258396,0.40973786,0.07376198
5.0015974,-13.024732,1.9525433,-0.49037206,-0.58184916,0.3941608
0.64008003,-6.274579,-1.9106688,1.9078848,0.040775254,0.95249164
-0.039481573,-11.12483,-1.1934203,2.9480357,-1.2012665,0.12370021
8.094919,-13.225729,-1.6450655,1.560608,-1.4718798,-0.15500705
1.5900307,-6.1477594,2.78046,0.42577308,-1.2730432,-0.9921979
-0.77347994,-7.521838,1.7497516,0.97784257,-0.5758932,-0.93034774
1.6677973,-8.273783,0.9696914,0.5908594,-0.8524625,0.22052236
1.1491531,-7.4105716,2.7948167,-0.7484626,-0.5314528,0.805884
5.937191,-6.7764735,3.7806597,-1.1314751,-0.75609845,0.52274793
3.8817565,-15.326627,3.8434713,1.1971432,1.002888,-0.1553125
