accelerometer x,accelerometer y,accelerometer z,gyroscope x,gyroscope y,gyroscope z
-0.1601610436,0.1720972728,-0.1582242303,0.3216126263,0.2178298682,0.3474853039
0.9238198224,0.6101575585,0.2250304061,-0.1359058321,0.3830269277,0.7079442739
0.6387014428,0.4434676976,-0.2801578346,0.004826766439,0.7919412851,1.145728827
0.9732765849,0.6920926221,-0.2027770733,0.1931419671,1.028938532,1.686475754
1.075858204,1.049106025,0.04727963757,0.5793116689,0.9285472631,2.713941336
1.637515131,1.223087504,0.4499994375,1.082109451,-0.5980256796,3.464286089
0.9452904074,1.142231468,0.3978460564,1.373343945,-1.074808002,3.612318039
-0.834099731,0.2375444353,1.973367527,0.1991513371,-0.5282315016,3.015837193
-0.5732610755,-0.1784779138,1.62726101,-0.9441311359,-1.669466496,1.915915132
2.868562216,-1.140413897,-1.175579903,1.904825211,-1.226118803,1.942249775
-2.13971252,-3.163151312,0.6203717862,1.334154367,0.0001330255764,1.539753675
-1.739299828,-0.2267138292,0.2975952916,-0.4974039793,0.5757054687,-0.1278170347
1.145757596,-0.1708344133,-2.144188204,0.8999606371,0.7417791486,0.8786768913
0.02780687534,-1.721527732,2.133931014,1.428642273,-1.801155925,1.043032169
-0.12709201,-1.465537247,4.701335862,1.5760988,-1.65049243,1.248603702
1.99491768,-0.3247188609,2.201353276,2.987785101,0.4068465531,1.645129919
3.171013716,0.9941519074,1.4513094,2.187102079,0.1333899647,1.547595501
1.960773418,2.631788766,-0.944447673,2.642917156,0.7033963799,0.2992092371
1.926972855,1.688933915,-4.283019849,1.848954678,-0.3707952499,0.3765823245
-0.605691519,-0.08534545659,-4.777187514,0.02700356767,-0.7962979674,-0.5351778865
-1.110779222,-0.08067161956,-3.550516599,-0.7247794867,-1.661959291,-0.6979241371
-3.124524936,-1.675761714,-3.418310607,-1.93847692,-1.364169955,-0.169659555
-2.849881481,-0.6883423296,-1.50181063,-1.817673564,-1.141485095,0.7557006478
-1.761605768,-1.148624676,-1.133082239,-1.816055298,-1.063935518,0.6644258499
-1.590700919,-1.770486701,0.4469835968,-1.813657999,-1.243219018,0.7097383142
-0.692651425,-0.6309563086,1.68119426,-1.03026402,-0.5235378742,0.7630444765
1.530674029,0.7719812746,2.543093706,0.3839607537,-0.8730136752,-0.6895589232
-1.043510105,-0.8512652392,0.04164718464,-0.123201564,-1.341274738,-0.4233342707
-1.633587291,0.000847849001,1.190715951,-0.01098798309,0.05919104815,0.113903068
0.3658656948,1.207218904,-1.830004181,-0.1707296222,-0.5593999624,-0.007344003767
1.210680443,1.209872926,-0.7367499483,0.3814957142,-1.151022196,-1.060596585
0.5074883344,0.4320777041,-0.3314046222,1.254573941,-0.05917450413,-1.223424911
0.253771932,-0.2281891624,0.7996715378,1.286586761,0.1836184412,-0.2687118351
0.1455640707,0.1341103643,2.649500948,0.621653676,0.3798846304,-0.3892604709
-0.2538853292,0.3769908999,0.5561369953,0.7929250598,1.392751932,-0.4800691903
1.011228714,1.778372194,-0.3092435708,0.9320629239,0.8731458783,-0.4192677736
-1.842547436,-2.359710777,2.356941312,0.1448465735,0.8270344734,-0.1547742188
1.006409916,-0.1037415295,-1.949114106,0.5790883303,1.816175818,0.0984075889
-0.6730857238,-2.467094462,-0.2938449992,0.3630559146,1.625265002,1.763409853
-0.3023772652,1.985170777,0.08890563329,-0.195008114,-0.2317751497,0.2817182839
4.507929844,3.724081898,-1.542489992,1.078014135,0.1269142628,-1.349009991
-5.068713131,-1.617879434,2.418224925,0.0329291001,0.1252446771,-0.9720173478
-0.6466372773,-0.8918728516,-0.3540051611,-0.277972579,-0.1157508045,-0.314561069
0.5536451054,-0.7610702967,-0.7523338864,0.3812361062,0.735468626,-0.4573452473
3.697161743,4.55500899,-1.57515556,2.767271042,0.8337568641,-3.699630022
-6.341247095,-1.226643735,1.936019501,-0.2398122549,-0.4017798603,-0.771511972
-0.6875660846,3.675992698,-3.162991153,0.2768678367,-1.048261285,-1.337339878
0.01033960771,0.07320084529,-1.07339722,0.9038524032,-1.523321748,-1.407144666
0.9008630906,1.213899405,2.906680058,1.004487395,-1.569053888,-0.2080675215
3.460428039,-3.759388774,-0.4655389519,0.9267327189,-0.8684298396,0.5649670362
-2.527102356,0.9802034615,1.463482653,-2.029171228,-1.028147459,1.149005651
-2.293729946,4.372166452,0.8753688761,-2.343285322,2.555088758,0.4445139766
-0.9045692516,-0.1865694503,-0.24241058,-0.5485098362,0.8419415951,-0.710072875
6.713423288,-5.056192672,28.40853073,-1.791383028,-0.4365838468,0.1356231272
-0.8895236582,-2.365225157,0.01164199554,0.2615863681,0.0592485033,-0.2970770299
1.379049343,0.5142904156,-0.5628513251,0.2800145745,0.4881522954,0.4404225945
5.507247756,0.5945768352,1.178402559,0.1743276715,-0.4492534697,2.006262541
-2.528975457,1.383667942,1.368081666,-1.270630002,0.4588760138,-1.020825028
-0.6132786131,2.002211929,-0.1864144059,-0.3874789476,1.145569682,-2.18221426
1.160016131,0.7131207971,-5.162854473,1.332666397,-2.192243814,-1.382357001
-0.6722378748,2.826362659,4.901936761,0.6153984666,-0.4176688492,-1.847726464
0.9815046072,1.369911804,0.5200929644,0.01205589063,0.5303375125,-2.082692385
1.492483414,2.798001072,0.3268903597,0.630433619,-1.276224494,-2.583643675
0.6266901756,-3.746096746,0.1345545827,0.5545793772,0.3807518184,-4.277102947
-0.411849155,-0.6139461371,3.054022829,0.04728696495,0.9052732587,-1.074952364
0.7900541069,-2.10163501,0.6729588826,-0.347930491,-0.1749976724,0.4439029396
1.343643244,-1.708527673,0.2241279409,-0.1692205369,-0.1343577951,0.9711778164
-2.328141919,1.006511038,-2.026351514,1.019821882,-1.517691016,0.03418732435
-3.095603962,1.974711927,1.928615946,0.007188088726,-1.853478551,-0.9324256778
0.376606869,0.2046609873,-0.3083469872,0.1357800364,0.2002594173,-0.6175455451
3.145638452,0.4279465956,-2.032036573,0.2598471642,-2.165692568,0.8764864206
-4.852615388,3.127605951,2.188351755,-0.2474420369,0.4496821761,-1.347082138
-1.262266837,-1.594266503,-1.740671116,0.5429292321,-1.090261221,-2.541325808
0.9810252993,-3.425160326,1.411655435,0.342292428,-0.487067163,-0.8718778491
2.367450139,-0.2907008559,1.086065052,-0.3200653195,-0.1575161964,0.2468009144
-4.263349519,2.2306349,-0.5663432589,0.02686535195,0.2207945585,-0.2065354139
-1.461090497,-0.1680108803,0.1592056426,-0.1048223749,-0.629519999,-0.1449049264
-1.902163116,-0.08529811032,0.7770189765,-0.1281971633,-0.7740018368,-0.2050704062
-1.223098318,-0.5002876092,1.648259374,-0.1649886221,-0.7986795306,-0.2098684907
-1.292934655,-0.5675023658,1.277285543,0.000914636068,-0.8441542387,-0.1945758164
-1.554122416,-0.5586339997,1.545730728,0.000003260560334,-0.3801641464,-0.2330884635
-0.2361599952,-2.027650321,0.7801794863,0.3134113252,-0.3330159485,-0.2383543253
-1.707296378,-4.517400268,-0.03341412076,1.024441481,-0.6952138543,-0.07824296504
1.084012503,-1.678821101,0.5116466231,1.236530066,0.3788583279,-0.09303949028
0.002657821032,1.262228844,-0.3966938907,1.81704092,1.228902578,-0.03758887202
-0.9774164611,-0.2793389194,-1.109781297,1.795951843,0.1394492686,0.1789960116
-0.134784318,-0.5001870714,-1.27415046,1.594344854,-0.7051103115,0.633546114
-0.8191355322,0.7978612735,-1.053944697,1.181206346,-0.8567780852,0.6668453217
0.1363832777,0.4917834002,-1.475083366,1.09508419,-1.292470217,0.830955863
0.3793555832,0.9178332223,-1.139796934,0.9986304641,-1.281931877,0.7662368417
-0.5241022,1.554647609,-0.2921206596,0.617833972,-1.040974736,0.361977011
0.1510430866,1.199160685,-0.8330509526,0.2294479311,-0.8628068566,0.5136275291
0.8940542873,1.281691669,0.6975730993,0.1068146452,-0.3399307132,0.4917219877
0.3393511973,0.786111799,1.378310799,0.164845556,-0.09865643084,0.3911792636
0.5496721101,-0.352788771,1.746609274,0.4585074186,0.4774981439,0.3569340706
-0.7438499896,0.7443231601,3.710891869,-0.2308541685,-0.4619997442,0.1565600783
-0.5110147549,1.243186289,0.6792647047,-1.497577786,-0.1162099168,0.1768452376
3.610564532,-2.187774248,1.333043963,-1.37056005,0.7463157177,-0.03477166593
3.853729438,-0.8036141379,0.6089972825,0.3664861619,1.054126143,-0.6421464086
-1.106712703,3.044801996,-3.802425367,-1.737556577,1.434573054,-0.7142891884
-0.7607558239,-1.988697782,-5.442877283,-1.829401612,-0.06657274067,0.3989169002
1.949653766,1.361258542,3.944664677,-1.464138627,0.8818898201,0.1105865985
-0.04854132807,0.844338947,-1.521822614,-0.8778150678,0.9313395023,-0.08511991799
-1.734689704,-0.04362637576,0.6831330706,-1.06881845,0.3501217067,0.06322534382
0.3212777805,1.003921022,1.203196809,-1.170261264,0.6662209034,-0.05721106008
0.2032575503,1.761027091,0.7405342161,-1.056922555,0.34547472,-0.4402825236
-0.9981836471,0.08038052766,2.003757697,-0.873979032,0.2015712112,-0.6086320281
-3.689674017,-3.109139736,0.852388398,-0.2895401716,0.2977411151,-0.01099522971
2.065133372,-2.224662255,4.003651704,-0.2852698863,0.8626377583,0.1791904122
0.6664210052,-5.339739564,0.7625381773,1.374799609,2.010385513,0.3633408248
-4.411193809,-3.143418437,-3.737490246,3.185364962,1.269945145,0.6965330243
7.498885683,0.6101625269,1.936684687,1.678437114,1.873928905,0.02957376465
-4.033358275,-1.298948509,-1.990816382,1.890786529,0.2420750707,0.5757892728
0.6912197848,-0.926715617,-4.371508865,1.577821255,-1.189242482,1.237220407
2.270463637,3.61682973,-2.925342088,1.910678387,-2.1837883,0.6991367936
-0.2987335019,2.888431284,-1.8839915,0.7265583277,-1.063672781,0.07957367599
-0.3504085979,2.245290033,-0.8765835126,-0.2787831426,-0.7657592297,0.09722324461
-0.971290964,1.961251557,-0.2293845097,-0.8291970491,-0.6023979187,0.02409084886
-0.7052554705,0.4870598788,2.364227085,-0.6540837288,-0.3530612886,-0.06220009923
1.785109977,-5.250816834,4.584078433,1.143215656,-0.8499880433,0.2963379622
-4.824919572,5.836149455,1.133987664,-0.3656207919,-1.131281137,0.3605448902
4.630820018,-3.357093921,0.01936491794,-2.044732332,0.4690060019,-0.5770900249
5.031700036,1.047822707,-1.17355775,-0.1328834444,-0.269228816,-0.7659079432
-4.152914044,2.456001406,-5.28362254,-1.72903645,0.698972106,0.06310562789
0.5474485888,-1.036256773,-0.2866659013,-1.635910869,-0.4355287552,0.5974077582
1.540154097,2.67161458,-0.08682955767,-1.285803795,-0.07185091823,0.02585239895
-1.743738103,-0.173009127,0.2387678396,-1.219611168,0.241950199,0.04950033501
-1.162162495,0.8991086481,1.020071362,-1.009378076,0.1624212265,0.0007754070684
-0.04482902955,1.634197531,1.070729536,-1.143690944,0.1804278493,-0.2519889474
-0.1102925586,0.7695172226,1.791287351,-1.138799906,0.4009872377,-0.4732510149
-2.967291471,-1.52012107,0.6718611504,-0.2447483987,0.3674420714,-0.5154083371
-1.250543666,-5.155562562,5.167596699,-0.0888992995,0.1665254533,0.3588415384
0.01278787764,-4.794273089,0.06906535292,1.792648435,1.93459034,0.424312681
-0.2156593512,-2.456450903,-3.845483003,3.183719873,1.234720826,0.8497768044
4.787533552,-1.956715667,2.247321831,1.397646785,2.241138697,0.2414398193
-5.763695044,-1.595140363,-3.028276685,2.096432924,-0.6584928632,1.054941416
3.916490722,0.1341203012,-3.924237099,1.877865672,-1.571372271,1.204431891
3.781024267,4.954018245,-4.9012593,2.432589054,-2.028860092,0.6324771047
-2.320737342,3.304109935,-0.8780138376,0.5437588692,-0.7934105992,-0.2948430479
-0.6829036457,1.966799839,-1.286123514,-0.3755525649,-1.172825813,-0.05769495666
-0.8998185499,2.689957461,1.202681261,-1.108180761,-0.7696102262,-0.09715168923
-1.146331889,-1.751775279,1.36366385,-0.1637458205,-1.288638353,0.196206823
3.755675599,-2.191227603,7.289120066,0.6802308559,-0.531837821,0.1763501614
-1.354307116,2.43238906,-0.00335310982,-0.3243384063,0.1280270517,0.1584832668
10.1939998,-9.662359018,-2.512672264,-0.1238259003,0.1282318085,0.03517013043
-1.995227184,5.99991203,-2.58493729,-2.234544277,1.432877779,-0.6480379701
2.299579257,-5.902158343,-5.447377517,-1.862731338,0.001114385203,0.2337797582
0.1485527311,3.051764821,-0.8652585471,-1.875645161,0.2136229277,0.07052186131
-0.7607707293,0.8839414741,0.8556803522,-1.852908134,0.6535874009,-0.05292457715
-2.175015304,0.01375496911,0.06341010364,-1.131985426,0.1629202217,-0.05909737945
-0.3967041929,0.6876420724,1.758639319,-1.020423174,0.2218182534,-0.2725324333
-1.827281186,0.9467325691,2.271774719,-1.210776329,0.4864675105,-0.3954085708
-1.588540527,-0.1000742392,0.8307878299,-0.9682768583,0.04994916171,-0.3365994096
-3.265284529,-2.875298831,-0.1885000531,-0.1744133085,-0.6052137613,0.1886739284
2.097649448,-3.545973987,5.924981585,0.09866159409,1.689783573,0.1890602261
-2.481181732,-5.133550637,-2.787874815,2.614322662,0.6043700576,0.6058886647
2.007863671,0.3973264164,-1.274910192,3.031064749,1.254905105,0.4393198788
1.285891459,-1.63198044,-3.462644254,2.132038355,-0.0465494208,0.03707575798
-2.890849159,-0.8302730123,-1.430376794,1.600226045,-0.2907581031,0.5825436115
3.547084286,1.577531057,-5.914838377,1.815282464,-1.40577364,0.8421621323
0.2737868383,4.666836211,0.765903416,0.5040253401,-1.013430119,0.09327950329
-0.4438169494,2.611104289,-1.940174282,-0.1351410747,-0.3062929809,-0.02924161404
-1.137528697,2.295574697,-0.7873164986,-1.023688793,-0.4845523238,0.1805130839
-0.871948254,0.03174889096,3.589478782,-0.4498202801,-0.3902397752,0.2325742841
1.746600214,-4.295986883,4.176470277,1.382493019,-0.5244522095,0.4340831637
-4.283861853,3.821038298,1.673116168,0.369751066,-0.6914185286,0.4933446348
8.39910843,-5.730089712,-0.2107072818,-0.7094635963,0.9740288854,-0.4800902903
1.456095465,5.771010336,-3.896093246,-1.177985311,-0.06249971688,-0.834158361
-2.586109257,0.5375228226,-3.658443889,-3.427491188,1.931307435,-1.041918516
-1.212764263,-2.580463067,-1.728787786,-1.618525267,-0.1877084672,0.4156851172
1.127987546,4.724997308,0.8012988467,-1.765111566,0.4443302453,-0.05955051258
-1.131940668,0.02126198374,0.02956161005,-1.419294715,-0.200309217,-0.04583909735
-0.8448694007,1.009858595,1.811241613,-1.33936429,0.6742283106,-0.1442385167
0.2062956028,1.155275951,0.7414298498,-1.186929703,0.3559334874,-0.4345781803
-1.353524441,-0.1454056653,2.98444485,-1.111387491,0.4026865959,-0.5276113749
-3.196453278,-2.700437939,-0.457369674,-0.2983194292,-0.005694451742,0.09468099475
2.065372441,-4.374111741,5.427026218,-0.07243768126,1.365900517,0.171855405
-0.9269371508,-5.63954201,-2.342354569,2.177113533,1.257994771,0.5422278643
0.3858846927,-1.782963613,-2.217386127,3.496319294,1.528486609,0.4667630792
4.093226761,-1.685299358,1.666663631,1.273393989,1.080634475,-0.01970149577
-5.488358931,-3.415657754,-2.664521407,2.396884918,-0.3903909326,1.026622653
4.514818142,0.2840495813,-4.676289684,1.953092217,-1.700791121,1.237316966
2.173148925,5.294927778,-2.421178514,1.670265555,-2.093789816,0.2597266734
-1.097014462,2.417538697,-2.60737124,0.489697963,-0.8689193726,-0.28474769
-0.6153542503,2.236181428,-1.255963353,-0.6451465487,-0.8669013381,0.05371000245
-1.696560756,3.830483002,1.5372499,-1.613973379,-0.2499644756,0.03764421493
-0.3765490013,-2.908629438,2.388828735,-0.09271488339,-0.7530233264,0.05943193659
-0.01496405264,-2.737726344,6.261963715,0.9414916635,-1.272632241,0.5965325236
1.430901403,-0.07322948686,0.06339782868,-0.473025769,0.3612673581,0.464517504
8.58139275,-2.382715221,-5.290306548,-0.5496153831,-1.074404836,-0.3156864345
-2.772674323,5.080529241,-2.308770279,-3.54937768,2.596199751,-1.331266046
0.2242357486,-8.460895317,-5.730502969,-1.472145319,-0.7187945247,0.4005856514
1.188014437,4.829676411,0.7392889653,-1.861328721,0.3142912388,0.1938203722
-0.1302972357,1.476760652,-0.9676969581,-1.458334088,0.04186068848,-0.1413281858
-1.000806397,0.3198147222,1.414865629,-1.334755898,0.5621857643,-0.1077080444
-0.721222855,1.142577213,0.7855261081,-1.188265443,0.5719692111,-0.3086103797
-0.7889213035,0.5005009597,1.60728439,-1.336781383,0.3585041761,-0.5567631125
-1.635333257,-1.623015628,1.862289225,-0.8095909953,0.6272901893,-0.5024732947
-4.020887208,-3.955299469,1.238013855,-0.04550420493,-0.3986176848,0.1920017004
1.551191916,-3.053620678,3.597338263,1.228612542,1.746063828,0.3021218181
-3.022790071,-2.610055073,-4.314006524,3.366598606,0.2464404404,0.7500788569
4.047408136,-2.086143427,-0.03320215851,2.427125454,2.260657549,0.550986588
-0.2811433385,1.768322509,-2.335386191,1.867663383,0.02167000994,0.252976656
-2.214393813,-2.56788591,-3.685275198,1.751582265,-0.4537942708,1.151384115
3.550086098,2.673366392,-7.096296232,2.4958179,-2.730469465,0.8940746188
0.08823357925,3.33195305,0.4196680121,0.6762943268,-1.814803123,0.2775119543
-0.2412903438,3.391787049,-1.291833124,-0.5056623816,-0.4185679853,0.004903852008
