mc3419_p.x,mc3419_p.y,mc3419_p.z,orientation.x,orientation.y,orientation.z
-1.86195,-13.290001,-4.05195,0,0,0
-6.27405,-14.68395,5.23395,0,0,0
-7.5100503,-11.587951,6.5610003,0,0,0
2.08605,-10.58205,-3.0919502,0,0,0
-1.04805,-5.4030004,3.8820002,0,0,0
-1.11705,-4.49805,2.1390002,0,0,0
-2.9920502,-2.63805,3.4390502,0,0,0
-1.1530501,-6.12195,0.44295,0,0,0
-4.2990003,-20.50905,-14.14395,0,0,0
-4.96005,-12.852,-7.5259504,0,0,0
0.31905,-10.351951,-3.7549503,0,0,0
-5.9370003,-5.43195,4.21395,0,0,0
-0.59295005,-17.63595,3.7189503,0,0,0
1.1230501,-9.02295,4.77495,0,0,0
1.1230501,-9.699,-1.0710001,0,0,0
-0.98100007,-9.06705,0.40695003,0,0,0
-1.36395,-8.092051,0.39795002,0,0,0
-2.0410502,-8.98005,0.46500003,0,0,0
0.62700003,-12.328051,0.42900002,0,0,0
2.1430502,-13.060051,-2.7160501,0,0,0
3.1990502,-13.41705,0.726,0,0,0
0.46005002,-15.603001,-5.6920505,0,0,0
-3.8110502,-14.122951,5.8380003,0,0,0
-7.1790004,-14.134951,4.5259504,0,0,0
-0.291,-11.76,-0.25995,0,0,0
-0.31500003,-6.8299503,2.196,0,0,0
-1.43295,-4.60605,4.51095,0,0,0
-2.77905,-2.25705,2.835,0,0,0
-1.4260501,-5.2309504,-0.58995,0,0,0
1.1209501,-21.004051,-12.624001,0,0,0
-1.08105,-10.89105,-7.3350005,0,0,0
-2.74005,-12.399,-2.9890501,0,0,0
-4.32105,-7.1629505,1.7509501,0,0,0
-3.8470502,-5.08995,3.4669502,0,0,0
1.9350001,-15.94095,4.38705,0,0,0
3.6439502,-9.397051,5.6509504,0,0,0
-1.55295,-10.42395,-5.5009503,0,0,0
-2.35995,-8.21205,0.71400005,0,0,0
-1.08105,-9.196051,-0.55200005,0,0,0
0.24705002,-10.2300005,2.088,0,0,0
2.394,-12.283951,-1.31295,0,0,0
3.177,-12.98805,-1.0570501,0,0,0
1.0320001,-16.314001,-2.0269501,0,0,0
-3.3049502,-13.513051,-4.22205,0,0,0
-4.1269503,-16.005001,6.5130005,0,0,0
-2.21595,-10.668,0.573,0,0,0
2.1649501,-7.32105,3.4750502,0,0,0
-1.9069501,-3.2629502,3.8479502,0,0,0
-2.9610002,-2.6830502,3.8359501,0,0,0
-2.56095,-3.2770503,1.84395,0,0,0
0.61995006,-22.42695,-14.211,0,0,0
0.354,-7.9960504,-7.45695,0,0,0
-2.39595,-13.807051,-4.059,0,0,0
-9.082951,-6.9330006,3.4669502,0,0,0
-4.122,-6.6390004,4.70295,0,0,0
2.64105,-16.731,4.6980004,0,0,0
2.394,-7.8960004,3.66105,0,0,0
-0.40605003,-10.71105,-4.06395,0,0,0
-2.7930002,-7.3500004,-0.46305,0,0,0
-2.2810502,-8.736,-0.25995,0,0,0
-0.55695003,-12.406951,-0.27405003,0,0,0
3.80205,-12.33495,-2.838,0,0,0
2.8900502,-14.985001,0.78105,0,0,0
0.46905002,-15.387001,-5.9149504,0,0,0
-1.605,-14.35305,6.5490003,0,0,0
-1.2889501,-12.672001,5.42805,0,0,0
0.90795004,-11.923051,-0.528,0,0,0
-1.1740501,-6.4279504,5.4210005,0,0,0
-1.5340501,-3.8880002,3.49095,0,0,0
-3.3010502,-3.5719502,3.144,0,0,0
-4.78695,-5.0730004,-0.91305006,0,0,0
1.626,-20.896952,-12.36705,0,0,0
0.49800003,-12.550051,-10.215,0,0,0
-6.0880504,-19.93395,-6.6880503,0,0,0
-4.7130003,-0.33705002,6.3430505,0,0,0
-6.9280505,-8.887051,4.8250504,0,0,0
2.98305,-15.387001,3.5730002,0,0,0
3.3619502,-7.2130504,3.07995,0,0,0
0.12495001,-10.330951,-3.39105,0,0,0
-3.3919501,-8.269051,0.55095005,0,0,0
-4.17,-7.8019505,-0.46095002,0,0,0
-0.75795,-12.852,1.5880501,0,0,0
5.78205,-12.5140505,-6.195,0,0,0
2.2410002,-12.95205,2.5189502,0,0,0
0.78495,-14.905951,-1.42305,0,0,0
0.28305,-12.885,-3.8440502,0,0,0
-6.8179502,-14.734051,5.565,0,0,0
-2.913,-13.944,4.0279503,0,0,0
-3.1279502,-5.7979503,2.93595,0,0,0
-1.3039501,-4.18905,4.8180003,0,0,0
-3.384,-1.7809501,2.6580002,0,0,0
-2.05095,-3.9949503,2.4550502,0,0,0
1.044,-23.55405,-14.544001,0,0,0
0.67800003,-8.68605,-7.6080003,0,0,0
-3.9970503,-14.784,-4.4110503,0,0,0
-3.0640502,-7.01205,4.1779504,0,0,0
-5.0599504,-5.0080504,4.926,0,0,0
1.60395,-16.35495,4.30305,0,0,0
2.8330503,-8.679001,4.4440503,0,0,0
-0.67905,-9.526051,-3.5490003,0,0,0
-0.72705,-9.33195,-0.32205,0,0,0
-2.6899502,-9.114,0.99405,0,0,0
-1.23705,-9.769951,-0.588,0,0,0
1.6980001,-13.707001,0.135,0,0,0
0.74505,-11.78205,-4.8690004,0,0,0
1.08,-13.278001,3.04395,0,0,0
1.5109501,-14.715001,-5.3809505,0,0,0
-2.26605,-13.233001,6.35505,0,0,0
-3.0990002,-13.24005,2.60505,0,0,0
2.02095,-10.351951,0.49605003,0,0,0
-0.90195006,-5.9350505,2.742,0,0,0
-1.4670001,-5.1330004,3.72795,0,0,0
-3.255,-2.9539502,2.97405,0,0,0
-2.3380501,-5.0080504,-1.57395,0,0,0
1.7670001,-22.513052,-13.536,0,0,0
-1.095,-6.6889505,-6.74595,0,0,0
-0.61395,-15.97605,-3.765,0,0,0
-6.56895,-3.7729502,2.69895,0,0,0
-4.4500504,-5.9350505,5.2200003,0,0,0
1.8199501,-17.21895,6.3120003,0,0,0
2.6239502,-8.65005,-3.5640001,0,0,0
-1.8420001,-9.94305,-0.36195,0,0,0
-0.06795,-8.53695,1.12605,0,0,0
-0.95895004,-8.40795,0.81705004,0,0,0
-0.92295,-10.56795,0.82395005,0,0,0
2.1790502,-12.213,-2.0670002,0,0,0
5.43795,-13.27095,1.0540501,0,0,0
-1.3249501,-15.696001,-0.87000006,0,0,0
-3.4009502,-10.52505,-6.0199504,0,0,0
-2.8189502,-15.933001,4.9110003,0,0,0
-3.7680001,-14.33205,6.2260504,0,0,0
0.71400005,-9.259951,2.5549502,0,0,0
-1.0380001,-6.0430503,3.075,0,0,0
-1.39995,-3.8950503,2.32995,0,0,0
-2.9610002,-2.676,3.1030502,0,0,0
-2.223,-7.2780004,0.62295,0,0,0
0.41895002,-19.158,-11.0119505,0,0,0
-3.6739502,-17.154001,-6.6450005,0,0,0
-3.588,0.64395005,6.6829505,0,0,0
-11.812051,-5.04405,6.8430004,0,0,0
1.03005,-15.832951,2.8540502,0,0,0
2.9190001,-8.382,4.66905,0,0,0
5.418,-11.106001,-1.524,0,0,0
-1.12395,-9.727051,-0.66195005,0,0,0
-2.94105,-8.334001,-0.67395,0,0,0
-1.45905,-8.54895,0.08400001,0,0,0
1.4389501,-12.592951,3.0340502,0,0,0
3.5010002,-12.708,-4.05195,0,0,0
3.9240003,-14.194951,-0.19500001,0,0,0
0.07395,-13.56105,0.40995002,0,0,0
-1.6200001,-13.269001,-1.15695,0,0,0
-6.1450505,-15.696001,5.5290003,0,0,0
2.028,-10.209001,1.3939501,0,0,0
0.18900001,-7.458,1.9660501,0,0,0
0.10305001,-6.5020504,3.4390502,0,0,0
-3.5160003,-3.1980002,3.7830002,0,0,0
-3.8110502,-3.1909502,3.20895,0,0,0
-4.0480504,-8.205,-0.0010500001,0,0,0
2.1360002,-13.060051,-10.465951,0,0,0
-5.9869504,-8.578051,-4.3560004,0,0,0
-1.27005,-5.97795,5.33295,0,0,0
-4.6849504,-8.398951,4.767,0,0,0
-0.384,-13.503,3.7380002,0,0,0
2.6460001,-10.209001,4.97805,0,0,0
1.353,-10.101001,-3.59205,0,0,0
-1.3879501,-8.98005,-0.73395,0,0,0
-1.35195,-8.54205,0.16605,0,0,0
-0.171,-8.83395,1.557,0,0,0
0.192,-11.278951,2.21295,0,0,0
2.0640001,-12.759001,-2.0410502,0,0,0
4.6210504,-13.750051,-2.7160501,0,0,0
-3.59505,-12.45705,-1.6099501,0,0,0
-0.86100006,-13.054951,-7.3009505,0,0,0
-3.66,-13.849951,8.187,0,0,0
0.21105,-13.837951,-0.67605,0,0,0
-0.58500004,-6.46605,3.21795,0,0,0
-0.24105,-5.058,4.2190504,0,0,0
-2.9920502,-3.7870502,3.288,0,0,0
-3.1570501,-2.5489502,3.1660502,0,0,0
2.1720002,-24.19395,-13.059001,0,0,0
-0.82305,-10.776001,-8.09595,0,0,0
-2.2090502,-11.43,-3.14505,0,0,0
-6.35295,-3.2700002,3.4669502,0,0,0
-5.2180505,-6.2719502,3.084,0,0,0
1.8919501,-14.6980505,5.70795,0,0,0
2.5170002,-9.39,5.4210005,0,0,0
1.83405,-10.51305,-4.1929502,0,0,0
-2.9340003,-9.031051,-0.73395,0,0,0
-0.80805004,-8.628,0.16605,0,0,0
-0.64500004,-9.727051,1.83,0,0,0
2.2789502,-11.88195,0.50100005,0,0,0
3.3090003,-12.64395,-1.107,0,0,0
2.43705,-12.52095,0.441,0,0,0
0.58005005,-13.57005,-2.8930502,0,0,0
-4.0090504,-14.80605,2.0380502,0,0,0
-4.938,-13.61295,4.767,0,0,0
0.354,-9.295951,0.04605,0,0,0
-0.09,-7.1940002,0.99600005,0,0,0
-1.8570001,-4.3110003,2.7850502,0,0,0
-2.97,-3.045,3.8050501,0,0,0
-1.8280501,-5.13,0.74505,0,0,0
1.1370001,-29.44395,-13.201051,0,0,0
0.034050003,-8.413051,-8.434051,0,0,0
1.26705,-13.189051,-1.3590001,0,0,0
-7.3110003,-5.418,2.29695,0,0,0
-5.3980503,-4.4620504,2.84505,0,0,0
0.85005003,-15.871051,6.7500005,0,0,0
4.30305,-8.65005,3.798,0,0,0
1.01505,-9.663,-3.183,0,0,0
-1.3590001,-9.339001,0.32805002,0,0,0
-1.86195,-7.3350005,0.56100005,0,0,0
-1.23405,-9.57705,1.8700501,0,0,0
1.848,-11.81805,-0.18105,0,0,0
2.1450002,-12.571951,-2.4049501,0,0,0
3.2059503,-13.342951,0.22605,0,0,0
1.28805,-14.35305,-4.18905,0,0,0
-1.7490001,-13.822051,3.8479502,0,0,0
-5.202,-15.222001,3.453,0,0,0
-1.1029501,-10.387951,0.80295,0,0,0
0.69900006,-7.3069506,2.64105,0,0,0
-2.427,-5.8650002,2.6460001,0,0,0
-3.078,-2.8609502,2.15295,0,0,0
-2.187,-2.9899502,0.65895003,0,0,0
2.703,-18.72705,-8.505,0,0,0
0.12495001,-8.88,-6.86805,0,0,0
-0.384,-10.194,-0.55905,0,0,0
-9.06795,-14.260051,-3.8580003,0,0,0
-4.55805,-2.77005,3.25005,0,0,0
2.3800502,-18.16695,6.6850505,0,0,0
5.9550004,-10.941001,5.1979504,0,0,0
-0.08295,-9.02595,-2.76195,0,0,0
-2.9890501,-9.052051,-0.08505,0,0,0
-0.91800004,-7.932,0.58005005,0,0,0
-0.171,-10.015051,1.2739501,0,0,0
1.5469501,-10.330951,-0.38895002,0,0,0
2.43705,-11.2570505,-0.123,0,0,0
1.9470001,-13.174951,-0.15405001,0,0,0
1.8840001,-14.84895,-2.39295,0,0,0
-3.3940501,-10.798051,-6.27405,0,0,0
-5.50605,-16.86,3.5749502,0,0,0
-0.19005,-11.01105,4.2790504,0,0,0
3.5680501,-9.459001,2.3059502,0,0,0
0.06705,-6.9690003,2.26305,0,0,0
-2.43105,-4.491,2.69895,0,0,0
-3.59505,-3.6510003,3.18705,0,0,0
-4.88805,-11.566051,-3.7860003,0,0,0
1.9279501,-16.795052,-11.910001,0,0,0
-3.2310002,-8.427,-1.8060001,0,0,0
-2.403,-15.387001,-1.7989501,0,0,0
-5.98005,-4.125,2.32995,0,0,0
-2.63295,-11.47305,4.40805,0,0,0
1.9350001,-12.615001,4.64505,0,0,0
3.6150002,-9.102,1.47105,0,0,0
-0.44400004,-10.33605,0.23295002,0,0,0
-1.2220501,-8.724,1.0489501,0,0,0
-0.39195,-8.752951,-0.231,0,0,0
-0.708,-11.40795,1.2409501,0,0,0
3.45,-12.241051,-2.8600502,0,0,0
3.45,-11.94705,-4.203,0,0,0
-0.18300001,-14.35305,1.3410001,0,0,0
-0.16395001,-12.370951,-4.4110503,0,0,0
-6.35295,-16.716002,6.2260504,0,0,0
-3.90405,-11.134951,0.44295,0,0,0
-0.018000001,-7.8889503,2.08095,0,0,0
0.40695003,-5.52495,2.73705,0,0,0
-1.4620501,-4.27995,1.75995,0,0,0
-2.56605,-2.16405,2.9670002,0,0,0
-0.47295,-12.370951,-1.9549501,0,0,0
1.626,-15.32295,-14.139001,0,0,0
-4.644,-7.8240004,-3.8730001,0,0,0
2.29395,-16.989,-1.143,0,0,0
-8.11995,-1.51995,3.1939502,0,0,0
-3.8389502,-10.71105,3.1969502,0,0,0
5.418,-11.04195,5.7730503,0,0,0
5.7559505,-10.36695,-1.7539501,0,0,0
-2.697,-8.81505,-1.1209501,0,0,0
-3.2719502,-8.23995,-0.813,0,0,0
-2.17995,-8.248051,-0.432,0,0,0
1.9630501,-11.358001,2.7949502,0,0,0
4.578,-12.346951,-3.7030501,0,0,0
3.8530502,-14.338951,-1.251,0,0,0
-1.5700501,-14.475,-1.6819501,0,0,0
0.261,-13.648951,-1.9909501,0,0,0
-3.4369502,-15.4470005,5.3710504,0,0,0
0.06705,-11.571,0.83100003,0,0,0
0.57000005,-6.3250504,2.8140001,0,0,0
-1.39005,-4.27995,2.8950002,0,0,0
-3.6379502,-3.9139502,3.28095,0,0,0
-2.6179502,-4.51305,1.64295,0,0,0
1.12995,-20.278952,-9.769951,0,0,0
1.9159501,-12.20505,-8.175,0,0,0
-1.2610501,-8.736,-1.1719501,0,0,0
-8.343,-5.1880503,2.35905,0,0,0
-4.16295,-6.5670004,1.67595,0,0,0
1.09395,-14.691001,6.77895,0,0,0
4.15395,-10.05105,4.8630004,0,0,0
2.5450501,-9.547951,-3.1369503,0,0,0
-2.0719502,-8.85105,0.048,0,0,0
-2.427,-8.026951,0.04605,0,0,0
-0.48495004,-9.712951,1.3960501,0,0,0
3.6079502,-12.283951,-1.746,0,0,0
4.3980002,-12.535951,0.24195,0,0,0
1.4250001,-15.517051,-1.0900501,0,0,0
-0.58095,-12.354001,-5.6350503,0,0,0
-3.387,-15.832951,7.59,0,0,0
-5.95095,-11.82495,0.573,0,0,0
-1.33305,-6.2580004,2.526,0,0,0
0.11505,-5.058,3.7020001,0,0,0
-1.3759501,-3.8160002,2.97405,0,0,0
-1.9720501,-3.14805,3.5389502,0,0,0
-0.44895002,-16.932001,-6.2569504,0,0,0
0.21105,-13.411951,-9.8560505,0,0,0
-2.35995,-14.740951,-4.25595,0,0,0
-7.3300505,-8.154,0.20595,0,0,0
-6.0589504,-4.326,4.09695,0,0,0
3.3280501,-15.8539505,4.45905,0,0,0
2.9980502,-8.499001,5.55,0,0,0
3.5080502,-9.74205,-2.673,0,0,0
-1.3399501,-9.28905,-2.0359502,0,0,0
-2.6920502,-8.499001,-0.11805001,0,0,0
0.47205,-9.076051,1.00395,0,0,0
2.3080502,-13.764001,0.75900006,0,0,0
2.16195,-11.149951,-4.119,0,0,0
4.4370003,-13.816951,1.30095,0,0,0
1.044,-14.029951,-1.473,0,0,0
-0.018000001,-14.323951,-0.91995007,0,0,0
-3.6979501,-14.533051,7.43205,0,0,0
0.14595,-9.780001,0.24900001,0,0,0
0.09105001,-6.459,1.46595,0,0,0
-1.9860001,-4.7860503,3.9060001,0,0,0
-3.28095,-4.0459504,2.9980502,0,0,0
-1.419,-5.05095,-0.36705002,0,0,0
0.49800003,-20.587952,-13.48995,0,0,0
0.36195,-8.923051,-7.0690503,0,0,0
-6.59805,-18.052052,-2.91195,0,0,0
-6.0799503,-2.43705,8.776051,0,0,0
-5.5420504,-11.178,4.1929502,0,0,0
4.80795,-17.68605,5.37795,0,0,0
2.835,-6.3229504,4.566,0,0,0
0.096,-11.302951,-2.2350001,0,0,0
-1.77795,-7.7520003,-1.62405,0,0,0
-1.7989501,-8.679001,0.23505001,0,0,0
-0.21405001,-9.505051,2.18595,0,0,0
2.394,-12.031051,0.98205006,0,0,0
5.1379504,-13.060051,-3.6000001,0,0,0
4.0750504,-14.008051,-0.20700002,0,0,0
0.097950004,-14.727,-3.9439502,0,0,0
-3.14295,-16.021952,7.6410003,0,0,0
-1.713,-12.816001,7.6410003,0,0,0
1.4100001,-10.05105,-0.23595001,0,0,0
-0.22605,-4.584,3.5389502,0,0,0
-2.3449502,-2.904,3.8839502,0,0,0
-3.7459502,-2.6209502,4.3510504,0,0,0
-0.82995003,-16.989,-8.304001,0,0,0
2.1790502,-15.760951,-10.99995,0,0,0
-1.2100501,-10.56105,-4.7179503,0,0,0
-12.057,-4.0219502,7.1790004,0,0,0
-5.5849504,-8.988001,4.1449504,0,0,0
4.176,-15.97605,6.2179503,0,0,0
2.9190001,-7.9819503,5.3920503,0,0,0
1.33905,-9.567,-3.9589503,0,0,0
-4.09095,-8.311951,-1.30095,0,0,0
-0.37005,-8.632951,1.1400001,0,0,0
0.28695002,-9.06705,1.91295,0,0,0
2.83995,-10.5390005,-5.34495,0,0,0
4.3050003,-12.715051,2.89995,0,0,0
-0.06105,-13.635,2.397,0,0,0
-2.52495,-11.55195,-5.826,0,0,0
-3.59505,-15.567,5.24205,0,0,0
-2.8620002,-11.868001,0.68805003,0,0,0
3.9550502,-9.547951,2.1460502,0,0,0
