mc3419_p.x,mc3419_p.y,mc3419_p.z,orientation.x,orientation.y,orientation.z
0.32595003,-7.2679505,1.9519501,0,0,0
-1.7850001,-4.9939504,2.835,0,0,0
-3.6880503,-3.5790002,1.87995,0,0,0
-1.4260501,-6.7390504,-2.3070002,0,0,0
2.80095,-19.489052,-13.047001,0,0,0
0.24705002,-8.988001,-5.9989505,0,0,0
0.78495,-16.285051,-1.26495,0,0,0
-7.60305,-4.1530504,2.9569502,0,0,0
-3.6670501,-12.198001,5.1480002,0,0,0
4.4770503,-9.864,5.4469504,0,0,0
5.268,-10.668,-1.3729501,0,0,0
-2.331,-8.298,-2.42205,0,0,0
-3.0349503,-8.03205,-0.99195004,0,0,0
-0.588,-9.94305,2.8980002,0,0,0
3.1560001,-12.56505,1.03995,0,0,0
4.8439503,-12.615001,-4.5409503,0,0,0
2.9190001,-13.642051,1.2720001,0,0,0
-2.9560502,-14.842051,-4.6480503,0,0,0
-1.4980501,-13.936951,7.7119503,0,0,0
-2.49405,-13.218,2.7850502,0,0,0
-1.77795,-10.704,-0.91095006,0,0,0
-0.06795,-6.62895,3.381,0,0,0
-2.0029502,-5.12295,3.89595,0,0,0
-2.48895,-3.4110003,2.26095,0,0,0
-0.66,-4.91505,-1.215,0,0,0
0.07395,-23.298,-13.17195,0,0,0
-1.4620501,-8.85795,-4.9500003,0,0,0
-2.64,-17.844002,-4.18905,0,0,0
-4.90005,-1.6540501,4.4110503,0,0,0
-4.428,-4.0669503,3.9270003,0,0,0
2.9590502,-15.682051,6.0010505,0,0,0
3.4690502,-7.5010505,2.8860002,0,0,0
0.62700003,-10.675051,-2.4720001,0,0,0
-1.55295,-7.9680004,0.43905002,0,0,0
-1.3969501,-8.877001,0.43905002,0,0,0
-0.102000006,-9.403951,1.0540501,0,0,0
1.9390501,-10.93395,1.4320501,0,0,0
3.1920002,-11.856001,-2.0050502,0,0,0
5.0809503,-13.849951,0.89595,0,0,0
-0.025050001,-15.15795,-0.24300002,0,0,0
-3.32205,-12.198001,-5.46705,0,0,0
-4.32795,-15.876,6.7240505,0,0,0
-1.6200001,-11.214001,-2.06205,0,0,0
0.42405003,-7.1340003,2.7130501,0,0,0
-0.33600003,-4.33995,3.7020001,0,0,0
-2.5110002,-1.86195,3.9769502,0,0,0
-1.62705,-2.7169502,3.2299502,0,0,0
-1.713,-28.25205,-13.773001,0,0,0
-1.5769501,-9.77805,-7.7440505,0,0,0
0.18195,-18.78,-4.086,0,0,0
-4.81605,-1.8259501,5.42595,0,0,0
-6.04395,-10.11495,3.4030502,0,0,0
3.1990502,-14.526001,5.505,0,0,0
3.45705,-8.44905,2.60505,0,0,0
1.7550001,-11.7310505,-4.1119504,0,0,0
-2.05095,-8.413051,0.372,0,0,0
-2.352,-7.9890003,0.11100001,0,0,0
0.34005,-10.10805,1.815,0,0,0
3.5389502,-12.421051,-1.16505,0,0,0
3.5080502,-13.620001,-1.4449501,0,0,0
1.5970501,-14.262001,-2.1010501,0,0,0
0.17505,-12.909,-4.44705,0,0,0
-4.83795,-14.308051,7.3960505,0,0,0
-3.0180001,-11.20005,-1.19805,0,0,0
1.3789501,-6.5530505,4.248,0,0,0
-1.5619501,-5.46105,2.5930502,0,0,0
-2.2420502,-3.52095,2.62905,0,0,0
-3.3130503,-3.65805,2.1030002,0,0,0
2.2150502,-20.703001,-13.15305,0,0,0
1.1590501,-14.431951,-11.038951,0,0,0
-5.26905,-9.79905,-2.2080002,0,0,0
-6.6979504,-5.28795,3.7120502,0,0,0
-4.55805,-3.8449502,4.3219504,0,0,0
2.121,-16.22295,5.6650505,0,0,0
4.635,-10.345051,6.56295,0,0,0
2.04195,-8.79405,-4.809,0,0,0
-2.2470002,-8.65005,-0.57105005,0,0,0
-1.58895,-8.916,-0.28605002,0,0,0
-0.35295,-8.916,0.84105,0,0,0
1.95105,-11.703001,1.5450001,0,0,0
2.8470001,-11.746051,-1.2870001,0,0,0
4.2259502,-14.311951,-2.4480002,0,0,0
-2.1370502,-14.281051,-4.01595,0,0,0
-2.3089502,-15.63195,6.0100503,0,0,0
-3.4729502,-14.833951,4.4230504,0,0,0
-0.26205,-10.2300005,-0.52095,0,0,0
0.54105,-6.2359505,1.3770001,0,0,0
-1.66305,-4.75395,3.69705,0,0,0
-3.2410502,-3.4420502,2.4,0,0,0
-1.4119501,-3.9520502,-0.087000005,0,0,0
1.5490501,-25.852951,-12.40305,0,0,0
0.441,-8.463,-5.7109504,0,0,0
-1.8210001,-17.722052,-1.84695,0,0,0
-9.1039505,-1.9770001,3.3670502,0,0,0
-4.3110003,-6.9619503,3.72795,0,0,0
2.7940502,-15.03495,5.8639503,0,0,0
4.137,-8.427,4.1860504,0,0,0
0.69195,-9.900001,-2.5800002,0,0,0
-2.6539502,-8.071051,0.036000002,0,0,0
-2.664,-8.331,0.039,0,0,0
-0.09,-9.972,1.87995,0,0,0
3.6370502,-12.715051,-0.15900001,0,0,0
6.46005,-13.053,-2.127,0,0,0
-0.66495,-14.418,-0.102000006,0,0,0
0.75705004,-13.47,-5.1010504,0,0,0
-3.0280502,-15.28005,6.64905,0,0,0
-5.649,-12.47805,4.1140504,0,0,0
0.46905002,-7.8810005,1.9729501,0,0,0
0.87900007,-5.8770003,4.143,0,0,0
-1.7710501,-4.1389503,3.051,0,0,0
-2.7949502,-1.8139501,3.7140002,0,0,0
-2.74005,-9.318001,-1.8400501,0,0,0
0.9990001,-16.04805,-10.272,0,0,0
-5.5849504,-5.88705,-2.946,0,0,0
-3.3940501,-18.462002,-2.3110502,0,0,0
-6.0090003,-2.0269501,3.5010002,0,0,0
-1.3609501,-14.3890505,4.4370003,0,0,0
4.2910504,-12.535951,7.1020503,0,0,0
2.80395,-9.031051,0.49395,0,0,0
0.39000002,-9.59805,-3.4990501,0,0,0
-2.47005,-8.026951,-1.452,0,0,0
-0.016050002,-9.699,2.16195,0,0,0
2.0710502,-11.51595,1.8700501,0,0,0
2.6749501,-11.6980505,-1.0210501,0,0,0
2.4160502,-12.967051,-1.0710001,0,0,0
1.8319501,-14.382001,-0.94905007,0,0,0
0.03795,-11.833951,-3.3940501,0,0,0
-2.6179502,-15.459001,6.8050504,0,0,0
-2.1370502,-12.751051,0.135,0,0,0
0.606,-7.1989503,1.0159501,0,0,0
-0.50595003,-4.491,3.4669502,0,0,0
-2.352,-3.3630002,3.0000002,0,0,0
-2.3860502,-4.10295,1.84395,0,0,0
3.285,-20.27205,-12.279,0,0,0
1.1880001,-10.489051,-8.391001,0,0,0
-2.733,-13.9150505,-2.73795,0,0,0
-6.8200502,-4.491,3.31695,0,0,0
-3.4300501,-9.318001,3.1300502,0,0,0
3.69405,-14.875051,7.1070004,0,0,0
1.76205,-8.305051,3.0940502,0,0,0
0.984,-10.654051,-3.006,0,0,0
-2.424,-7.8739505,-0.82005006,0,0,0
-0.24795002,-9.67695,-0.73395,0,0,0
2.703,-12.26805,0.82395005,0,0,0
4.8630004,-11.643001,-3.3940501,0,0,0
4.61205,-13.639951,2.08605,0,0,0
-0.26895002,-16.242,-0.906,0,0,0
-3.7890003,-12.556951,-4.04505,0,0,0
-4.65105,-13.75695,7.4110503,0,0,0
-1.5700501,-11.667001,-1.9759501,0,0,0
-1.9620001,-6.2440505,3.3259501,0,0,0
0.00705,-3.7510502,4.09695,0,0,0
-2.0080502,-2.868,2.3419502,0,0,0
-0.92295,-4.22505,1.485,0,0,0
-0.25500003,-25.486952,-15.7890005,0,0,0
-1.1530501,-7.9890003,-6.2070003,0,0,0
-0.94500005,-13.684951,-2.019,0,0,0
-5.262,-3.9310503,2.526,0,0,0
-5.2110004,-4.51305,3.51795,0,0,0
1.1659501,-16.422,5.1979504,0,0,0
2.94,-8.169001,6.11805,0,0,0
3.0580502,-11.20695,-3.3390002,0,0,0
-1.11,-8.34105,-1.22895,0,0,0
-1.6009501,-8.427,-0.564,0,0,0
-1.3110001,-9.74205,2.325,0,0,0
3.2280002,-11.655001,0.89595,0,0,0
4.3980002,-12.373051,-4.143,0,0,0
4.40595,-12.991051,1.866,0,0,0
-0.75495005,-14.66205,-2.8600502,0,0,0
-1.4830501,-14.7289505,-0.54,0,0,0
-4.62195,-13.663951,7.293,0,0,0
-1.4760001,-9.76605,-1.0860001,0,0,0
0.82905006,-6.45195,2.706,0,0,0
-0.74595004,-4.86705,3.6799502,0,0,0
-3.3079503,-2.69805,3.62295,0,0,0
-2.08005,-3.2700002,2.3830502,0,0,0
1.4250001,-28.021952,-13.732051,0,0,0
1.1880001,-10.173,-9.030001,0,0,0
-0.90195006,-15.445051,-2.7139502,0,0,0
-7.122,-4.73505,3.6829503,0,0,0
-4.584,-6.46605,3.3259501,0,0,0
3.4650002,-15.4810505,6.4120502,0,0,0
2.148,-7.48605,3.9559503,0,0,0
2.1649501,-11.494051,-3.5760002,0,0,0
-2.2450502,-7.4790006,-0.62595004,0,0,0
-1.9570501,-8.81505,-0.13695,0,0,0
0.01695,-9.74895,1.8370501,0,0,0
4.7580004,-11.98995,-1.42305,0,0,0
3.6709502,-12.993001,-0.07305,0,0,0
-2.697,-14.08005,-0.38205,0,0,0
-1.0309501,-12.8230505,-5.77605,0,0,0
-3.90405,-15.189001,7.8079505,0,0,0
-1.11705,-12.13395,2.433,0,0,0
3.31395,-8.02995,4.4440503,0,0,0
-1.08405,-5.5609503,2.43105,0,0,0
-2.04795,-4.3900504,3.1249502,0,0,0
-1.5190501,-3.4140003,0.96795005,0,0,0
1.2739501,-15.96195,-9.439051,0,0,0
2.703,-14.33205,-8.628,0,0,0
-4.1410503,-3.9810002,-0.82005006,0,0,0
-2.367,-17.872952,-2.7880502,0,0,0
-4.0620003,-4.2400503,2.0020502,0,0,0
-2.4430501,-7.1130004,3.5970001,0,0,0
2.157,-13.9150505,6.32595,0,0,0
3.2640002,-8.27595,2.0020502,0,0,0
0.59895,-10.395,-2.529,0,0,0
-0.75105006,-9.318001,0.321,0,0,0
-1.00695,-9.05895,0.84105,0,0,0
-0.40095,-10.06305,1.45395,0,0,0
1.8199501,-10.38105,-0.453,0,0,0
4.1130004,-12.363001,-0.48900002,0,0,0
3.34995,-13.161,1.1880001,0,0,0
0.28005,-14.262001,-2.91,0,0,0
-2.43105,-15.258,-1.3660501,0,0,0
-5.78595,-14.6980505,6.3619504,0,0,0
-0.24795002,-10.27995,-1.27005,0,0,0
0.82905006,-6.8899503,3.69195,0,0,0
-0.50595003,-4.62795,4.0399504,0,0,0
-2.736,-4.38105,2.5770001,0,0,0
-2.46495,-9.98595,-3.9799502,0,0,0
0.87900007,-18.202951,-9.54705,0,0,0
0.97905004,-12.77295,-9.40995,0,0,0
-7.452,-7.3710003,-1.9980001,0,0,0
-4.7970004,-17.053951,-3.8610003,0,0,0
-2.9560502,-4.3159504,3.5299501,0,0,0
-2.058,-13.477051,4.3219504,0,0,0
3.2010002,-9.98595,5.9479504,0,0,0
2.2339501,-9.06705,-2.21295,0,0,0
-0.20505,-9.65295,-0.34605002,0,0,0
-2.02005,-8.892,-0.28095,0,0,0
0.192,-8.908951,-0.29295,0,0,0
0.47700003,-10.663951,1.18605,0,0,0
1.7050501,-11.335951,-0.87000006,0,0,0
3.22305,-13.08195,0.85995007,0,0,0
-0.46305,-13.599001,-0.109050006,0,0,0
2.22195,-12.967051,-5.8620005,0,0,0
-2.877,-16.105951,6.76905,0,0,0
-0.27405003,-13.576951,3.4390502,0,0,0
1.06605,-7.5870004,0.73800004,0,0,0
-0.126,-5.0149503,3.66105,0,0,0
-2.3359501,-3.76095,2.802,0,0,0
-2.913,-3.4660501,2.8860002,0,0,0
-0.684,-8.75805,-3.3049502,0,0,0
3.522,-17.298,-11.910001,0,0,0
-3.2220001,-5.6910005,-4.5480003,0,0,0
-4.39995,-22.576952,-2.568,0,0,0
-5.9149504,-0.62700003,4.8030005,0,0,0
-3.90405,-12.895051,5.076,0,0,0
3.6439502,-14.611951,6.6400504,0,0,0
4.125,-7.6080003,-0.87000006,0,0,0
0.07395,-11.382001,-1.2790501,0,0,0
-0.93705004,-8.370001,-0.56805,0,0,0
-0.67200005,-9.02295,0.51495004,0,0,0
-0.32700002,-9.02295,2.3400002,0,0,0
0.37605003,-10.9459505,2.4469502,0,0,0
4.08495,-12.085951,-3.2380502,0,0,0
5.0020504,-13.941001,1.4629501,0,0,0
-1.5700501,-14.935051,0.83100003,0,0,0
-2.39295,-13.29705,-4.56705,0,0,0
-3.7699502,-13.855051,7.5829506,0,0,0
0.06705,-10.017,-1.557,0,0,0
-0.42705002,-7.5370502,1.8970501,0,0,0
-0.291,-6.83505,2.9860501,0,0,0
-1.19595,-5.4250503,1.6360501,0,0,0
-1.9720501,-3.3270001,2.09295,0,0,0
-2.45805,-10.266001,-3.9229503,0,0,0
1.2379501,-14.691001,-10.408951,0,0,0
-2.0080502,-6.8610005,-4.1530504,0,0,0
-6.7200003,-15.48795,-4.1020503,0,0,0
-4.833,-4.11795,4.4440503,0,0,0
-2.259,-12.586051,3.3640501,0,0,0
4.5420003,-11.566051,5.3920503,0,0,0
1.7119501,-8.700001,0.65895003,0,0,0
-1.43295,-10.6060505,-1.50195,0,0,0
-0.39600003,-8.269051,0.36,0,0,0
-0.052050002,-9.117001,0.37395,0,0,0
-0.384,-9.16695,0.64500004,0,0,0
1.7839501,-11.358001,0.34305,0,0,0
2.028,-11.81805,-3.147,0,0,0
4.89405,-14.154,1.53495,0,0,0
-0.57105005,-14.491951,-0.26700002,0,0,0
-2.0010002,-12.535951,-2.9239502,0,0,0
-2.74005,-13.684951,4.69605,0,0,0
0.52905005,-10.194,0.57495004,0,0,0
0.66300005,-7.8529506,3.4939501,0,0,0
0.9289501,-7.2730503,2.9929502,0,0,0
-1.5769501,-5.9280005,2.9929502,0,0,0
-2.9340003,-3.8449502,1.83,0,0,0
-2.6920502,-5.6260505,-0.86295,0,0,0
5.17395,-19.969952,-8.994,0,0,0
1.8049501,-10.87695,-8.14605,0,0,0
-3.9540002,-10.186951,-1.9549501,0,0,0
-5.6779504,-6.294,0.10605001,0,0,0
-4.4710503,-3.48495,4.0279503,0,0,0
0.03795,-16.594051,4.59495,0,0,0
4.04895,-10.639951,7.0320005,0,0,0
3.216,-9.706051,-3.7770002,0,0,0
-0.58500004,-10.89105,0.034050003,0,0,0
-1.31805,-8.752951,0.65205,0,0,0
-1.014,-8.78205,0.40695003,0,0,0
0.92700005,-10.479,0.96495,0,0,0
2.466,-10.52505,-1.09305,0,0,0
4.30305,-12.945001,0.83100003,0,0,0
-1.4760001,-15.682051,-3.11805,0,0,0
1.1230501,-12.471001,-4.512,0,0,0
-4.83795,-14.854051,6.9610505,0,0,0
-2.01495,-12.1699505,1.26195,0,0,0
-0.03195,-7.695,3.18,0,0,0
-0.06105,-6.55695,1.4779501,0,0,0
-2.295,-4.8169503,2.26095,0,0,0
-2.23005,-4.27605,2.66295,0,0,0
-1.095,-5.82705,-1.452,0,0,0
2.29605,-21.12705,-12.159,0,0,0
1.9060501,-10.395,-8.44095,0,0,0
-6.123,-11.30805,-3.6810002,0,0,0
-4.65105,-4.6849504,1.0830001,0,0,0
-5.7400503,-6.9040504,3.8860502,0,0,0
1.3240501,-14.569051,4.45095,0,0,0
4.98495,-11.22105,6.2380505,0,0,0
2.3370001,-8.887051,-3.3409503,0,0,0
-2.403,-10.5390005,-1.8330001,0,0,0
-1.8499501,-8.128051,-0.28095,0,0,0
-1.0330501,-9.153001,1.779,0,0,0
2.3080502,-10.189051,0.47895002,0,0,0
2.976,-11.770051,-2.091,0,0,0
3.486,-12.571951,0.25905,0,0,0
0.53400004,-15.193951,-0.82005006,0,0,0
-4.1719503,-14.005951,-2.52195,0,0,0
-2.9850001,-15.550051,4.52295,0,0,0
0.82395005,-10.41705,1.53795,0,0,0
3.3280501,-8.07495,3.7189503,0,0,0
-1.2750001,-6.1789503,1.91805,0,0,0
-2.4390001,-4.7380505,2.18895,0,0,0
-4.81605,-2.5780501,3.3289502,0,0,0
-3.4300501,-8.578051,-1.50195,0,0,0
0.49095002,-16.126951,-12.757951,0,0,0
-1.0309501,-6.2509503,-3.6499503,0,0,0
-5.78595,-15.559951,1.0830001,0,0,0
-4.4209504,-6.0709505,1.42005,0,0,0
-1.6840501,-10.927051,4.6480503,0,0,0
2.53095,-12.636001,7.49205,0,0,0
2.121,-8.97795,0.012,0,0,0
-1.04295,-9.339001,-2.8600502,0,0,0
-2.1390002,-8.205,-0.14505,0,0,0
1.044,-9.885,0.40695003,0,0,0
1.67595,-9.636001,0.63000005,0,0,0
3.2970002,-10.9480505,-1.143,0,0,0
1.8700501,-12.78705,-0.43905002,0,0,0
3.0700502,-15.889951,-1.524,0,0,0
-0.64995,-12.694051,-4.0230002,0,0,0
-4.08405,-15.639001,7.4040003,0,0,0
-4.17705,-11.128051,3.28095,0,0,0
3.4650002,-8.14005,2.8860002,0,0,0
1.0009501,-5.6950502,2.87805,0,0,0
-2.56995,-5.0680504,2.8830001,0,0,0
-2.56095,-3.35595,1.9519501,0,0,0
-3.83205,-10.351951,-3.492,0,0,0
1.60395,-19.22295,-11.90295,0,0,0
-3.52305,-4.41195,-5.15805,0,0,0
-3.6910503,-17.772001,-3.0630002,0,0,0
-3.4129503,-4.893,4.2169504,0,0,0
-2.53905,-10.9129505,3.8790002,0,0,0
3.048,-12.363001,6.83895,0,0,0
1.3240501,-8.620951,1.485,0,0,0
-0.37695003,-10.31595,-1.8679501,0,0,0
-2.0650501,-8.394,0.29295,0,0,0
0.21795002,-9.18105,0.58005005,0,0,0
-0.31005,-10.17,1.4940001,0,0,0
2.538,-12.535951,-1.19295,0,0,0
0.20805001,-11.667001,-2.66595,0,0,0
4.09695,-14.250001,2.7850502,0,0,0
0.06705,-12.708,-2.2680001,0,0,0
-3.3940501,-12.328051,0.77400005,0,0,0
-2.946,-12.076051,5.9550004,0,0,0
2.667,-10.58895,-1.677,0,0,0
0.25905,-7.5820503,3.1270502,0,0,0
-0.837,-6.55695,4.6740003,0,0,0
-2.15895,-5.1160502,2.9479501,0,0,0
-3.8869503,-2.9539502,0.94605005,0,0,0
-3.9060001,-8.65005,-1.8900001,0,0,0
0.72795004,-19.675951,-9.54705,0,0,0
-6.4180503,-11.83905,-3.5490003,0,0,0
-6.03,-5.181,-4.20795,0,0,0
-3.1350002,-3.4350002,6.168,0,0,0
1.5109501,-18.43995,3.7830002,0,0,0
2.6100001,-7.5370502,4.77705,0,0,0
1.7910001,-9.13095,-3.8050501,0,0,0
-1.4070001,-9.153001,-0.109050006,0,0,0
-3.006,-8.743051,0.96795005,0,0,0
-2.08695,-7.9530005,1.1400001,0,0,0
0.48405004,-12.4140005,3.0580502,0,0,0
0.66300005,-12.406951,-3.08205,0,0,0
4.80795,-12.77805,-1.00695,0,0,0
5.7780004,-12.715051,4.2379503,0,0,0
-3.078,-12.177001,-4.44705,0,0,0
-1.3369501,-14.08695,2.052,0,0,0
-3.07095,-13.053,6.26205,0,0,0
1.35,-11.133,-1.0879501,0,0,0
0.49605003,-6.912,3.7830002,0,0,0
-0.24300002,-5.394,4.07595,0,0,0
-3.08505,-4.23495,2.7559502,0,0,0
-2.15895,-4.11795,0.19905001,0,0,0
2.09295,-18.052052,-7.3710003,0,0,0
2.11395,-13.893001,-9.556951,0,0,0
-8.178,-11.24295,-2.565,0,0,0
-2.39595,-10.309051,-4.0810504,0,0,0
-3.3439503,-2.2789502,5.4430504,0,0,0
-1.1890501,-17.30505,4.79895,0,0,0
3.76395,-10.158001,5.4760504,0,0,0
0.55605,-10.000051,-3.8460002,0,0,0
-1.4760001,-9.102,0.034050003,0,0,0
-2.2110002,-8.63595,0.95100003,0,0,0
0.702,-8.908951,-0.08505,0,0,0
1.3099501,-12.306001,1.5259501,0,0,0
2.3059502,-11.443951,-3.2070003,0,0,0
3.867,-13.813951,0.68805003,0,0,0
1.9200001,-15.354001,-0.906,0,0,0
-2.15895,-12.0379505,-2.94405,0,0,0
-6.1210504,-15.547951,5.63205,0,0,0
-1.1530501,-10.941001,3.62505,0,0,0
-0.66495,-7.86705,2.26095,0,0,0
-0.32700002,-4.9240503,3.6090002,0,0,0
-1.3609501,-4.06005,2.397,0,0,0
-0.837,-4.2319503,0.60105,0,0,0
-1.182,-10.762051,-5.98395,0,0,0
3.6079502,-15.121951,-10.75395,0,0,0
-1.11,-7.149,-6.1420503,0,0,0
-5.7640505,-16.716002,-2.1060002,0,0,0
-1.5619501,-7.3069506,0.56595004,0,0,0
-2.6470501,-6.0709505,4.5090003,0,0,0
1.9920001,-15.64605,5.54295,0,0,0
1.9440001,-7.3999505,4.59495,0,0,0
1.33095,-10.186951,-3.3120003,0,0,0
-1.0519501,-8.988001,-0.07305,0,0,0
-1.39005,-8.575951,0.25695002,0,0,0
-0.77505004,-9.64095,1.1190001,0,0,0
1.22595,-10.471951,0.112950005,0,0,0
4.73595,-13.129951,-2.18205,0,0,0
2.6100001,-12.793951,2.11905,0,0,0
1.3740001,-15.904951,-3.08205,0,0,0
-1.182,-13.743001,-0.432,0,0,0
-6.2100005,-15.50205,7.827,0,0,0
-1.0669501,-10.56105,-2.5560002,0,0,0
-2.3089502,-6.1720505,4.5259504,0,0,0
-0.15,-3.5500503,3.0910501,0,0,0
-2.7190502,-2.8890002,2.56695,0,0,0
-1.9219501,-3.6079502,1.9369501,0,0,0
0.13905,-21.37095,-14.503051,0,0,0
1.9350001,-10.021951,-8.87205,0,0,0
-6.94995,-10.83405,-4.0020003,0,0,0
-3.4660501,-9.612,4.9180503,0,0,0
-5.7720003,-7.0339503,3.1609502,0,0,0
-0.00405,-14.68605,4.6090503,0,0,0
2.3440502,-9.403951,7.18305,0,0,0
0.72105,-9.936001,-4.3110003,0,0,0
0.117000006,-8.51295,-2.91,0,0,0
-1.167,-8.490001,-1.09305,0,0,0
-0.52605003,-10.776001,1.35105,0,0,0
3.8880002,-12.306001,-0.89895004,0,0,0
3.11295,-13.1320505,0.048,0,0,0
-0.55695003,-13.290001,-0.07305,0,0,0
2.66295,-13.066951,-3.42705,0,0,0
-3.24795,-15.517051,6.25395,0,0,0
-1.713,-12.60795,4.3720503,0,0,0
2.5519502,-9.426001,1.0830001,0,0,0
-0.39195,-5.17605,4.4440503,0,0,0
-0.966,-4.52895,2.5549502,0,0,0
-3.21195,-4.19205,3.42705,0,0,0
-3.0199502,-7.1629505,-0.71205,0,0,0
4.0800004,-16.60905,-11.754001,0,0,0
2.56005,-11.142,-8.151,0,0,0
-0.67905,-15.639001,-0.66195005,0,0,0
-8.875051,-8.427,-2.1010501,0,0,0
-5.34105,-2.3860502,4.1400003,0,0,0
1.60395,-17.233051,7.9489503,0,0,0
7.9680004,-7.7520003,7.1380506,0,0,0
1.5090001,-10.798051,-7.9260006,0,0,0
-7.5390005,-10.531951,1.011,0,0,0
1.59,-11.106001,-2.529,0,0,0
2.77305,-11.739,0.75705004,0,0,0
3.5719502,-11.490001,0.55095005,0,0,0
2.232,-14.734051,-0.57600003,0,0,0
-0.67200005,-11.085001,-2.33505,0,0,0
-6.5620503,-16.111052,7.7839503,0,0,0
-2.733,-10.422001,1.7119501,0,0,0
-0.47805002,-9.547951,0.22995001,0,0,0
-0.147,-5.2519503,2.46405,0,0,0
-0.55695003,-4.5600004,2.9650502,0,0,0
-1.12695,-3.8539503,2.97705,0,0,0
-0.25995,-7.32105,-1.9909501,0,0,0
0.22305001,-19.62495,-12.846001,0,0,0
-2.3809502,-7.79505,-6.60195,0,0,0
0.12495001,-15.387001,-2.70405,0,0,0
-5.20905,-3.2269502,3.7140002,0,0,0
-4.7850003,-5.604,3.96495,0,0,0
3.5359502,-16.063051,4.602,0,0,0
2.56005,-7.4790006,4.5090003,0,0,0
2.96895,-11.278951,-3.31695,0,0,0
-1.5340501,-8.779051,-1.30305,0,0,0
-3.28605,-8.025001,0.16995001,0,0,0
-0.90195006,-10.38105,2.62695,0,0,0
3.49305,-12.141001,-2.9959502,0,0,0
6.2370005,-13.08705,-1.9039501,0,0,0
0.71400005,-14.590051,1.3410001,0,0,0
-2.1370502,-12.933001,-5.27295,0,0,0
-0.57795,-14.86305,5.1979504,0,0,0
-1.70595,-13.411951,0.795,0,0,0
-1.2750001,-8.226001,2.02395,0,0,0
-0.90195006,-5.50395,3.8119502,0,0,0
-2.43105,-3.45,2.7130501,0,0,0
-3.21405,-1.50495,4.0129504,0,0,0
2.98305,-15.294001,-9.633,0,0,0
0.864,-16.27095,-9.784051,0,0,0
-9.241051,-10.62495,-3.3960001,0,0,0
-7.6249504,-12.52095,-3.8460002,0,0,0
-1.914,-4.5700502,4.947,0,0,0
-1.9219501,-13.678051,4.3560004,0,0,0
4.104,-10.9129505,4.368,0,0,0
1.9560001,-8.311951,-1.07805,0,0,0
-0.55695003,-10.144051,-0.56805,0,0,0
-0.40605003,-8.154,1.03995,0,0,0
-2.05995,-8.99505,0.44295,0,0,0
0.28305,-11.953951,2.043,0,0,0
2.8330503,-13.170001,-4.0279503,0,0,0
3.42195,-12.241051,1.743,0,0,0
3.6510003,-13.993951,-5.41695,0,0,0
1.54005,-13.957951,-2.39295,0,0,0
-6.1470003,-14.97105,6.5490003,0,0,0
-2.697,-12.60795,3.0220501,0,0,0
3.2989502,-8.52105,2.232,0,0,0
-2.4840002,-4.8769503,4.26195,0,0,0
-2.736,-3.7180502,3.417,0,0,0
-1.7350501,-3.7219503,0.68805003,0,0,0
-1.0360501,-8.118,-3.9079502,0,0,0
4.6930504,-18.153002,-10.287001,0,0,0
0.052950002,-9.59805,-7.0399504,0,0,0
-7.38,-17.772001,-2.73,0,0,0
-2.14395,-2.8819501,3.24705,0,0,0
-3.90405,-6.7540503,5.208,0,0,0
2.1649501,-17.061,6.5850005,0,0,0
2.76795,-7.4359503,3.20895,0,0,0
1.4800501,-10.516951,-3.0610502,0,0,0
-0.35595003,-8.463,0.702,0,0,0
-3.04905,-8.54895,1.7080501,0,0,0
0.36195,-11.53005,-0.17295001,0,0,0
4.45095,-12.411,-2.91,0,0,0
5.2099504,-12.706051,0.702,0,0,0
-0.29805002,-13.534051,-0.51795,0,0,0
0.93600005,-13.57005,-2.091,0,0,0
-6.7819505,-15.379951,6.7570505,0,0,0
-1.7560501,-14.6980505,-2.2350001,0,0,0
-0.62595004,-6.46605,3.18195,0,0,0
-1.27995,-3.8880002,3.8500502,0,0,0
-1.8229501,-3.8230503,2.46705,0,0,0
-2.0650501,-2.3070002,2.7280502,0,0,0
-1.0690501,-13.6060505,-7.1980505,0,0,0
3.5719502,-17.08995,-10.93095,0,0,0
-5.9440503,-5.2170005,-2.055,0,0,0
-8.451,-20.587952,-2.9670002,0,0,0
-4.6320004,-2.12295,4.269,0,0,0
-3.7459502,-13.030951,4.6860003,0,0,0
4.104,-13.54905,7.2670503,0,0,0
0.78495,-6.7110004,-0.60405004,0,0,0
-0.040050004,-11.410951,-1.8400501,0,0,0
0.41400003,-7.8240004,0.15105,0,0,0
-1.1389501,-8.89395,1.60695,0,0,0
-0.837,-10.26795,2.3400002,0,0,0
3.21795,-12.672001,-3.35505,0,0,0
5.3299503,-12.361051,-1.7539501,0,0,0
2.01105,-15.32295,1.044,0,0,0
-1.6129501,-13.021951,-3.9520502,0,0,0
-4.5739503,-14.611951,6.9340506,0,0,0
-3.006,-14.18805,0.795,0,0,0
3.8089502,-9.76305,3.5029502,0,0,0
-0.27195,-4.60395,2.7109501,0,0,0
-1.0309501,-4.60395,2.2800002,0,0,0
-2.1079502,-2.8249502,3.24195,0,0,0
-2.5819502,-8.334001,-2.1990001,0,0,0
6.0000005,-21.615002,-10.96695,0,0,0
-3.1350002,-6.5170503,-5.223,0,0,0
-5.3479505,-23.73405,-3.7890003,0,0,0
-4.7590504,-1.4500501,5.80905,0,0,0
-3.7720501,-12.13395,4.98495,0,0,0
