Acellerometer X,Accelerometer Y,Accelerometer Z,Gyroscope X,Gyroscope Y,Gyroscope Z
0.9445667,-11.531013,3.14716,0.8151997,-0.4653266,-0.3390302
3.3726835,-10.339985,-4.301099,-1.8973475,2.82403,-1.0673343
1.5643078,-12.770494,-0.43968117,-1.3023647,-0.23060162,-3.3947308
-5.2049875,-20.821146,0.78783685,-1.6911805,1.8635972,-4.937471
-8.608179,-13.822739,2.1649063,0.18753563,2.171015,-2.526386
-0.17706887,-5.5453663,-1.8717855,0.49495357,-1.2194397,-1.1556044
0.28175488,-6.73101,1.753939,0.25335637,-1.077719,-1.1255192
-4.549952,-6.526424,1.6498512,0.81214535,-0.35628715,-0.45173484
-3.984648,-4.2592244,-0.3822534,0.47555858,-1.3917037,0.7134906
3.7334015,-9.561121,-10.82812,-0.09941832,-3.3038647,1.9449949
8.86122,-18.851255,4.299304,0.09132435,-1.513266,0.8865182
9.430713,-10.316056,4.0797625,0.8385653,2.4817927,0.81077087
-0.9912268,-8.651849,-4.833502,0.38973203,-1.2359331,0.35155296
-2.7523441,-16.798811,-1.9387846,-1.7316502,-3.2064316,-0.08689558
-3.2105699,-4.9435716,3.5892339,-1.9150625,-1.2760975,-0.014355334
-2.71705,-7.47458,2.7146573,-0.623388,0.79779,0.6235407
-4.9429736,-9.929616,5.843871,0.47494772,-1.6215417,0.7788532
-1.0785648,-6.602396,0.22013968,2.0587685,-2.5390613,1.3199271
-2.1595225,-11.943176,4.458427,2.424066,-2.7837129,1.1724031
-2.669792,-8.325228,-14.712869,1.9495764,2.2455406,1.4121678
-0.994816,-9.919446,1.5170496,-0.80756384,-1.2721269,1.81091
0.5563313,-11.748161,3.611966,0.7435757,-0.7359399,1.2142473
3.958925,-12.187243,3.8823547,0.25961772,-0.2284636,0.9822713
4.770092,-11.864811,-6.5018973,-0.94714653,4.6077566,-0.52290064
3.6424742,-8.734999,-2.3976083,-1.3193163,0.38912117,-2.558609
-4.950152,-23.079372,1.6887345,-1.8165605,1.2646438,-5.1192036
-9.28475,-17.005192,1.0348958,0.35078937,1.945453,-3.271336
-5.2893343,-6.827321,4.222734,0.6835582,-1.5457945,-1.120785
1.0546366,-5.4729834,-0.23449662,0.3912592,-0.22724187,-1.420109
-4.4542394,-7.0343003,1.2149557,0.5884159,-0.32421672,-0.82726425
-4.398008,-3.6568313,-0.6945168,0.5198463,-1.1786644,0.45204028
0.47258246,-7.8634133,-6.6921268,0.14309518,-2.3846653,2.264172
7.1862445,-17.11885,5.2402816,0.44715336,-1.2275337,1.0557278
11.1936245,-12.032309,5.5579286,0.84681195,1.8793269,1.4714217
1.8466609,-10.242477,-3.3589249,0.45463645,-0.95737857,0.3474296
-3.2386854,-15.427724,-4.2568316,-0.88254756,-1.4141531,-1.2910637
-4.197609,-6.9003024,3.1549366,-2.3032675,-1.1824824,-0.9558514
-5.5627146,-11.134402,1.3974084,-0.50991976,1.4440855,0.062155537
-7.409375,-7.5212398,6.795616,0.48517972,0.11178834,1.3481796
-1.8903298,-7.615756,0.9343972,1.2162327,-3.368311,1.694082
-1.2311072,-11.673386,0.99661064,1.4075862,-4.5390344,2.4098635
3.07717,-10.563115,-10.968699,2.379931,2.9625437,2.1378756
-0.40498522,-9.999606,0.7304091,-0.116217114,1.4953982,1.3800973
-0.23330021,-10.70489,3.35713,-0.16982053,-1.4031575,0.8897252
2.5339992,-11.697313,3.3200414,-0.47510046,-0.084910266,0.54153204
0.67118675,-12.121441,0.111266255,1.1403327,0.5166393,-0.44425175
4.3208394,-10.135997,-2.039283,-1.7993035,2.9404,-1.1307116
1.7443677,-12.960724,-0.011964113,-1.8025106,-0.19364429,-3.9205332
-6.8632135,-23.166113,1.015155,-1.4333953,2.1815524,-5.371491
-8.119446,-11.703894,1.6163517,0.7835874,1.9446895,-1.4700472
-0.49232325,-4.8358946,-1.2191432,0.75655663,-2.4955373,-0.5844453
-2.0410776,-6.832705,2.3138595,0.045662176,0.10476339,-1.2983941
-6.524629,-5.602794,-0.002991028,0.7287622,0.34895676,-0.6627888
-4.6396832,-3.1597223,-0.8333005,0.52549684,-1.0021244,1.5335772
7.2783685,-13.2101755,-4.786842,-0.008246681,-1.1029172,2.326633
13.674383,-22.804796,3.2039895,0.70386946,1.79854,1.945453
5.575277,-6.876972,-2.2235305,1.2298244,0.011759156,0.30192015
-3.2063823,-16.201801,-6.0137615,0.29565877,-0.31887165,-0.88239485
-2.2337,-8.913264,1.2849457,-2.4181101,-1.7771597,-0.5739079
-5.2193446,-8.037491,3.822534,-1.4202617,-0.060322944,-0.3145956
-6.766304,-9.636495,2.676372,-0.17333302,0.9586003,0.2554944
-5.3102717,-7.280163,2.993421,0.91415983,-0.68951416,1.7479908
-1.8017955,-9.973883,-0.019142581,1.0543534,-4.641354,2.509587
-0.05623133,-13.424334,-0.31345975,4.3401976,-1.5868752,2.9040534
1.8729819,-7.8897343,-2.57707,-0.7481572,4.072791,1.4935656
-0.14476576,-10.390832,1.2269198,-0.18005253,-1.5473217,0.7267769
0.5288138,-10.078569,2.7553353,-0.25381452,0.91736686,0.9433287
1.4871392,-13.934603,5.1732826,0.1591304,0.32467487,-0.26908615
1.8041883,-13.2819605,-7.3429747,1.133155,1.287704,-0.54046303
2.1972094,-7.928618,-0.84047896,-1.5546521,0.27183503,-2.85946
-3.4707892,-19.505095,-0.046660043,-1.7270688,1.4966198,-5.1622696
-9.382855,-17.33301,1.5780666,0.06093381,2.6320655,-3.6871827
-4.7694936,-6.975078,-0.31166515,0.08032878,0.24281894,-1.0998629
1.4482559,-7.108478,-0.50069815,0.25610524,-1.0864239,-1.2060007
-3.048456,-6.096912,1.329213,0.39904773,0.54412824,-1.072374
-5.634499,-4.185645,0.40677986,0.52396965,-0.79168135,0.452193
-1.8945173,-5.8917274,-1.0408778,1.0031935,-0.83169305,2.2001839
5.0542397,-15.50549,2.5094728,-0.1348485,0.02367103,2.5470026
12.614961,-13.685151,1.8903298,1.2834278,0.8228355,1.2632693
0.0634098,-10.44168,-1.3010973,0.12904528,-0.7689266,-0.59880066
-2.7583263,-14.838491,-3.1375887,0.15332718,0.84528476,-0.6792821
-1.4464613,-5.9694943,0.6436693,-1.9408716,-1.5497651,-1.0309879
-5.791229,-9.961919,3.6568313,-1.5028812,-0.75441855,-0.550695
-5.6069818,-9.591031,3.0514472,0.12644911,1.2104294,0.38805214
-4.0331025,-6.955337,2.501098,1.0268645,-0.5122105,1.7162259
-1.878964,-9.714262,0.41814575,0.6087272,-2.9506319,1.7484491
-0.52941203,-10.584053,1.9064814,1.6555976,-2.6881125,2.3248005
0.61435723,-11.283355,-1.0199406,1.9882137,0.50518554,2.0202842
1.3884354,-9.260822,0.32662028,-0.18585575,2.994156,1.289842
1.8909281,-11.457433,3.0963125,-0.86574876,0.032528576,0.82833326
1.969293,-12.24527,3.2709885,0.3827071,0.1779145,-0.33948836
3.4109688,-13.581661,-6.7148585,-0.34987307,2.2116377,-0.9822713
-1.5870396,-9.744172,-3.0275187,-1.5234979,-0.23747386,-4.0836344
-6.6885376,-21.173489,1.4614165,-1.1158981,2.3764186,-4.414112
-7.4177504,-11.575878,0.33080772,0.13912456,1.0064005,-1.9338466
-0.148355,-6.4037914,0.4642076,0.16584991,-1.2486086,-0.9961685
-1.4536397,-6.3643103,-0.33320054,0.14538592,0.7067711,-1.3180945
-6.652047,-5.4843497,1.1904292,0.59803706,0.11499538,-0.473726
-1.4524434,-3.4630125,-1.7694924,0.5163339,-0.6469063,1.5141822
7.315457,-13.895121,-0.2434697,0.12507465,-1.3932309,1.4839444
11.544771,-17.47299,-2.309074,0.09743301,1.7434094,2.1500928
1.9944177,-7.4715886,0.23030917,0.28955013,-0.5448918,-0.4353942
-4.8640103,-17.25943,-6.5868425,0.7790059,0.78542,-0.38087448
-1.4291133,-6.5090756,0.7537391,-0.75869465,-1.7574593,0.46105054
-2.5034907,-11.304293,2.0183458,-1.1820242,-1.2684617,0.56001073
-3.0011978,-9.166306,2.3659034,-0.14935656,-0.35827246,0.47433686
-4.3495536,-8.633304,1.7599211,0.6872234,0.29428434,0.75579304
-2.032703,-8.142776,0.28414768,1.0595458,-0.8775079,1.6650659
-0.67118675,-10.8867445,1.0630114,1.3370314,-2.6861272,2.3452644
0.9846465,-10.070792,-1.0342976,1.6545285,-0.7812967,2.0409007
0.9720842,-9.306884,0.61734825,-0.23854288,1.150412,1.1097895
-0.04546363,-10.294521,1.608575,0.098807454,-0.3715588,0.6574437
2.8594232,-11.48854,3.290131,-0.6441574,-0.97066486,0.44333544
0.79441714,-13.768302,0.7052845,-0.067500606,1.4025466,-0.7893906
6.166902,-10.157532,-4.377071,-1.6358972,3.5056028,-1.9207131
-2.9431717,-13.120444,-2.3312075,-1.496009,0.09162979,-4.6103525
-8.485547,-20.404795,1.0725827,-0.8089383,1.4764613,-3.773162
-5.4173503,-8.641679,0.99720883,0.20433442,0.7292204,-1.1215485
1.4697913,-5.521438,-0.08973085,0.57604593,-0.7722864,-0.93218035
-1.9046868,-6.8111696,-0.15314065,0.49006665,0.701426,-0.91751957
-4.5338006,-4.6558347,0.76271224,0.4729624,-0.14920384,0.08399397
-2.4071796,-2.5902305,0.22313072,0.37675115,-1.2588406,1.4567609
5.8450675,-13.818551,-3.374478,0.40011674,-1.3981178,2.3489296
14.083556,-18.930817,1.8071793,0.42271876,0.9462303,1.6076446
0.5174479,-7.925029,-1.1844472,0.6638578,0.36254853,-0.6363689
-1.1425728,-19.040886,-0.6478567,0.7281514,-0.7713701,-0.581391
-2.1182463,-6.605985,-0.41874397,-1.0768027,-0.8213083,-0.6178902
-4.006183,-10.343575,2.134996,-1.4272866,-0.84299403,-0.07192938
-4.442275,-10.030114,2.7858438,0.004886922,0.18784106,0.5271767
