Acellerometer X,Accelerometer Y,Accelerometer Z,Gyroscope X,Gyroscope Y,Gyroscope Z
-5.285745,-6.9355965,1.4171492,0.6452264,-0.10048734,1.2483032
-1.9639091,-9.7298155,-0.021535404,0.74189585,-2.7627907,2.001042
-0.2961118,-11.599208,2.9539394,1.5309811,-3.1070135,2.4914138
3.4271202,-11.414961,-4.176672,1.8391626,2.118786,1.9645426
1.1653047,-9.132806,-0.07238288,0.4541783,1.594511,0.8373435
0.5485546,-10.9070835,1.9405792,-0.7716755,-0.27779096,0.4992296
0.8446664,-13.068999,6.5694947,0.17302758,0.5902485,-0.5235115
0.6011967,-12.261421,-0.5952146,1.345278,2.4678955,-0.4454735
5.0829535,-7.320243,-3.9224346,-1.0137309,1.2089024,-2.4596488
-4.838886,-24.11008,0.4552345,-1.5425875,1.9564487,-5.803067
-9.711869,-16.460825,0.5413761,0.8669705,2.2939517,-3.167489
-5.1326046,-7.1892357,-2.0267208,-0.37888917,-0.52564955,-1.2327261
0.11246266,-4.6935215,0.8315059,0.3895793,-0.36132678,-1.119716
-3.6287155,-5.7577295,0.7076773,-0.06352998,-0.23548855,-0.5319109
-4.487739,-3.0023942,0.95353985,0.25870144,-0.99372506,0.9735665
4.7377887,-9.122637,-4.853841,0.6281222,-1.3100005,1.9191859
11.288141,-20.182861,-3.1459637,-0.31673363,0.32818735,1.1753048
5.0572305,-9.48455,1.1449656,0.61285055,0.2350304,-0.9472993
-4.065406,-11.668001,0.11485548,0.31597003,-1.1262828,-0.002748894
-0.4636094,-13.34537,0.22971097,0.06918049,-1.5187637,1.3950635
-2.452045,-11.508879,0.48993045,-0.48655418,-2.605951,1.2078333
-0.98584294,-6.117251,1.3250256,-0.13194689,-0.75136423,0.8208502
-2.87378,-6.570691,3.0311081,-0.026419923,1.8319849,0.59880066
-3.3696926,-7.588837,2.2408783,0.47662762,1.9602666,1.0619892
-2.024328,-8.83131,1.7341982,0.9586003,-0.76052725,1.6398678
-1.0941181,-9.930214,1.0624132,1.0821478,-2.0606012,2.2104158
-0.53659046,-10.830514,0.93320084,1.3205379,-1.3307699,2.3214407
0.15433706,-9.982856,-1.0229317,-0.28115073,2.4233024,0.44822237
0.28414768,-11.943774,1.8346968,-0.89552844,-1.1114693,0.3950771
0.18364914,-14.950954,4.338187,-0.01817324,-0.2133447,-0.076816306
0.04366901,-10.268799,-2.6416762,-1.041678,1.4972308,-1.4359915
-1.4386846,-11.018949,-0.9170493,-2.1783454,2.9118419,-3.6402986
-7.405188,-17.224136,-1.7030915,-0.010690142,1.9730947,-4.6454773
-4.898108,-12.840485,-1.5164514,-0.7115053,-0.41248676,-1.7884607
-1.9268204,-6.0376897,3.1142588,-0.8865182,-0.81596327,-1.7831156
-3.225525,-3.9260237,-0.06281159,1.1178834,-0.52366424,-0.8546005
-4.1072803,-4.2131624,0.654437,0.733191,-1.1346822,0.26633725
-1.032503,-4.9160542,0.25244278,1.5589281,-0.37201694,1.0328205
4.2478585,-14.730814,-4.9812584,-1.1386528,-2.497828,1.8118263
9.170493,-16.59901,0.06759724,0.5543602,3.6097555,-1.1114693
3.437888,-13.089338,0.25124636,1.4086553,-2.21515,-0.3747658
-5.5920267,-12.759727,-4.191029,1.2912164,1.3165673,-0.90576047
-1.9465612,-6.539584,1.3405789,-1.1606439,-0.45631635,-0.3303254
-10.262218,-11.129617,3.2739797,-1.0471758,0.2602286,0.087659165
-5.5651073,-9.044271,2.2863421,0.7334964,-0.25671613,1.8603901
-1.5349957,-8.217551,1.4476577,1.2892311,-4.0894375,2.5201247
6.389435,-13.778471,-14.292928,3.775758,-0.5331327,2.5749497
-0.19740787,-8.921639,2.289333,-0.52213705,2.398715,1.2789991
-0.6735796,-9.620942,2.8342984,0.7837401,-1.5543466,1.0106765
0.18843478,-10.1700945,-1.466202,0.61621034,1.2606732,0.8220719
2.3802602,-11.610574,3.6011982,-0.8854492,-0.08506299,0.59803706
0.9302098,-11.022537,2.0093727,0.3080288,1.186453,-0.7637343
3.8584266,-10.895718,-5.896513,-1.1157454,4.5045204,-1.2638801
-0.7046863,-13.944772,-2.6099713,-1.4947872,-1.7989981,-3.8774672
-6.6460648,-21.087347,3.205784,-1.8655825,1.8191566,-3.5001051
-5.3144593,-11.085349,-3.1441689,1.5037975,2.2353086,-1.4479034
-3.3355947,-6.5886374,1.0319048,-0.7502952,-0.19242255,-0.817185
-0.7710871,-4.619344,2.411367,0.37705657,-1.7369953,-0.6629415
-3.8213377,-5.6739807,1.2897314,0.6973027,0.6207918,-0.17837265
-1.867598,-4.1575294,0.63529444,0.9921979,-0.9579894,1.2099713
7.793423,-14.067405,-6.6424756,0.13148874,-1.1869112,1.7078265
9.40798,-19.820946,-0.31405798,-0.47036624,-0.39614612,0.9596693
10.04507,-11.220544,0.75254273,0.77320266,0.11102476,-0.108123146
-1.4733806,-14.403596,0.16510476,0.3032946,-0.41523564,-0.21365012
-1.8861425,-6.2171516,0.58265233,-0.700357,-1.4763086,-0.16157386
-3.9026937,-12.004193,1.4141582,-1.4277447,-0.5549711,-0.14721853
-4.388437,-8.484351,1.9926231,-0.48915035,-0.22235495,0.8749117
-3.7507496,-8.920443,3.9391842,0.3417791,-0.73945236,1.024421
-0.509073,-8.105088,1.7647067,1.5227343,-2.2142339,1.6835446
-0.58683974,-11.537593,4.281358,1.45615,-1.6742289,1.9608774
0.782453,-9.235697,-1.4679967,2.274404,0.78038037,2.2148447
0.4223332,-10.473385,-0.20518455,-0.057421334,1.1241448,1.01312
0.23928227,-8.962915,1.5110675,-0.15974127,-1.1439979,0.9072876
3.2165518,-12.792029,5.6644096,-0.1133155,0.2764165,0.02733622
1.4404793,-13.64208,-1.2496517,0.33215797,0.43569964,-1.1346822
-0.8213364,-8.997013,-1.5122639,-2.0847304,4.0456076,-3.2943962
-4.6881375,-18.295523,-0.9738788,-1.5654949,-0.26984972,-3.9984186
-8.563912,-17.640488,2.079961,-0.25121832,3.5618026,-2.781575
-2.3575284,-6.6095743,-0.16091733,-0.099265605,0.14446963,-0.8368854
2.681756,-5.299504,0.3894319,0.41599923,0.43249258,-1.3037392
-3.2063823,-5.1529436,0.47377887,0.3747658,0.43371433,-0.6488916
-4.758726,-2.7445676,0.75912297,0.46074513,-0.1695151,0.5535966
2.8061829,-9.498309,-4.4057846,0.5900958,-1.7493653,1.8678732
7.5379896,-21.12982,-0.36909288,-0.64766985,-0.5868888,1.9633209
12.4528475,-11.454442,1.7264216,0.42821655,-1.2169963,0.2041817
-1.8484555,-13.29871,0.20219351,0.24633141,-1.0676397,0.014966198
-5.102096,-12.01197,-4.5409794,-0.012675454,2.0496056,-0.8399397
-2.6476583,-7.007381,0.6735796,-1.6465873,-0.5145013,-0.56184334
-4.8382874,-9.24826,1.7880367,-1.5479325,-0.61193424,0.17684549
-4.549952,-9.247063,4.29392,-0.48533243,-1.9236146,1.1325442
-2.8498518,-7.6576304,3.8584266,1.970804,-1.4147639,1.6259706
-1.0480564,-10.714461,2.5902305,1.4721853,-1.8793269,2.1287127
4.046263,-10.695319,-11.017752,2.058463,2.4964535,1.9036088
-0.6562316,-9.412168,0.4325027,-0.15897769,-1.8223637,1.0655017
-0.07836494,-10.343575,2.9282167,0.3585779,-0.30176744,0.928057
2.653042,-11.414961,3.6424742,-0.41584653,0.15928312,0.47403142
-0.08135597,-11.953345,-0.41336012,0.5132795,1.5439619,-0.7272351
3.1782668,-10.432707,-3.4402807,-1.6991217,3.659083,-1.2055426
0.36131623,-12.068201,-1.6971095,-1.72264,-0.4092797,-3.591277
-6.7842503,-20.957537,1.7270198,-1.4882205,2.1476495,-3.9492438
-6.221937,-8.632108,0.17766708,0.34284812,1.5204436,-1.2988522
-0.37387854,-7.0043902,-1.0510473,-0.46685377,-0.9027061,-0.5684101
1.3992031,-5.829514,2.4801607,-0.063682705,-0.24465153,-0.74296486
-5.0213385,-5.7451673,0.19262223,0.30451632,-0.17577648,-0.6375906
-2.1212373,-4.2909293,0.71246296,0.61712664,-0.79458296,1.0978775
4.3501515,-11.389237,-9.318848,0.46807548,-0.97784257,1.8089247
11.129617,-17.913866,1.948954,-0.16050485,-1.1488848,0.55848354
6.863812,-8.092526,0.28115666,0.8910997,0.01817324,-0.5207626
-1.8311075,-14.087145,1.805983,-0.88606006,-2.0581577,-0.013133603
-4.5266223,-7.9944205,-2.391028,-0.044898596,1.9262109,-0.28955013
-5.1050873,-9.80818,1.0851451,-0.92087936,-0.64675355,-0.02733622
-3.3852458,-9.181859,1.4566308,-0.96684694,-0.91675603,1.0418307
-3.045465,-8.9210415,2.784049,0.3556763,-2.7128525,1.4184291
-1.5361922,-9.193225,1.0594223,1.8832976,-1.7212656,1.9582813
0.76271224,-11.203196,-1.16351,2.8990138,-0.98700553,2.054798
-0.74416786,-7.993224,0.54376894,-0.03604105,0.059864793,1.1275045
-0.27218357,-10.272985,2.2821546,0.7646506,-1.3913983,0.99067074
1.7341982,-10.102497,2.2037897,-0.35430184,0.54076844,0.68294734
1.884946,-13.070195,2.2169502,0.024129177,1.0001391,-0.6597345
1.5517455,-13.8347025,-1.7593229,-0.12461651,1.616044,-1.0294607
-1.2059826,-9.226724,-3.9445682,-1.1928672,1.6406313,-3.3522758
-5.5926247,-19.368704,0.40558344,-1.9291124,1.3987287,-3.3637295
-7.029515,-12.397812,0.78364944,-0.21639901,1.6519324,-1.9326249
-3.4857445,-7.203593,-0.29252258,-0.03176499,1.2232577,-0.8935431
0.4648058,-6.2733827,-0.061615184,0.3239113,0.19486602,-0.7643451
-2.533401,-5.3312087,0.51565325,0.41172317,0.43218717,-0.6974554
-4.755137,-3.6717863,0.509073,0.64934975,-0.28970283,0.3840815
1.8807586,-8.868998,-2.5824537,1.0129673,-1.2789991,1.6282613
8.325827,-19.230516,-0.34576288,-0.65133506,-1.2997686,1.2945762
10.429117,-10.323833,0.66400826,0.52778757,0.17333302,-0.5510005
-1.9597218,-10.046266,1.3914263,-0.18860464,-1.0522153,-0.37018433
-3.1483564,-17.615362,-7.3489566,1.4002558,-0.076816306,-0.581391
-3.1627133,-7.7964144,-0.17587246,-1.0965031,0.09590584,-0.34391713
-4.219743,-8.965308,1.0845468,-1.6832392,-0.8000808,0.59513545
-3.1256247,-8.989237,4.06062,-0.15210545,-2.2936463,1.2939653
-1.0845468,-8.115856,2.3892334,1.6690365,-1.4859297,1.6612481
-0.506082,-9.927821,2.4646072,1.4482088,-1.8994855,1.5639677
-0.2632105,-9.926624,-1.8705891,2.536618,0.18387043,1.6116152
-0.2321038,-9.862617,0.39960137,-0.044135015,-0.13607024,1.4573717
1.8741783,-10.290932,1.5511472,0.20326541,-0.9775371,1.0720685
4.409972,-12.80878,4.3005004,-0.27229318,0.07803804,0.28099802
0.40857446,-12.077772,0.13399807,0.30024028,2.3374758,-1.1235338
4.3322053,-8.571091,-6.0933228,-1.8277088,5.1902165,-1.4694363
-0.07477571,-15.15913,-0.38883367,-2.0993912,-0.7706065,-4.492303
-9.392427,-23.481964,3.3110683,-0.91996306,1.9588921,-3.6738963
-4.4093738,-7.3621173,0.20877378,0.96990126,0.6010914,-0.75869465
0.46241298,-5.5950174,-1.7934206,0.6197228,-0.34880406,-0.5355761
-1.4458631,-4.8358946,1.2640085,-0.007483099,-0.5325218,-0.5758932
-5.9377894,-4.2257247,1.1760724,0.101556346,-0.5720753,0.050549097
-1.707279,-4.764708,0.8279166,0.3857614,-1.0106765,1.4280503
9.122637,-17.5029,-1.9992033,-0.08460484,-0.02031127,0.8078693
12.160325,-13.386048,0.76749784,-0.024281893,-0.28053987,0.15393804
-1.2227324,-11.41855,-0.014356935,0.4195117,-0.31337386,-0.25244007
-0.38464624,-15.343975,-3.7776687,1.1470522,-0.7881689,0.081855945
-2.605784,-7.0540414,-0.5449654,-1.0372492,-0.07803804,-0.27977628
-5.300102,-10.167702,2.2019951,-1.4081972,-1.4821118,0.56688297
-4.6259246,-9.543773,2.3742783,-0.046120327,-1.6378825,0.98990715
-2.5674987,-8.391629,3.0287154,0.38637227,-0.23167065,1.5085317
-1.2723835,-8.998808,0.72382885,1.2820535,-2.0836613,2.0102048
1.0630114,-11.002198,-0.72023964,2.9103148,-1.1357512,1.9639318
-0.08673982,-8.087142,-6.8446693,0.81183994,3.6968038,1.3498595
0.5413761,-9.8219385,0.52522457,0.19547687,-1.612837,1.0044152
0.38763726,-9.859028,0.73100734,-0.5505423,-1.5997033,0.8361218
2.6895328,-12.424731,6.558727,-0.29077184,0.7154759,-0.48716503
0.3062813,-13.82872,2.516053,0.675617,2.722321,-1.1618657
4.9722853,-10.491331,-10.635498,-2.1325307,5.370422,-1.9642372
-2.9862428,-15.659828,0.34456646,-1.9785925,-0.56505036,-4.4350343
-9.001799,-17.195421,1.835295,0.074830994,2.8922942,-2.9987376
-2.480759,-6.9212394,-2.3814569,0.01863139,0.4841107,-0.6763805
0.48095736,-6.452246,0.9200403,0.19822577,-0.64919704,-0.7415904
-1.7940187,-5.0362935,0.91585284,-0.09682214,0.40851614,-0.7974846
-5.2923255,-4.6211386,0.5832505,0.34437528,-0.019242255,-0.058490347
-2.8606195,-4.1647077,0.53300124,0.19242255,-0.7111999,1.356579
0.9403793,-11.42513,-0.032901313,1.8489364,-2.2029328,2.3620632
14.453845,-19.374685,0.6550352,0.21090123,-0.9049969,1.2793045
2.487339,-6.808777,0.3499503,0.11591168,-0.22815818,-0.7799222
-2.260021,-17.97608,3.202195,0.4775439,-2.083356,-1.5457945
-3.4809587,-7.96451,-0.7304091,-1.5473217,-0.5145013,-0.8651379
-7.701898,-9.185448,5.977869,-1.7539468,-1.8605428,0.31138855
-4.7096734,-8.928818,5.222934,0.8933904,-1.3118331,0.86299986
-2.3599212,-7.5702925,3.0412776,2.2537873,-1.0584768,1.7311921
-0.44147578,-10.829915,-0.49112684,2.9382617,-0.63071835,2.36863
1.1144571,-7.5068827,0.48155555,-0.2582433,-0.33337972,1.289842
-0.9942178,-10.692328,3.775276,0.75793105,-1.0618365,0.9286679
0.70169526,-10.270593,-0.7848458,0.6458373,1.320996,1.009913
4.451248,-11.135598,2.9802606,-0.27565295,-0.32345316,0.6273586
0.6263213,-12.880565,-1.5361922,-0.45921794,2.456289,-1.0091494
2.3216362,-11.979667,-3.8727834,-1.9546161,0.95356065,-2.2756257
-4.618746,-15.368502,0.3379862,-2.475226,3.3060026,-4.201531
-6.990033,-18.030518,0.8105687,-0.8717047,1.3747523,-2.2533293
-4.1964126,-9.300303,1.0492527,-0.48395798,1.7499762,-0.86926126
-1.4416757,-6.1244297,3.5946178,0.21074851,-0.7244862,-1.0609202
1.5918252,-5.6590257,-1.1832508,0.6630942,1.5460999,-1.4010195
-5.6500525,-3.9924245,-0.5706882,0.40683624,-0.64904433,-0.2454151
-3.4600215,-3.2745779,0.41814575,0.43997568,-0.82818055,1.1252137
4.7246284,-10.090533,-7.5463643,0.883922,-1.2501358,1.8043432
12.911671,-19.168901,-0.927817,0.21868975,0.22174409,0.97692627
3.7369907,-9.114262,0.61734825,0.92255926,-0.7476991,-0.64751714
-1.0360922,-19.57987,3.2201412,0.6458373,-2.3924537,-0.38896844
-2.6572297,-6.792027,-0.8344969,-0.1366811,1.5103643,-1.3133603
-7.5176506,-12.960724,0.6723832,-1.5716035,-1.7168368,-0.21868975
-4.7252264,-7.7587276,3.2327034,-0.09758572,-1.6916386,1.2789991
-1.5523437,-8.148758,3.9373896,1.6267341,-1.8979583,1.7270688
0.014356935,-9.857831,2.4412773,2.4715607,-0.84864455,2.3915374
1.402194,-10.088738,-0.13459627,1.9782871,1.4187346,2.271197
2.2295125,-9.776475,-0.23629123,0.62690043,0.5919284,0.9460775
-0.19980069,-9.708878,0.8380861,0.61254513,0.32788193,0.5919284
2.4095724,-11.1224375,2.181058,0.18784106,1.1239921,0.7788532
2.225325,-12.435499,0.6149554,0.15363261,1.2814425,-0.8550586
1.8233309,-13.369897,-4.4691944,-0.9246973,2.398715,-1.4175128
0.9493524,-10.226924,-2.070988,-2.187203,1.745242,-2.9023736
-6.6598234,-21.177677,-0.16869399,-1.3935363,3.2872186,-4.0621014
-5.0685964,-9.863813,0.11964113,-0.5543602,1.2783883,-1.08902
-2.091327,-6.979265,3.0173492,-0.26526824,0.45769078,-0.76923203
1.7419748,-5.925227,-0.49651068,0.11026118,0.72494435,-1.3658947
-5.252246,-6.0640106,0.41994038,0.3118467,0.18142697,-0.7984009
-4.045067,-3.1363924,1.4333007,0.39721513,-0.5500842,0.9521862
0.19860429,-7.500303,0.1591227,0.9621128,-0.8526152,2.1195498
6.559325,-19.537397,-0.863809,-0.23869559,-0.38453966,1.9903517
15.151353,-12.990036,2.047658,0.83001316,0.8556695,-0.05513059
-2.6392834,-16.237694,-2.6279175,0.74189585,0.3481932,-0.8481864
-2.9138598,-4.086343,-0.6011967,-0.61590487,-1.3272575,-0.65194595
-3.522833,-7.387242,0.74177504,-1.7354681,-0.07284568,-0.9735665
-9.162118,-12.050255,4.996214,-0.57619864,0.4083634,0.6224717
-3.9852462,-7.923234,3.3032916,0.5881105,-1.0658071,1.4535538
-0.74476606,-9.089137,1.4907285,1.5004377,-2.1218405,2.0344868
0.25962126,-11.027922,-0.40618163,3.295618,-0.7648033,2.8429668
3.7334015,-9.48156,-7.7742805,0.9279043,3.8673878,1.8524488
-0.6729814,-9.855438,0.89072824,0.35140023,-1.893835,0.77182823
-0.7076773,-11.042278,2.0105693,0.15790866,0.45677447,0.98700553
2.5316064,-11.125429,2.9563324,-0.061391957,0.17852537,0.60246587
0.27816564,-12.918251,-1.7324036,-0.18707748,1.8177823,-0.43264532
4.935795,-9.653245,-1.2586247,-1.8428277,-0.26099217,-1.2673926
-0.96909314,-13.316058,-0.05383851,-2.4726298,1.0542006,-4.084856
-8.59143,-21.97987,1.5260227,-0.4813618,2.239432,-3.9275582
-4.307679,-7.5792656,-0.4534399,0.82711154,0.52641314,-1.0056369
2.6769702,-6.5108705,-0.6466603,-0.34055737,-1.6232216,-1.6085609
-2.1517458,-6.908677,2.5429723,-0.2574797,-0.057268616,-1.2151637
-7.073782,-4.496114,0.6879365,0.32162055,-1.0050261,-0.13118331
-1.875973,-4.278367,0.2111666,0.8393288,-0.79183406,1.3283265
4.9842496,-11.576476,-10.783256,0.8688031,-1.7652478,1.9973767
11.287542,-19.14976,0.82672024,0.26710084,-0.36819902,0.66675943
7.995617,-9.537791,0.6412765,1.3675746,-0.12492194,-0.4277584
1.1563315,-19.585852,-1.7898313,0.28496864,-1.1580478,-0.41141775
-3.592225,-6.220741,0.90807617,-1.1394165,0.31963524,-0.7351763
-6.561718,-9.589237,2.8289146,-0.93324935,0.8700248,0.88040954
-3.9834516,-8.916255,1.9447666,-0.62109727,-2.5802948,1.3906348
-1.515255,-9.492926,3.3379877,1.2238685,-3.6774087,1.8920023
-0.6478567,-9.201001,0.98524475,2.059074,-2.905275,2.238821
2.3874388,-9.220144,-6.2309103,1.3526083,2.974761,1.7198911
-0.8997013,-9.08136,-0.94337034,0.3501785,-0.12339478,1.0364856
0.032901313,-9.690333,2.774478,0.31703907,-1.9078848,1.1223122
0.5168497,-10.515858,1.7503498,0.1731803,0.70463306,0.76831573
1.2711871,-12.682558,1.6474584,0.36361754,0.45646906,-0.49968776
0.9822537,-12.639487,-3.7130625,-0.27168232,2.242639,-0.9071349
2.3461626,-9.031709,-1.9447666,-1.9326249,1.0033462,-2.4312437
-2.8277183,-18.44268,-0.39481574,-2.0086777,1.096045,-4.5031457
-7.838887,-13.509278,0.66699934,0.39614612,1.9616411,-2.2204952
-2.3282163,-6.855437,0.92602235,-0.122478485,-0.9795224,-0.5306892
1.9818554,-6.884749,0.038285162,0.1142318,-0.37568212,-1.342529
-3.8721852,-6.9206414,1.4440684,0.0664316,0.1956296,-1.1858422
-5.6685967,-3.591627,0.96490574,0.48365256,-0.40194935,0.4036292
-1.8418752,-4.7246284,-0.3822534,1.0700831,-0.3831652,1.9640845
10.555937,-15.00898,-2.1044874,-0.8216137,-2.094504,1.3332134
11.005788,-14.681762,1.0007981,0.1881465,2.5525005,0.68111473
0.4755735,-13.351951,-1.0013963,1.5688547,1.0688615,-0.7483099
2.7152555,-9.18126,-5.6374903,-0.13271047,-1.0803152,-0.48762318
-3.3343983,-7.993224,1.1156535,-1.4043792,-0.31856623,-0.5340489
-4.101298,-10.54517,1.8113668,-1.2754866,0.12812899,0.6545421
-3.3726835,-9.156734,1.9148563,0.14813483,-0.41630468,1.3486377
-2.55374,-8.538788,0.046660043,1.1833987,-0.032528576,2.1003075
-0.08135597,-8.300103,-0.9290134,1.5462526,-1.7099645,2.087632
0.30149564,-9.408579,-0.4642076,1.0067059,-3.4796412,1.9367483
1.3531412,-9.317053,-0.77766734,1.0231993,1.2363913,1.274723
-0.101694964,-9.270393,-1.14018,-0.20555615,-0.5899431,0.535118
2.5788646,-10.70848,1.7952151,-1.009913,-0.10598512,-0.055741455
0.020338992,-13.646268,0.93619186,-0.1863139,1.8507689,-1.212873
0.24885355,-14.406587,-2.6135604,-0.2950479,-0.68707067,-0.8520043
-1.1425728,-7.7443705,-3.2506495,-0.97600996,5.0248246,-2.1181753
-6.2751775,-17.298912,1.8239291,-1.8538233,1.0299188,-2.8017335
-2.6679974,-10.6612215,2.9533412,0.0795652,0.9086621,-1.1661417
-0.6855437,-6.227919,-0.28953153,0.2012801,-0.9294315,-1.3342824
-2.361716,-5.2462635,0.5383851,0.15332718,-0.006414085,-0.79091775
-3.7178483,-4.9172506,2.3347967,-0.069027774,-0.67179906,-0.17150041
-2.4155545,-5.2013984,1.0307083,0.7704538,-0.5348125,0.8689558
3.8841493,-11.555539,-16.38904,-0.33933565,-5.372407,2.6458101
11.156535,-18.873388,-2.9383862,-0.04444045,0.29779682,-0.22434026
0.91585284,-11.002797,-1.079163,0.4531093,0.44135013,-1.3055718
1.3387842,-13.497314,-0.7926225,-0.06780604,-4.8058295,0.2510656
-3.2967114,-12.083157,4.6091747,-1.2443326,-11.906375,-1.4724907
1.7862421,-7.231708,7.3986077,2.333658,-4.2885795,0.6806566
6.471389,-7.8592257,6.741778,0.12293663,-4.784144,-0.048258353
-6.832705,-11.427523,-0.39661035,2.02792,4.042095,-1.2673926
0.2009971,-6.836294,-1.6827525,1.6551393,3.8815904,0.9842566
1.0319048,-10.918449,-1.442872,1.5169312,1.9097174,-0.39736784
-2.6458635,-9.796216,-0.506082,0.109650314,2.7505734,0.5726862
-0.8003992,-10.995618,-2.1212373,0.05024367,0.27320948,0.11652254
0.552742,-11.2139635,1.8089739,0.22479841,0.15225816,0.09697486
1.878964,-13.8245325,-2.7726831,-0.24022275,-1.821142,-0.16142114
-2.4616163,-14.888143,-5.139783,-0.62888575,-0.5563455,-0.20631973
1.8574286,-12.409178,-2.484348,-3.7357464,-2.1792617,0.7912232
-4.180261,-9.748958,4.6815577,-3.2400293,-2.1768184,0.742354
-1.7395821,-14.84567,2.3575284,-2.9352076,2.0352502,0.14676037
-1.5062819,-7.6109705,3.3062828,-1.5314392,2.324495,-0.82940227
0.8644072,-7.3992057,-0.4953143,-0.6704246,-0.782213,0.24312437
1.3830515,-4.1838503,-5.255835,-0.3016147,0.5371033,-0.4605924
-0.18005991,-6.4881387,2.8833513,-1.3712398,0.99265605,-0.96959585
-3.501896,-5.0943193,-4.4518466,1.2281445,0.29138273,0.09407325
0.5312066,-9.050254,-15.9230385,0.54321194,-1.087951,0.52198434
3.618546,-13.165909,-13.4255295,-0.4279111,-0.14966199,-0.01985312
-3.35055,-8.742178,-1.8801605,-0.2264783,-1.1898128,-0.5390886
-2.2618155,-11.288141,-2.2319052,-1.1814134,1.2910637,-0.06704246
-4.3944187,-11.625529,1.480559,0.6954701,0.4784602,0.7435757
-0.15014961,-10.325029,2.812763,1.5958854,0.38820487,0.5164866
-1.9812572,-8.309675,-1.230509,3.2317827,-0.690125,0.36545014
0.15134603,-9.208778,-4.3531427,2.6798658,1.743104,0.31016684
-0.40917268,-8.492725,-1.7078772,0.9408852,1.7591392,0.77503526
-0.61734825,-9.107083,0.37208393,1.3669637,0.9793697,1.7638733
1.2520444,-5.4179487,-0.7082755,1.6985108,-0.6957755,0.9569204
-3.5700915,-12.376277,-1.4937196,0.7087564,-1.933083,0.3923282
0.9403793,-14.280366,2.373082,1.3852897,-0.70952,2.0606012
3.1357942,-14.874384,0.78723866,1.8090774,0.605062,0.39843684
1.4207385,-14.285749,-9.357731,-0.27565295,5.649587,-1.1919508
-3.6634114,-10.481161,-3.9397824,-3.4573445,1.1456778,-3.007595
-7.075577,-16.51885,3.3493536,-3.371518,0.9983065,-2.6395488
-5.946164,-11.3575325,3.3050864,-1.0251846,-0.1965459,-0.9118691
-0.19142582,-6.2033925,2.187638,-0.5681047,0.20677789,-0.45830166
1.4913267,-4.734798,-0.5276174,0.2275473,2.6931522,-1.538006
-0.63888365,-6.044868,0.35413775,0.48334712,0.50442195,-0.9932669
-3.353541,-3.3631122,1.4943178,1.0752755,-1.4393512,0.20234911
1.3142579,-10.07139,-5.791229,2.7606528,-0.42348233,1.1685852
8.143971,-19.185053,-6.5958157,-0.5334381,-0.096516706,-0.16081028
5.0386863,-8.876774,-1.6959131,0.33490688,-0.42745295,-1.0803152
-3.754937,-14.839688,0.75553375,-0.31795537,-1.0655017,-0.52396965
-3.749553,-8.486146,0.5886344,-0.31138855,0.20723604,0.17348573
-2.8402805,-6.9972115,2.6039891,-0.8414669,-1.2773192,0.8622363
-1.1192428,-9.806385,6.109474,0.2049453,-1.1714869,0.7816021
-0.99960166,-9.676575,3.1872396,1.9608774,-1.9935588,0.8877399
-0.6131608,-10.174282,-0.19202402,4.100433,-0.6427829,1.1806498
1.6205392,-10.478768,-9.400802,2.3357959,3.1250339,1.1227703
-0.5838487,-8.303095,0.9242278,0.03756821,1.1191051,0.91889405
-0.4851448,-10.721042,2.6578279,1.0358747,-1.7250835,0.9275989
1.6247265,-11.434103,1.0295119,0.44868052,-0.021838432,0.9097311
3.711268,-12.2685995,1.9746768,0.12217305,0.43997568,0.17119499
2.1176481,-14.480764,-3.1052856,-0.74204856,2.7175868,-0.6779077
-2.8965118,-9.699904,-7.3585277,-2.6096163,3.2293391,-2.6462681
-5.031508,-17.477177,1.0013963,-3.1177034,-0.24510968,-3.1943672
-6.128019,-14.420944,2.7014968,-1.4367551,2.6265678,-1.3738359
0.41575295,-6.334998,1.9082761,-0.2191479,-0.77656245,-0.675617
0.9846465,-6.5479593,-0.17288144,-0.24984388,0.9401216,-1.4312572
-3.9918263,-6.4366927,0.25842485,0.36713,0.441961,-1.2156218
-4.581059,-4.983053,1.7928224,0.63529986,-0.38805214,-0.376293
-2.059622,-4.276572,0.8554341,1.035722,-0.64934975,0.9816604
9.970892,-15.783058,-9.695718,0.5340489,-1.8406897,0.9560041
12.226726,-14.279767,-4.435695,0.23441954,1.9517145,-0.6415612
-1.1246266,-9.689735,1.8293129,-0.10827587,-0.015577064,-0.46273044
-3.4277184,-9.474979,0.9613165,-1.2702943,0.010995574,0.5439755
-1.9405792,-8.739186,0.73340017,-0.6772968,-1.2793045,0.7460192
-2.2612174,-8.667402,4.0307097,-0.6243043,-1.0609202,0.9407325
-1.7563318,-10.6349,4.747958,1.3935363,-0.8784242,1.1085677
-0.92602235,-7.6384883,0.9128618,2.3232732,-1.3761266,1.2889256
-0.09451649,-10.98844,-0.32662028,3.0219505,-0.48747048,1.1530081
-0.401396,-7.9543405,-2.2671995,0.46502116,1.9607247,1.0648909
-0.88354975,-10.851451,1.6779668,0.6337727,-0.26419923,0.93218035
0.50009996,-9.595219,1.430908,0.68310004,0.6782131,0.82344633
2.30369,-11.949757,1.762912,-0.21731532,0.6105598,0.75823647
4.9046884,-13.070195,-3.1543384,-0.03756821,2.03693,-0.43569964
