accelerometer.x,accelerometer.y,accelerometer.z,gyroscope.x,gyroscope.y,gyroscope.z
-1.5074782,6.0394845,11.988042,-2.67093,-0.53099424,-0.904309
-4.4147577,3.2207394,19.142582,-3.5004842,-1.6103923,0.7095958
-1.282553,0.27517462,10.265209,-0.16516256,1.1024582,1.3797145
-5.048856,1.8281165,10.19821,1.4102577,-1.9335397,1.011363
-2.7086751,0.5312066,10.030712,2.2068253,-1.4442371,0.31680974
-0.17467605,2.7876384,8.310273,0.50923216,0.37980518,1.9985205
0.23688944,3.8907297,8.166703,-0.16332997,0.1452331,0.4805215
-1.4859428,2.3258235,9.195618,0.94294614,-0.7331905,0.3540725
1.5170496,3.4480574,10.167104,0.18852814,-0.18646647,0.79878205
1.3806586,4.7114677,8.930014,0.074907295,-0.12415826,0.62040955
3.4073794,4.7808595,5.3407803,-0.14561489,-0.8950696,-0.3276526
-2.4263222,-4.8287163,2.4670002,-2.1529167,-0.41554075,3.1964264
2.3856442,-1.1557333,7.0803623,0.28199047,-0.3092503,0.26794055
-0.20817557,-7.4249287,-0.040677983,-0.86215925,-1.9842415,1.7578398
6.2117677,-8.695518,0.6412765,2.4450626,-8.890678,3.6924486
13.282558,-7.1449685,-1.8879371,-0.5616138,-4.781391,5.3540006
19.551754,-3.385844,6.9320073,-2.173686,-2.0037892,3.8219519
17.527426,0.4331009,7.2263246,-2.422308,-0.1424842,2.8488443
16.594225,1.402194,7.9393854,-3.5627925,1.6620103,1.4340814
15.144175,3.6801612,6.786045,-2.5450916,0.59910566,-0.37224573
12.514462,1.3064811,8.477771,-1.8474841,-0.22189663,-1.138881
12.162718,1.0456635,5.9700923,0.01687514,-0.6018545,-1.6465096
9.322437,-0.9834501,3.9816568,0.46402815,-0.4705186,-1.4339287
7.745567,-2.8594232,1.7036897,0.8671989,0.5581777,-0.91469365
7.2909307,-4.814359,2.158326,1.2813653,-0.2921461,-0.39301512
10.530812,-5.879165,2.524428,1.2911391,-0.17608178,-0.19876012
11.310873,-2.3234308,4.3238306,1.4010947,-0.6067414,0.31864235
9.375079,-0.9451649,1.8711873,1.2770892,0.13179408,-0.25740314
8.626125,-1.9310079,0.74895346,0.807945,0.7469349,-0.0570395
9.317652,-1.3543376,0.9403793,0.71875876,-0.31841326,-0.108963005
10.514063,-1.3782659,3.7447674,0.38583747,-0.38927358,-0.22563818
10.035499,-0.26081768,2.7445676,0.52511466,-0.51999867,-0.5304597
8.662018,-1.4955142,2.2037897,-0.07170025,-0.6556106,-0.65629786
9.305687,-2.1918256,0.51206404,-0.6868411,-1.2444843,-0.13645191
9.992428,-2.1535404,-0.32063824,-1.0051017,-1.4912736,-0.26290092
9.750752,-2.955136,0.031106694,-0.36858055,0.46899143,0.3821723
12.289537,-3.2039895,-0.99302137,-0.6404154,1.1446079,1.0510693
11.054841,-1.5074782,1.6773686,-0.6709586,0.7053961,0.9417244
10.7126665,-0.9068798,0.70588267,-0.07536544,0.14584397,-0.011835505
9.954143,-2.428715,0.4833502,0.01687514,-0.052076224,-0.26412266
9.008977,-2.5698915,-0.33738798,-0.17188208,0.25213444,-0.20853396
8.781659,-1.5409778,0.34456646,-0.47426015,0.35414886,-0.07475458
8.848659,-0.4546363,1.3040884,-0.17310381,-0.5328268,-0.23480114
8.554341,-0.39960137,0.971486,0.18547381,-0.34834564,-0.26290092
8.925228,-0.16510476,1.4691931,0.16409355,-0.26526803,-0.17554727
9.052048,-0.040677983,1.6462619,0.35651594,-0.107054055,-0.16882776
10.549955,-0.08135597,3.0173492,0.5745947,0.06704241,-0.26778784
12.500106,-0.59342,2.6464617,0.84948385,0.28267768,-0.33925903
13.47877,-1.9669002,1.253839,0.24533857,0.10674862,-0.5078577
15.163317,1.6749759,4.776074,1.305189,-0.30802858,-1.2311217
10.765309,-1.0145568,-0.5814559,0.97410023,0.77198035,-1.4803544
10.3681,-0.3924229,-0.11485548,0.85070556,-0.123547405,-1.6966006
9.064013,0.35653058,0.8470592,0.060857404,0.525191,-1.4974587
7.587641,0.6843473,1.2897314,-0.14561489,0.59421873,-1.1168898
6.4343,0.39481574,0.19621146,0.41027206,-0.0074830935,-0.9708932
4.536792,0.5599205,-0.33738798,-0.033215772,-0.048411034,-0.26473352
2.1942184,-0.91884387,-0.782453,-0.9391282,0.33337945,1.0406845
8.269595,0.66041905,1.6079768,-0.5994874,-0.8034399,1.2557089
16.374084,2.5196424,3.2422748,0.70104367,-0.099723674,0.36140287
15.55574,2.115255,2.306681,0.067576915,1.3761256,0.88552487
14.3689,5.515456,4.6229334,-0.59032446,0.9534072,-0.51763153
10.183853,2.713461,3.2087753,0.27832526,0.13057235,-0.5359575
10.63849,3.4624143,1.5433706,0.9233985,-0.7991638,-1.2500584
8.169097,2.6225336,0.8781659,0.12377647,-0.29764387,-1.455309
5.395815,1.6606189,0.28235307,-0.50419253,0.38713557,-1.2060761
1.9190438,0.60059845,0,-0.4834231,0.5728384,0.037644543
-1.5577276,-1.9932213,-0.7106683,-1.1132247,1.1354449,1.6588796
5.584848,-0.23928227,-0.36610186,-1.3984985,-0.10949751,2.967352
15.280565,1.8233309,7.1449685,-0.23907721,-0.44180796,2.4377322
17.508284,0.98584294,5.690132,0.018707734,-0.1669188,1.0846667
16.108482,0.94277215,5.994021,-0.31360272,0.25335616,0.025427246
11.303694,1.7228323,3.67059,0.28932083,0.3914116,-1.2616649
8.221739,0.5383851,3.4408789,0.81771886,-0.35017824,-1.4357613
9.836894,-1.8664017,2.766103,1.4609594,0.9619593,-1.7754021
5.7762737,1.9334008,3.1776686,0.47929978,-0.6653845,-0.2842812
6.3290157,0.13878371,3.182454,0.28932083,1.030987,0.4096612
7.2502527,0.57427746,1.6654046,-0.23052509,1.1122321,0.85131645
8.898908,-0.8709874,4.022335,-0.023441937,0.5551234,1.2697588
7.5828547,-0.49292147,0.80159557,-0.8597158,1.1055125,1.3870448
6.5515485,-3.641876,0.9810573,-0.7870229,-2.6250386,1.1219295
11.966506,-5.7930236,4.587041,-1.730809,-2.2243114,2.6307654
14.383257,-3.7088752,7.338787,-1.4864631,-0.9818124,2.421239
12.509677,-2.8474588,3.4672,-0.4437169,-1.0936006,1.3693298
13.423735,-1.5290136,2.0267208,-0.18532111,-0.30680683,0.32352927
11.870793,-0.16749759,2.3449662,-0.56100297,0.34193155,-0.68561935
8.762517,-0.31585258,0.89730847,-0.6727912,0.19349141,-1.2262347
7.884351,-1.2370893,2.2157538,-0.65446526,0.159283,-0.7680861
8.609376,-0.32542387,2.833102,0.2673297,0.19776747,-0.5671116
7.989635,-0.91405827,1.5625132,0.57520556,0.6333141,-0.58665925
10.439885,-3.0699914,1.5720844,-0.0026725335,0.21487169,-0.36430448
12.124433,-5.276174,3.6466618,0.05291616,-0.27992877,-0.13278674
10.466207,-4.2041893,3.2470603,0.46586075,0.1470657,0.21479532
9.190832,-3.8668015,1.7587247,0.89590955,-0.13637556,0.21907139
9.982856,-4.3118663,0.930808,1.3332888,-0.4809033,0.14088069
8.678768,-3.426522,0.49292147,0.57703817,-0.17302746,0.0028252497
7.183254,-3.1872396,0.57188463,0.4475348,-0.16508621,0.17325652
8.183454,-3.7710886,-0.0047856453,0.39866564,-0.77167493,0.5452732
8.571091,-3.9864426,1.0695918,-0.36858055,-0.07040217,0.6601158
8.930014,-4.2855453,0.27517462,-0.73815376,0.13912445,0.84520775
11.200803,-5.304888,1.672583,-0.71738434,-0.672104,1.0205259
12.153146,-5.692525,1.1557333,-0.7100539,-0.5902481,0.78656477
10.334601,-3.5150564,3.0317063,-1.0753511,0.10980295,0.52511466
10.18146,-3.5724843,2.3306093,-0.11995857,0.5771145,0.030314164
9.662218,-3.9816568,0.41156548,0.31131196,0.072540194,-0.09063706
7.6426754,-2.507678,0.15314065,0.091400646,0.2490801,-0.32459828
6.9726853,-2.6656044,-0.17467605,0.08040508,0.36942047,-0.34658942
7.893922,-3.2733815,0.11006984,0.4096612,-0.27931792,-0.12912154
8.10449,-2.7996025,0.21774685,0.3888918,-0.17669263,-0.09369139
8.518449,-2.5435705,0.4546363,-0.07841977,0.32299474,-0.16577344
10.21496,-4.883751,0.6723832,-0.22258386,0.101250835,-0.036880963
12.732209,-5.2283173,3.2327034,-0.3068832,-0.04291325,0.035201084
10.908878,-4.206582,3.8572302,0.42065677,0.8355103,-0.0570395
9.255438,-3.1250265,-0.26799613,0.96188295,0.030390523,-0.39118254
9.734002,-4.386044,0.60777694,0.67905253,-0.47968158,-0.39973465
9.521041,-3.790231,1.8089739,0.08468113,-0.12293654,-0.5915462
7.420143,-3.5940197,2.036292,0.11827869,0.18432845,-0.5597812
7.314859,-3.3810585,0.5814559,0.46402815,-0.3697259,-0.26656613
8.1738825,-3.3523445,0.6963114,-0.17554727,-0.15592323,-0.08147409
8.17149,-3.9577286,1.0719845,-0.6935606,0.07437278,-0.102854356
9.253045,-5.5537415,0.89013004,-0.89758945,-0.09911281,0.2691623
11.169696,-6.728617,2.1487548,-1.2189043,0.023060145,0.713261
10.073783,-4.26401,4.199404,-1.0448078,0.18799363,0.98265237
9.334401,-2.321038,2.4909284,0.45181087,0.028557928,0.91484636
9.994821,-3.050849,-0.73459655,1.074282,-0.721584,0.545884
9.066405,-2.6201408,-0.22492532,-0.31115925,0.3272708,-0.043600474
7.0540414,-2.9455647,0.6723832,-0.6709586,0.479987,-0.24396412
7.5517483,-3.1441689,1.7802601,0.08040508,-0.08811724,0.10117448
7.975278,-2.6943183,0.9834501,0.57520556,-0.24388777,0.40294167
9.037691,-2.321038,0.29910284,0.66500264,-0.13942988,0.24167338
11.499906,-4.996214,2.0554347,0.07246383,-0.18890993,0.06024654
11.473584,-4.6492543,2.7421749,0.12133302,0.18188499,-0.28916812
11.129018,-5.1421757,2.4382863,0.7743475,0.39202246,0.090178914
9.889536,-4.1611185,1.5098711,1.3839905,-0.95188004,-0.33253953
7.1066833,-6.5946193,0.567099,1.6448298,-0.9231694,-0.1627191
7.1784678,-4.74736,-0.9499506,1.2758675,-0.95737785,0.32414013
7.537391,-3.6394832,0.8470592,0.112780906,-0.49373147,0.14637847
7.9944205,-4.666004,0.9667004,-0.4143954,-0.027641632,0.03642281
8.212168,-4.9196434,1.7371893,-0.63919365,0.14889829,-0.016722424
8.195417,-5.1014977,0.9092726,-0.5597812,0.16233732,-0.0881936
10.112068,-7.4010005,0.9810573,-1.0747402,0.041996952,0.076739885
10.224531,-6.1064835,1.1030912,-1.2268455,0.45005462,0.08773545
9.288938,-5.6374903,4.156333,-1.6287946,0.94241166,0.3351357
8.248059,-3.4121652,1.5266209,0.4615847,0.37186393,0.34063348
8.482556,-3.9577286,-1.1533405,1.0034218,-0.37766716,0.28565565
8.126026,-2.792424,-0.95712906,-0.267177,0.2753473,0.014431681
7.0061846,-3.4097722,-0.25842485,-0.8597158,0.6663008,-0.013057235
8.169097,-3.6634114,0.8542377,-0.21342088,-0.09850194,0.19524765
8.34138,-2.9431717,0.41635114,0.2844339,-0.052076224,0.29237515
8.338987,-3.0532417,0.03589234,-0.033826638,0.11102467,0.19158247
11.538191,-5.8672013,2.4909284,-0.05948296,-0.38744098,0.30642503
12.000006,-5.8743796,3.4839497,0.13965896,-0.22739442,-0.116904244
10.078569,-5.276174,2.2779672,1.0400736,0.52946705,-0.021609342
9.408579,-4.766503,1.4333007,1.4560726,-0.7796162,-0.34781113
8.980264,-5.962914,0.20817557,1.6704861,-0.9421062,-0.3661371
8.628518,-3.9481573,0.61016977,1.079169,-0.87368935,-0.5933788
6.788438,-4.4602213,0.11246266,0.324751,-0.21823144,-0.7974076
7.066005,-5.355137,0.567099,-0.43944085,0.085979216,-0.5103012
7.678568,-5.505885,1.5433706,-0.43272135,0.05299252,-0.25923574
6.515656,-5.568098,0.5192425,-0.4577668,0.14278965,0.13232858
8.554341,-6.7238317,0.81595254,-0.6972258,-0.12232567,0.6173552
9.930214,-6.5922265,2.8689942,-1.0716859,0.4243983,1.1384228
10.334601,-5.7667027,2.0434706,-0.9684498,0.4970912,1.1842377
10.734202,-3.0867412,1.4548361,-0.16760603,0.5270236,1.079169
10.686346,-4.685147,1.6941184,0.29420775,-0.18646647,0.11339177
9.162118,-3.0987053,-0.4139583,-0.25923574,1.0474803,-0.42722356
7.2502527,-1.564906,-1.3160524,-0.9409608,1.1763729,-0.8670462
7.5349984,-3.0675986,-0.1268196,-1.2421172,1.3052653,-1.049084
7.7383885,-4.2329035,1.5457634,-0.74792755,0.31994042,-0.8371138
6.9535427,-4.2831526,2.2660031,-0.3588067,0.37308568,-0.44616038
7.2861447,-4.5415773,1.8305093,0.35162905,0.053603385,0.15248711
10.033105,-5.5250273,2.5435705,0.5086213,-0.636063,0.49579313
10.79163,-8.1020975,4.386044,-0.016111558,-0.17180572,0.5031235
9.657433,-5.4723854,2.2277179,0.83421224,-0.5994111,0.55565786
9.032906,-5.4699926,1.7300107,0.8671989,-0.5835286,0.3033707
8.958728,-4.733003,1.8520447,0.7291435,-0.67760175,0.14821106
7.1880393,-3.5533416,0.8709874,0.5159517,-0.23961172,-0.20059273
6.977471,-4.3334017,0.39481574,-0.039935283,0.08231403,-0.19387321
7.704889,-5.35753,1.3351951,-0.4956404,-0.04291325,-0.3068832
7.2119675,-5.4317074,1.457229,-0.6617956,0.21548255,-0.14744748
8.554341,-6.3361945,1.4189439,-0.49319696,-0.32696536,0.3540725
10.473385,-6.3314085,3.0293136,-0.3417025,-0.4375319,0.7706823
11.124232,-5.0823555,3.534199,-0.8053489,0.18188499,0.54893833
10.009177,-3.4887354,2.6153553,0.0816268,0.5844449,-0.039935283
9.765109,-4.0869412,-0.31585258,0.66500264,0.11530073,-0.49869475
8.480164,-3.900301,0.72263247,-0.016111558,0.4696023,-0.9586759
5.831309,-3.2566316,0.75613195,0.021762058,0.7383828,-0.82795084
6.7118673,-2.940779,0.32063824,0.3180315,0.039553493,-0.50358164
8.106883,-3.830909,1.6462619,0.81832975,-0.585972,-0.43455392
8.04467,-3.1082766,1.4524434,0.36323547,0.1556178,-0.38263044
8.109276,-2.7828526,0.32542387,-0.060093824,0.62842715,-0.57322025
11.097912,-4.8526444,2.0003998,-0.37041312,-0.4564687,-0.4406626
12.277573,-6.384051,4.910072,-0.5341249,-0.27015495,-0.47975793
12.315858,-1.2586247,3.278167,1.8225914,-1.5456406,9.93E-04
9.516255,-3.1848469,1.9357935,1.4096469,-0.4735729,-0.38751733
9.920643,-2.8426733,-0.76331043,1.2496003,-0.59635675,-0.4247801
8.635697,-1.5122639,0.5910272,0.17753258,-0.045967575,-0.9886083
10.052248,-0.21774685,0.11246266,-0.6953932,0.1904371,-0.9757801
9.9015,-1.4644074,1.8999012,-0.97883445,0.24724752,-1.4681371
8.999406,-0.51445687,0.6987042,-1.2036327,1.158047,-1.0942879
9.731609,-1.5050855,0.7704889,-1.3129774,0.17577635,-1.1107812
9.762716,-2.3306093,2.0889342,-1.8780274,0.96990055,-0.71677345
9.525827,-2.861816,2.3353949,-1.2366194,0.93996817,-0.43699738
8.2049885,-1.6845472,3.345166,-1.1620939,0.24846925,0.25633413
9.542577,-1.4333007,2.7493532,0.9924262,-0.51083565,0.3595703
8.872586,-0.60059845,-0.7800602,0.8720858,-0.6519454,0.88552487
8.322237,1.4069797,0.4642076,-0.41928232,-0.06551525,0.47868893
8.997013,0.83748794,2.4143581,-0.22441645,-0.43997535,0.14210242
9.315259,-0.069391854,2.2779672,0.39683303,-0.40149087,-0.1663843
9.305687,1.5816557,2.1128623,0.06696605,0.12018765,0.22762349
10.219746,1.6103697,3.2997024,0.18669555,0.6253728,0.041920595
12.468999,0.5096712,2.400001,0.34735298,0.57833624,0.15187626
12.193824,-1.7826529,3.1274192,0.06269,-0.024587307,0.109726585
10.425529,1.2753744,2.5124638,0.87697273,-0.18646647,0.030314164
8.599805,-1.3543376,2.4311078,0.68455034,0.21242823,-0.072921984
9.372686,-2.5148566,2.469393,0.27221662,1.4139992,0.234343
8.683554,-0.11724831,2.5292134,-0.43944085,2.1623087,0.06696605
9.375079,-0.63888365,2.7637103,0.12438734,-0.37461284,-0.28916812
6.599405,-1.253839,2.7469604,0.39561132,-0.23716825,-0.7546471
8.863015,-1.8879371,3.5676985,-0.40462157,-0.21456626,-0.17676899
9.142975,-1.5577276,1.9525433,-0.28855726,-0.61712617,0.07551816
11.576476,-2.7086751,2.7708886,-0.88231784,-1.1204787,0.12255475
10.514063,-2.1343977,3.1657043,-1.1346049,-0.8034399,0.7267
10.561919,-0.79441714,4.692325,-1.4583633,-0.34284785,0.9392809
10.913664,0.6556334,4.3238306,-0.66668254,-0.24938555,0.46891508
10.298709,-1.0049855,3.17049,-0.14256057,-0.29458955,-0.024663666
8.949157,-0.9212367,1.6558332,-0.2769508,0.21609342,-0.13523018
7.281359,-0.4354937,1.7180467,-0.3991238,0.092087865,-0.21464261
7.8293157,-0.6723832,2.0482562,0.31436628,-0.17791437,0.06146827
