accelerometer.x,accelerometer.y,accelerometer.z,gyro.x,gyro.y,gyro.z
0.377532959,-0.1590881348,-0.9325866699,-0.3102681041,0.2052985579,-0.2973355353
0.3804016113,-0.0007629394531,-1.050186157,0.6699849963,2.159017563,-1.403642178
-0.01184082031,0.2044525146,-0.923248291,3.250632286,3.044101954,-3.017301083
0.7309875488,0.2255554199,-0.3078155518,4.118759155,4.464791775,-3.472342968
0.9627990723,0.2344818115,-0.5792236328,3.039753437,1.579541922,-3.194094419
1.011535645,0.1574401855,-0.06492614746,4.432973385,1.153028369,-3.123378277
1.832580566,-0.5951843262,-0.1055755615,0.2394682467,0.4426128566,-1.603721261
0.4849853516,0.01908874512,-0.4260253906,2.998663664,-0.3073298633,-0.9279859066
1.745803833,-0.2145233154,-0.2365570068,-1.218841195,-1.098309517,-0.3835122287
0.8321228027,-0.2368469238,-0.2269744873,-0.1345482171,0.1824782044,-0.05411569774
0.7091674805,-0.1678466797,0.01875305176,0.86045295,1.62845397,0.099581182
0.9476013184,0.1469268799,-0.3962402344,0.8058381677,1.876011133,-0.2506285012
1.082107544,0.168762207,0.0710144043,1.189211369,0.470443666,-0.2612539828
1.025299072,0.2246246338,-0.1963348389,-0.2636529505,0.2431330234,-0.4818784893
2.964538574,0.9251403809,-1.456130981,-0.9354097843,-1.962218404,-4.746306896
1.465087891,-0.2439117432,-0.2157745361,1.441284418,0.6793982387,-0.7840402126
0.4389190674,0.744644165,0.3811035156,-0.08045915514,-1.330479026,-0.8567075133
0.2001342773,0.5532989502,-0.2295684814,0.3107639849,-0.4793964326,-2.823098421
-0.01383972168,1.513458252,0.03956604004,-1.060309887,-0.05837329477,-6.259679317
1.848693848,0.8908538818,-0.5973510742,0.9201104045,2.004531145,-4.673977852
1.484710693,0.9957885742,0.1091003418,-0.7780560851,-1.959323764,0.4534098208
0.6662750244,0.7592010498,0.07040405273,-2.425902128,-3.353244066,2.739961147
0.2278900146,0.5314178467,-0.4832611084,-2.154070616,-1.122376204,-0.1374601275
0.3229827881,0.6002502441,-0.3766479492,0.3579387069,1.452276826,-2.334514141
0.2155761719,0.8192443848,-0.2872161865,1.656906962,1.674176812,-4.55655241
0.8687286377,0.8357543945,-0.6282806396,2.198215008,-1.716008663,-5.747982502
0.2535247803,1.093856812,-0.3266143799,1.039537191,4.432773113,-3.356364965
0.2580413818,0.6490936279,-0.3851165771,-0.8130955696,2.556320429,0.4854284823
