accelerometer.x,accelerometer.y,accelerometer.z,gyro.x,gyro.y,gyro.z
-0.1506663623,-0.200875039,-0.04725304182,-0.1581663489,-0.02417999879,-0.02126508579
0.1508259368,0.03869184197,0.1357066936,-0.2161964327,-0.04084905237,-0.001009815256
-0.2344441312,-0.2968541179,0.3708998895,-0.5402027965,-0.1784505099,0.1845954806
-0.2132312473,0.2503384504,-0.1721542637,-0.2544485927,0.1616468877,0.1558346152
0.1682873592,0.5047805367,0.1454813609,-0.2108863741,0.2031347305,0.2399851829
-0.526183098,0.9350646354,0.05368132131,-0.2679434717,-0.175428316,0.009492710233
0.2767208459,0.06386398488,0.5130611661,-0.2289725095,-0.4153110683,-0.06561020017
-0.5381663812,-0.4639931838,-0.3083683223,0.04219323024,0.1485698074,-0.05755188689
-0.3285369578,-0.7238119947,-0.2457464464,-0.009498133324,0.2309399992,-0.22540088
-1.171188975,-0.4783528408,-0.1031970474,-0.04332404584,0.2025781423,-0.7944988012
-1.447848446,-1.609831152,-1.5663927,-0.879833281,0.8715257645,-1.357393146
1.002757239,0.3889642463,0.01598082846,-0.3254845142,1.05057466,-1.38558197
0.391267847,0.5157417834,1.702901796,0.005632956512,-0.01765928604,-0.4465934336
-0.1015858128,0.2493447632,0.4005909712,0.07087076455,0.1041964665,-0.7001507282
0.5562397981,-0.05634557208,-0.2307315404,-0.1794542819,-0.2437577248,-0.5873296261
0.2465934186,0.8015981219,-0.8052442234,0.179073602,0.1259471476,-0.3659546077
-0.2281763029,0.3018359979,0.2487543961,0.05591303855,0.1290877312,-0.1199849099
0.6642097589,0.2685474763,-0.04911182143,0.1437543184,0.1760200113,-0.1074872389
-1.402692961,-0.8828490027,0.8705771118,-0.2610585988,-0.2448605895,-0.4977689683
-0.7690373301,-0.5237625928,-0.2521428695,-0.3291969001,-0.2891990542,-1.113909125
0.006657119802,-0.2902344075,0.3366182652,-0.1464047879,-0.1145650074,-1.140923023
-0.04081073382,0.08277122219,-0.1135894082,0.1666688174,-0.1514560878,-0.9016851783
0.1891232265,0.256335645,-0.1199905074,0.1104527265,-0.2205584794,-0.5314874053
0.3896738558,0.7312672791,-0.3832270178,0.2062044144,0.1485441029,-0.09205722809
-0.1735460104,-0.05028349556,0.3711855746,0.1104631573,0.1054840609,-0.1202190816
-0.1761991552,-0.09185878401,-0.1643177249,0.06003260985,0.0195632074,-0.03732148185
0.3427320719,0.325991365,0.189344468,0.06386876106,0.07811688632,-0.2078647763
-0.3962622943,-0.416101844,-0.09035948536,0.002619912848,-0.1064925492,-0.4648574889
-0.2843924034,-0.4530746071,-0.269428643,-0.08348027617,0.1028882563,-0.4409688711
-0.9066387514,-1.397695299,0.07332447167,-0.2311567664,0.1145954505,-0.8793790936
-1.382237033,-0.9576847557,0.2041585908,-0.3745011389,0.02517693676,-1.210311651
-0.8734533978,-0.5782254199,-0.7415826292,-0.5333814025,-0.169057712,-1.65105474
0.7725323326,0.1855529667,0.08826222082,-0.7578848004,-0.8939996958,-2.137483358
0.2916818298,0.404884869,-1.045340243,-1.139056206,0.05287448317,-1.959209681
0.7143919861,1.210789748,-0.8554571379,-0.9588761926,0.06965851784,-1.524470329
0.04747634745,2.212276236,0.3279512669,-0.556434989,-0.4903518856,-0.08840043098
-0.4402004029,0.4326093267,-1.347697634,-0.160194084,-0.03716880828,-0.02652743831
-0.428230381,-0.1161281329,0.04406769892,-0.1768126786,0.2743178606,0.04751832411
0.4379727535,-0.07216624154,0.8273720302,-0.3478845358,-0.1990574747,0.1007193476
1.753265225,-1.246086103,-0.2878197658,-0.1261068434,-0.08122765273,0.1388483942
0.9333625807,0.1877846713,-0.3061994538,-0.04039042443,0.3686806858,-0.02110571042
-0.2743519613,0.9947241543,-0.1919909091,0.0009696874768,-0.08179501444,-0.4414612651
-0.1546505366,-0.01156885724,-0.3663865403,-0.05882405862,-0.02237432636,-0.3473900557
-0.04074892063,-0.2677531111,-0.2491711602,-0.1074122265,0.1184223816,-0.3454320431
0.9922392056,-0.3574409808,-0.7399053436,-0.004312749021,0.3111217022,-0.8389316201
-0.2467679715,0.4034147964,0.1873555957,-0.1486858875,-0.1304447502,-0.223259151
0.8672297741,0.181660051,-0.8095861981,0.04860540479,0.09364502132,0.07071514428
-0.254293837,0.5931763208,-0.7606044328,-0.1727015972,0.3444289267,0.02222220413
-0.199105399,0.2506318804,-0.6614391252,0.05402826518,0.3722567558,-0.1433812231
0.724243518,-0.536717936,-0.2842763758,-0.1186661646,0.1124767214,-0.05680175498
1.158565494,-0.3227712339,-0.4106535155,-0.3132649064,0.03272084892,-0.1933972389
0.00390665205,0.3304407456,-0.8583960409,-0.1635293514,0.02841248736,-0.2023532838
1.205494126,-0.6711790134,-1.179069426,-0.290769428,0.3633101285,-0.2623918355
1.175948152,0.1125870993,-1.367652627,-0.4138518572,0.1813123375,-0.1940033287
-1.057702589,-0.3494534891,-1.283526922,-0.694352448,0.5615438819,-0.4391212463
3.13512641,1.77571788,-0.7152455341,-0.3478326797,0.4285619855,-0.3765583634
2.286160534,1.91263921,-0.4813163668,-0.1351143718,-0.3301828802,0.214217335
-0.8331070667,1.363441731,-1.109912376,0.3057708144,0.1943862587,0.3794324994
-2.430604076,0.07554770068,-0.3146096278,0.7514501214,0.6439631581,0.2069776058
-1.442316092,-0.5246650946,-0.8004922065,1.667256951,1.341367364,0.1557452679
-0.9980806251,-0.2047340526,1.169946866,1.451638222,1.843117356,0.04970006645
