icm4x6xx_accelerometer.x,icm4x6xx_accelerometer.y,icm4x6xx_accelerometer.z,icm4x6xx_gyroscope.x,icm4x6xx_gyroscope.y,icm4x6xx_gyroscope.z
-6.2045736,4.9919105,1.513734,-0.29080862,-0.73301345,0.62822115
-7.0090256,6.0507464,4.283227,-0.81490326,0.037150003,0.50465417
-7.5602903,5.9118824,3.2148144,-0.4356803,0.36098084,0.4130441
-6.879739,6.501455,2.9753942,-0.4580502,0.5122439,0.46950147
-6.530185,6.281188,2.879626,-0.53687745,0.38335073,0.37576094
-6.6786256,5.7825956,2.1176715,-0.55072546,0.9276848,0.23515019
-6.5924344,5.945401,1.5951369,-0.8298165,0.6517894,0.184019
-6.5924344,6.716933,1.9357121,-0.7009233,0.87016225,0.09453943
-7.7949224,8.868123,1.8351556,-0.9011871,0.3215672,0.14886631
-7.5985975,11.474212,5.490503,-0.14061075,-0.3207683,0.31823838
-4.072537,4.8338933,8.412626,0.5997262,-0.13861345,-0.4157072
-7.7039423,1.9021933,2.2613235,-0.06817491,1.2451242,-0.6161041
-7.0808516,3.8373067,4.1299977,-1.0961248,0.035019536,0.25325915
-5.9837084,8.872911,5.6868277,0.075631544,-0.10985216,0.05193011
-6.0124393,6.611588,4.1683054,0.28867814,-0.08002563,-0.5053199
-6.9611416,5.4043117,4.292804,0.6167699,-0.025698747,-0.65551776
-7.2101383,4.2305546,3.3680432,0.6881405,-0.46883568,-0.58734286
-7.5842323,5.241506,3.4542346,0.4963986,-0.14393961,-0.4125115
-7.98167,4.9344497,2.2517467,0.77762014,-0.106656455,-0.3773588
-8.125322,4.6232033,1.6190789,0.6540531,-0.49120557,-0.14407277
-7.9289975,5.337274,3.2387564,0.56031257,-0.71170884,-0.16750789
-7.9050555,5.107431,3.056797,0.76057637,-0.4145088,-0.25592223
-8.407838,5.3085437,2.5677812,0.9320789,-0.41663927,-0.26977026
-8.51857,5.1122193,1.8447324,1.3432589,-0.33674678,-0.33901042
-10.381857,4.7764325,1.8016368,1.1600387,-0.5338149,-0.6033214
-10.578181,6.975507,3.8947675,-0.018108962,-1.0621705,0.14567062
-3.5212722,6.9132576,4.292804,0.39413622,-1.8131597,0.558981
-0.50278234,6.7265096,5.1601033,0.39520144,-0.7681662,0.545133
-5.873575,5.4617724,5.337274,0.37283155,0.13515145,-0.42742476
-10.741586,6.894104,4.2640734,0.361114,-0.401726,-0.09081112
-7.061698,6.5828576,0.99179804,0.4676373,-0.24939768,0.53661114
-5.1361613,6.0124393,2.9706059,0.1448717,-1.1782808,0.23515019
-4.5034933,7.061698,5.1505265,0.01065233,-0.15565717,0.124365956
-6.1225724,6.8366427,3.1812954,0.17256775,0.027562905,-0.08655018
-6.338649,6.194997,2.7114334,0.1906767,-0.13222206,-0.18774731
-6.5589156,6.3913217,2.8125885,0.08521864,-0.21850592,-0.17176883
-6.482301,6.659472,2.7593174,0.075631544,-0.1854837,-0.1515294
-7.4932528,6.477513,2.7880478,0.07030538,-0.061916668,-0.2356828
-7.253234,6.707356,2.160767,0.13102366,0.27363172,-0.24953084
-6.7025676,6.4248405,1.5711949,0.15871972,0.49520022,-0.40185916
-7.5985975,7.7853456,1.6962919,-0.054326884,0.23741381,-0.37203264
-8.451532,11.646594,5.0930657,0.0117175635,-0.68188226,0.2649767
-3.4925418,3.779846,5.8065376,0.973623,0.02223674,-0.56390774
-6.740875,4.9919105,3.459023,0.1906767,0.35139373,-0.5585816
-5.0302176,4.795586,4.709395,-0.18108961,-0.19933173,0.014646954
-5.0787005,7.1143703,6.6786256,0.6274223,-0.75218767,-0.42209858
-7.047333,6.4870896,4.8865657,0.9523183,-0.5370106,-0.91969556
-8.273763,5.1505265,3.9043443,1.2303442,-0.73194826,-0.844064
-6.281188,4.220978,4.4364557,1.0641677,-1.1047798,-0.59692997
-7.4788876,5.1361613,4.498705,1.2292789,-1.155911,-0.73221457
-7.838018,5.1648917,3.1812954,1.2239528,-0.9535167,-0.58734286
-8.441956,4.5561657,3.9911342,1.0332761,-0.93860346,-0.51597226
-7.7949224,5.1170077,3.9234982,1.00558,-0.9343425,-0.47336292
-7.100005,5.921459,3.4398694,1.3070409,-0.94286436,-0.55112493
-7.061698,5.524022,3.5739446,1.5829363,-0.9673647,-0.6597787
-7.445369,4.829105,3.1094694,1.7182208,-0.621164,-0.6661701
-8.359954,4.3023806,2.7976246,1.7437865,-0.35592097,-0.78015006
-9.112331,3.4973302,1.6867151,1.7491126,0.17349982,-0.71623605
-12.652758,6.5828576,2.4384944,0.9704273,-0.93966866,-0.85152066
-7.291541,7.699154,3.5835214,0.8447298,-0.97375613,0.24367206
-1.9357121,6.7648168,3.8899791,0.6348789,-1.5415254,0.38641328
-3.008913,6.4392056,7.08564,1.019428,-1.0174307,-0.37203264
-7.521983,5.1648917,4.5801077,0.9927972,-0.22596255,-0.7439321
-11.081563,6.1704564,2.3906105,0.8223599,-0.10452599,-0.07909355
-6.103419,5.667674,-0.57999533,0.80212045,-1.009974,0.435414
-5.7682304,6.218939,4.331111,0.26311255,-1.3881317,0.28841186
-5.892729,6.2141504,4.010288,0.36644015,-0.27496326,0.014646954
-7.3448124,6.6546836,2.1559787,0.31850466,-0.116243556,0.045538712
-6.506243,6.4487824,2.3570917,0.27163443,-0.4304873,0.07323477
-5.6389437,6.659472,2.6013002,0.18641578,-0.33355108,-0.116376705
-6.5110316,6.9850836,2.4863784,0.22476417,-0.25046292,-0.20372581
-6.707356,6.7839704,2.2756886,0.30039573,-0.27922422,-0.18455163
-7.1622543,6.9371996,2.0602105,0.34407026,-0.045938175,-0.21757385
-6.343437,6.6882024,0.9247604,0.32170036,0.22143531,-0.38907635
-7.229292,7.4693108,0.7763199,0.20452474,0.118107714,-0.42209858
-8.796297,11.900978,4.5801077,0.37283155,-0.9950608,0.012516488
-6.218939,4.987122,7.924209,1.0332761,0.037150003,-0.4946676
-6.602011,3.6218286,2.9227216,0.07030538,0.38335073,-0.3262276
-5.1601033,5.581483,5.3420625,-0.35898352,-0.47416186,0.12862688
-5.581483,7.7183075,6.3865333,0.58587813,-0.5540543,-0.40079394
-7.2340803,6.3578024,3.9384618,0.75418496,-0.38787797,-0.7375407
-7.397485,4.369418,3.353678,0.99812335,-0.70212173,-0.65551776
-8.087015,4.5418005,3.3441012,0.59226954,-0.60625076,-0.42422906
-8.316858,4.9823337,2.9370868,0.7318151,-0.5210321,-0.3027925
-7.7087307,5.2462945,2.3139958,0.690271,-0.6083812,-0.16218174
-8.096592,4.853047,2.8269536,0.5390079,-0.5476629,-0.08228925
-8.04392,5.3899465,2.9131448,0.54007316,-0.5497934,-0.03648423
-7.852383,5.370793,3.0137014,0.5645735,-0.40705216,-0.11850718
-7.98167,5.9262476,2.7257986,0.7094452,-0.009720251,-0.31770575
-8.5473,5.3324857,1.6813282,1.0641677,0.41211203,-0.46044698
-9.926959,4.5178585,0.45968673,1.2623011,-0.4528572,-0.51916796
-10.976217,6.266823,2.3092074,-0.10758854,-0.41983497,-0.40718532
-9.941324,7.445369,4.086902,-0.46870252,-0.9812128,-0.049267028
-1.0684125,6.247669,5.5383873,0.68920577,-0.7276873,0.3224993
-4.4460325,4.7046065,3.6122518,0.6231613,0.4142425,-0.1898778
-11.641806,4.4316673,3.329736,-0.27589536,0.23954427,-0.022636201
-10.468048,6.9946604,1.9835961,-0.11504517,0.15112993,0.5643072
-5.504868,6.1129956,1.2120646,-0.13528459,-0.33674678,0.6665696
-5.820903,5.6245785,4.1252093,-0.5720301,0.19160879,0.47269717
-7.2005615,6.209362,2.4480712,-0.4356803,0.34606758,0.2905423
-6.530185,6.482301,2.8652608,-0.42076704,0.088281184,0.28521615
-6.7121444,6.2380924,2.6922798,-0.33767888,0.29706687,0.15951864
-7.2005615,6.218939,2.3187842,-0.42289752,0.23102242,0.17656237
-7.1047935,6.117784,2.3331497,-0.51344234,0.32582816,0.16271435
-6.482301,5.907094,1.9261353,-0.51983374,0.6656375,0.049799643
-7.291541,5.6485205,1.6334441,-0.5997262,0.82968336,-0.11211578
-9.56304,8.686164,2.0841527,-0.84259933,0.24913137,0.18934517
-7.9433627,11.92492,7.147889,-0.2162423,-0.78307945,0.4386097
-5.011064,3.1956608,2.2613235,0.47296345,0.68374646,-0.51277655
-7.4405804,4.120421,4.805163,-0.7967943,0.22250055,0.040212546
-4.5753193,7.7374616,6.8079123,-0.4580502,0.1404776,0.4098484
-5.945401,6.266823,4.4077253,0.28548244,0.29067546,-0.49999374
-7.9433627,5.456984,4.1156325,0.29080862,0.12130341,-0.5394074
-6.8653736,5.107431,3.5930982,0.21091613,-0.4145088,-0.26657456
-6.9371996,6.007651,4.177882,0.3675054,-0.33568156,-0.21437815
-7.2580223,5.773019,3.2148144,0.59440005,-0.19294032,-0.33048853
-7.957728,5.179257,2.7593174,0.49533334,-0.06830807,-0.23142187
-7.852383,5.131373,2.2230163,0.51450753,-0.21850592,-0.18029068
-7.3831196,5.241506,2.4480712,0.53687745,-0.62009877,-0.066310756
-7.6225395,5.217564,2.7114334,0.5826825,-0.48374894,-0.08974588
-8.417415,4.972757,2.6635494,0.58481294,-0.1663095,-0.17602976
-9.016563,4.7189717,1.7537527,0.71370614,0.25126183,-0.33048853
-9.485827,4.9919105,0.9056068,0.74353266,-0.0118507175,-0.3038577
-12.839505,5.131373,2.7353754,-0.58800864,-0.025698747,-0.44446847
-8.441956,5.5910597,4.747702,-0.8947957,-0.58281565,0.41091365
-2.9227216,7.028179,5.0158525,0.20772044,-0.79373175,0.6431344
-0.7092823,7.4405804,5.28939,0.15978496,-0.06724283,0.23301972
-9.965266,5.8304796,3.8373067,-0.006391398,0.96177226,-0.6949314
-8.316858,6.218939,1.3700819,0.09587097,0.11704248,0.43647924
-6.055535,5.044583,1.4562732,-0.141676,-0.58707654,0.33741257
-5.921459,6.525397,4.144363,-0.5773563,-0.369769,0.40558746
-6.7839704,6.4248405,2.5773582,-0.105458066,0.29280594,0.03808208
-6.975507,6.1608796,2.184709,-0.14061075,0.18734786,0.031690683
-6.5445504,6.194997,2.6300306,-0.22689463,-0.013981183,-0.023701435
-7.2580223,6.3865333,2.658761,-0.21837278,0.061650362,-0.034353767
-7.627328,6.0507464,2.1176715,-0.25032976,0.11278155,0.086017564
-7.4549456,6.141726,1.9596541,-0.28548244,0.28321883,0.13288783
-7.253234,6.1608796,1.2312182,-0.29506955,0.6006583,0.04873441
-8.096592,8.834604,4.0773253,-0.45272404,-0.39107367,0.2841509
-6.233304,8.99741,7.6321163,0.22369893,-1.3945231,0.40452224
-4.378995,3.4542346,3.755904,0.65937924,0.7263558,-0.6438002
-7.8571715,3.4111388,3.578733,-0.60824805,0.1628475,-0.29853156
-5.3803697,6.247669,7.1622543,-0.14061075,-0.008655018,0.19147563
-6.491878,5.7059813,4.378995,-0.025565593,0.119172946,-0.20479105
-7.1143703,5.9741316,5.1409497,0.08947957,0.10212921,-0.300662
-6.290765,5.0691237,3.9384618,0.32170036,-0.053394806,-0.332619
-7.1670427,4.8482585,4.24492,0.2609821,-0.14180915,-0.4263595
-7.7949224,5.227141,3.4925418,0.37709248,-0.11943925,-0.28468353
-7.727885,5.179257,3.6314054,0.39946237,-0.30905074,-0.14620323
-7.3448124,5.370793,3.2674868,0.39200574,-0.21317975,-0.16963837
-7.9385743,4.474763,3.128623,0.37922296,-0.121569715,-0.14407277
-7.8954787,4.4603977,2.7880478,0.33767888,-0.22276686,-0.07802832
-8.173206,4.7668557,2.9322984,0.50705093,-0.006524552,-0.1323552
-8.393473,4.675876,2.610877,0.54007316,0.32582816,-0.124898575
-8.7771435,4.805163,2.1033063,0.30039573,0.2853493,-0.20053011
-10.530297,4.1060557,2.3666685,-0.040478855,-0.053394806,-0.5351464
-9.6923275,7.838018,4.5513773,-0.21304661,-0.73301345,0.4513925
-4.072537,7.8475947,5.1026425,-0.003195699,-0.511445,0.5280893
-3.4111388,5.835268,4.795586,0.043674555,0.12769482,0.18827994
-9.567828,4.900931,3.2004492,-0.20239428,0.2470009,0.031690683
-6.975507,6.745663,3.0376434,-0.18748102,0.20545682,0.6963961
-6.587646,5.4713492,2.9993362,-0.28761292,0.07017223,0.48761043
-6.6786256,6.127361,3.2291796,-0.34939644,0.052063264,0.5675029
-6.0746884,5.7682304,2.9179332,-0.30146095,0.1980002,0.38428283
-6.707356,6.2380924,3.0520086,-0.4292889,0.17882599,0.3193036
-5.7203465,6.597223,3.1956608,-0.2812215,0.23102242,0.20106274
-6.6307416,6.721721,2.4672248,-0.31956992,0.40572062,0.124365956
-6.295553,6.5110316,2.8221653,-0.29720002,0.17669553,0.088148035
-6.9946604,6.7648168,1.9835961,-0.31956992,0.4334167,0.06897384
-7.1143703,6.0651116,1.2312182,-0.2545907,0.709312,-0.08868065
-8.523358,6.8318543,2.098518,-0.5091814,0.21184821,-0.26337886
-5.3181205,7.838018,11.59871,-0.07350108,-1.0866709,0.15951864
-2.5151088,3.5835214,8.504205,0.40265808,0.4366124,-0.09294158
-5.394735,3.8133647,4.5274353,-1.083342,0.30239302,-0.048201796
-5.5623293,8.513782,6.045958,-0.15871972,-0.10452599,-0.06844122
-5.7059813,5.61979,3.779846,0.6199656,-0.433683,-0.6171694
-7.814076,5.3803697,5.6341553,0.43035415,-0.18122277,-0.6778877
-7.6943655,4.345476,3.3345244,0.6604445,-0.08748226,-0.60438657
-7.6608467,4.6902413,3.70802,0.32276562,-0.48481417,-0.32409716
-7.013814,5.3324857,3.7750576,0.4612459,-0.45924857,-0.20372581
-7.402273,5.0014873,3.4877534,0.44313693,-0.27709374,-0.1323552
-8.053496,4.733337,3.3201592,0.38881007,-0.35698622,-0.037549466
-7.6608467,4.7285485,3.008913,0.36324447,-0.28348514,-0.10252868
-8.66701,4.8099513,2.706645,0.315309,-0.33994249,-0.08974588
-7.100005,5.346851,3.5930982,0.29506955,-0.27070233,-0.008788172
-7.157466,5.7059813,3.5164838,0.46870252,-0.04487294,-0.13022473
-7.330447,5.3276973,2.7449522,0.72009754,0.17456506,-0.24420467
-9.179369,4.9105077,2.4911668,0.5688344,0.43874285,-0.33048853
-9.883863,3.7271736,1.4275428,0.41757134,0.49946114,-0.3709674
-14.516644,6.491878,6.108207,-0.7009233,-0.3271597,-0.122768104
-3.9480386,7.123947,3.1908724,0.06604445,-0.70851314,0.69852656
-1.7250223,6.002862,5.4378304,-0.046870254,-0.26005,0.4162398
-6.927623,4.7429137,3.7654808,0.11504517,0.6624418,-0.469102
-11.546038,6.343437,3.4638114,-0.1225018,0.020106273,0.18295377
-8.082227,5.7203465,0.8050503,-0.1320889,0.4824174,0.70491797
-6.0890536,5.844845,3.5883098,-0.5698997,-0.15459195,0.8519201
-5.8161144,6.022016,4.345476,-0.44420218,0.3535242,0.5845466
-6.645107,5.811326,2.3187842,-0.4878767,0.3822855,0.49613228
-5.433042,7.1909847,3.8899791,-0.49746382,0.29067546,0.325695
-6.4966664,6.956353,3.0951042,-0.3707011,0.34819806,0.15419248
-6.5349736,6.3721676,2.3810337,-0.3451355,0.42063388,0.17017098
-6.4008985,6.0746884,2.754529,-0.438876,0.3279586,0.16910574
-6.9611416,5.796961,2.337938,-0.5677692,0.5165049,0.15312725
-7.4884644,6.467936,1.6717514,-0.5645735,0.6336805,0.09453943
-7.2963295,6.2524576,1.3413515,-0.54433405,0.6517894,-0.049267028
-8.461109,8.580819,3.9432502,-0.612509,0.12769482,0.046603944
-5.811326,11.392809,6.645107,-0.04580502,-0.6222292,0.53021973
-4.5561657,3.1621418,3.6888664,0.61890036,0.5207658,-0.8493902
-6.9946604,3.4398694,2.5965118,-0.3419398,0.42596006,-0.4327509
-7.41185,7.6081743,7.0569096,-0.05965305,-0.31331167,0.06364767
-5.825691,6.367379,4.0438066,0.62422657,-0.15991811,-0.5489945
-7.0952168,5.346851,3.6792896,0.562443,0.016910573,-0.70664895
-6.5206084,4.661511,3.4542346,0.6316832,-0.30265933,-0.5489945
-7.732673,4.3598413,3.5021186,0.47615916,-0.3921389,-0.5042547
-7.732673,4.3598413,3.5021186,0.47615916,-0.3921389,-0.5042547
-8.158841,4.498705,2.553416,0.2812215,-0.26857188,-0.095072046
-8.019978,5.203199,2.9658175,0.20878567,-0.35805145,-0.0290276
-7.6081743,5.524022,2.9562407,0.40478855,-0.26111525,-0.12809427
-7.766192,4.9679685,2.5917234,0.5794868,-0.09067796,-0.22183478
-8.087015,4.7668557,2.0937295,0.6508574,-0.043807708,-0.18881255
-8.686164,4.618415,1.3844471,0.7840115,0.08615072,-0.21544337
-9.3182335,5.251083,0.83856916,0.93314415,-0.23341918,-0.17070359
-10.185533,4.4220905,2.457648,0.46231112,-0.35485575,-0.4786891
-10.286089,6.841431,5.16968,0.15019786,-0.9247554,0.31504267
-3.6361938,6.6786256,3.329736,0.4836158,-1.0355396,0.77628857
-1.3652935,5.9980736,4.9583917,0.25672117,-0.16417904,0.42369643
-6.3769565,4.9440265,3.8804023,0.055392116,0.20332636,-0.28894445
-11.877036,7.0186024,2.5773582,-0.10013191,0.39719877,0.12223549
-6.6546836,5.5383873,1.1354501,0.16404589,-0.49653175,0.6324821
-4.608838,6.242881,3.3105824,-0.42715845,-0.54233676,0.6878742
-6.060323,6.621165,3.4446578,-0.08095771,0.2661751,0.19573657
-8.005612,5.7586536,2.2996306,-0.32063514,0.24487044,0.21704122
-6.8557963,6.338649,2.6970682,-0.40478855,0.42063388,0.2873466
-7.037756,6.314707,2.4480712,-0.40798426,0.38654643,0.22662832
-6.894104,6.2045736,2.6443958,-0.4154409,0.3332848,0.17656237
-6.4631476,6.209362,1.8207904,-0.5283556,0.5410052,0.184019
-6.9467764,6.0651116,1.7585411,-0.59120435,0.67415935,0.109452695
-7.277176,6.175245,1.4562732,-0.5933348,0.9628375,-0.10039821
-9.457097,8.6813755,2.136825,-0.8351427,0.43980807,0.19254087
-5.7059813,9.606135,7.948151,-0.07243585,-0.6456644,0.4705667
-4.465186,3.4685998,2.3187842,0.17256775,1.0299472,-0.4583165
-7.555502,5.1409497,3.1669302,-0.65298784,0.22356579,-0.066310756
-4.441244,6.602011,6.233304,-0.14274122,-0.03741631,0.30545557
-5.921459,6.30513,4.5896845,0.12676273,-0.052329574,-0.22716095
-8.106169,6.7265096,4.0054994,0.3163742,0.31517583,-0.5596468
-7.4932528,5.251083,2.8700492,0.4772244,-0.57429373,-0.50638515
-7.267599,5.495291,4.0677485,0.3547226,-0.54233676,-0.37309787
-6.879739,5.370793,3.0711622,0.51344234,-0.1950708,-0.4316857
-8.432379,4.709395,1.6286557,0.2098509,0.12662958,-0.25059608
-7.9625163,5.3899465,1.5328877,0.251395,-0.29626793,-0.094006814
-7.7087307,5.1170077,2.5677812,0.30572188,-0.37722564,-0.052462727
-7.9529395,5.0397944,2.634819,0.3898753,-0.14607008,-0.05352796
-8.278551,4.96318,1.8016368,0.45911545,-0.13222206,-0.116376705
-8.005612,5.1648917,1.3844471,0.44100648,-0.45711812,-0.124898575
-9.054871,5.868787,2.2996306,0.5837477,-0.46563998,-0.1323552
-10.784681,5.954978,2.9562407,-0.09480574,-0.8043841,-0.5383421
-8.22109,6.530185,5.3660045,-0.33128747,-0.43900916,0.42156598
-2.3810337,6.999449,4.9057193,0.8841434,-1.4286107,0.63354737
-2.6779146,5.4474072,3.8612487,0.34939644,0.57935363,-0.24313943
-11.651382,4.3742065,4.1922474,-0.35365736,0.82329196,-0.5426031
-8.920795,6.602011,2.0123265,0.05965305,0.37482888,0.46417528
-5.6868277,5.897517,1.1210849,-0.003195699,-0.47203138,0.53341544
-5.2941785,6.3578024,4.6950297,-0.47296345,-0.24194105,0.51211077
-5.9741316,5.945401,3.8181531,-0.17150252,0.24913137,0.16164911
-6.5445504,6.218939,2.7928362,-0.3451355,0.3077192,0.1904104
-5.964555,6.96593,2.8892028,-0.34620073,0.1628475,0.11797456
-7.2484455,6.2045736,2.8269536,-0.30572188,0.18308693,0.086017564
-7.0664864,6.0507464,2.3139958,-0.36644015,0.3567199,0.07643047
-7.766192,6.218939,1.5951369,-0.470833,0.6784203,0.079626165
-7.713519,6.362591,0.943914,-0.54646456,0.74872565,0.028494984
-7.9625163,8.643068,4.000711,-0.7904029,0.16178226,0.18188854
-5.825691,9.3421755,6.803124,0.07776201,-0.29094177,0.08495233
-5.442619,6.281188,6.271611,0.29933047,0.12876004,-0.2580527
-7.325659,3.6888664,4.1156325,-0.4420717,0.5069178,-0.31877097
-4.4220905,6.0746884,6.7121444,-0.30039573,-0.21104929,0.16804051
-5.993285,6.9132576,4.3358994,0.27696058,0.08508549,-0.41783765
-7.9912467,5.9501896,4.474763,0.3451355,0.12662958,-0.57669055
-7.948151,4.225766,3.626617,0.5741606,0.005193011,-0.4893414
-7.641693,3.7702692,2.9083564,0.40798426,-0.29626793,-0.32090145
-7.900267,5.1648917,2.8604724,0.29613477,-0.18335323,-0.09081112
-7.8092875,5.179257,2.984971,0.36324447,-0.19613603,-0.05352796
-8.134899,4.6902413,2.4384944,0.3877448,0.12236864,-0.0322233
-8.048708,4.618415,2.0410569,0.32702655,-0.031024912,-0.0034620073
-8.125322,5.2367177,2.6443958,0.43035415,-0.23981059,-0.0055924733
-7.790134,5.322909,2.984971,0.7392717,-0.35805145,-0.21757385
-9.323022,4.8099513,1.9883845,0.9129047,-0.27389804,-0.3837502
-11.024101,5.227141,2.6539726,-0.04260932,-0.36763856,-0.4786891
-8.16363,6.951565,4.7764325,-0.31956992,-0.5274235,0.293738
-3.25791,7.483676,4.4125137,0.20026381,-0.83740634,0.41730502
-4.3358994,5.2079873,4.7189717,0.105458066,0.4600475,-0.13022473
-10.693702,4.0581717,2.7928362,-0.05965305,0.45791703,-0.21224768
-7.277176,6.8318543,2.5246856,-0.36857063,0.028628137,0.57282907
-6.4104753,5.916671,3.4446578,-0.18002439,-0.09387366,0.35445628
-6.0651116,5.3899465,3.482965,-0.32809177,0.12769482,0.4386097
-6.602011,6.055535,3.6361938,-0.42715845,0.016910573,0.38002187
-6.4583592,6.740875,3.8085763,-0.40585378,0.12236864,0.40878317
-6.7743936,6.587646,3.9624038,-0.2865477,0.06591129,0.30332512
-6.5110316,6.597223,3.5164838,-0.2577864,-0.039546777,0.3224993
-5.9023056,6.108207,3.6409822,-0.27269965,-0.18015754,0.26604193
-5.8161144,6.501455,3.7367504,-0.32809177,0.016910573,0.24793299
-6.18542,6.51582,3.3871968,-0.283352,0.19693495,0.22982402
-5.940613,6.5206084,3.2387564,-0.29400432,0.20652205,0.10625699
-5.969343,6.6067996,3.4446578,-0.3387441,0.20119588,-0.026897134
-6.2285156,6.6642604,3.1429882,-0.2556559,0.33115432,-0.14620323
-6.932411,6.8079123,2.3523033,-0.22582941,0.3822855,-0.14087707
-7.3687544,7.004237,3.9911342,-0.15445879,-0.0118507175,-0.1483337
-7.876325,9.246407,6.329072,-0.0117175635,-0.5465977,0.028494984
-6.4631476,3.8181531,4.6519337,0.5358122,-0.013981183,-0.5585816
-6.7025676,5.4857144,4.120421,-0.23328604,0.12023818,-0.14407277
-5.361216,4.5561657,4.8243165,-0.25885162,-0.0757647,-0.041810397
-7.3831196,5.4617724,5.1026425,-0.0117175635,0.11704248,-0.16857313
-7.229292,5.835268,4.699818,0.009587097,0.0435414,-0.3038577
-6.3865333,5.0547585,4.489128,0.329157,-0.10452599,-0.38161972
-6.525397,4.618415,4.4220905,0.29826525,-0.1918751,-0.44553372
-7.6464815,4.915296,4.345476,0.33661363,-0.13648298,-0.41890287
-7.9050555,4.9200845,4.0773253,0.46337637,-0.150331,-0.32516238
-7.86196,4.6950297,3.6457705,0.626357,-0.06724283,-0.27616167
-8.087015,4.4795513,2.9083564,0.5720301,0.030758604,-0.21970432
-8.485051,4.3167458,2.6539726,0.5720301,0.016910573,-0.22822617
-7.996035,4.7668557,2.6539726,0.7925334,-0.40066078,-0.1643122
-8.206725,4.1826706,2.385822,0.75738066,-0.03422061,-0.20372581
-8.494628,4.51307,1.9452889,0.9619054,0.4334167,-0.22183478
-9.888652,4.6040497,0.75716627,0.9320789,-0.17057043,-0.20585628
-16.011225,6.453571,5.725135,-0.30785236,-0.96629953,-0.3059882
-2.7880478,6.281188,4.987122,-0.052196417,-1.2709562,1.1480548
0.15322891,7.1909847,4.876989,0.15339355,0.15752134,1.0276836
-5.7586536,5.394735,4.120421,0.060718283,1.385735,-0.77375865
-13.759478,4.675876,1.839944,-0.32383084,1.1939931,0.088148035
-6.2859764,5.6102133,0.033518825,-0.2673735,0.5197006,0.8476592
-5.5862713,5.715558,2.4145525,-0.5677692,-1.1452587,0.7272878
-4.5992613,6.578069,5.773019,-0.5549864,0.44406903,0.3683043
-7.9625163,5.514445,2.1703439,-0.5730954,0.4728303,0.20425843
-6.4631476,6.2524576,3.4494462,-0.54007316,0.256588,0.31823838
-6.5110316,6.5924344,2.5629928,-0.4580502,0.26830557,0.27669427
-7.133524,6.093842,2.6874914,-0.44739786,0.2960016,0.2287588
-7.1526775,5.796961,2.2230163,-0.42502797,0.4888088,0.16697527
-6.9850836,5.701193,1.7776948,-0.5709649,0.59959304,0.018907886
-7.387908,6.573281,1.6765398,-0.62422657,0.80624825,0.007190323
-8.499416,8.571242,2.2278047,-0.5933348,0.27043605,0.13075735
-7.4549456,9.030929,4.27365,0.0074566314,0.026497671,0.07323477
-5.849633,4.7860093,6.8079123,0.24287313,-0.33781204,-0.08335448
-7.076063,3.6361938,3.2914288,-0.17043728,0.6422024,-0.29320538
-5.1170077,4.8961425,5.667674,-0.8234251,-0.21317975,0.2841509
-5.4378304,7.0664864,4.987122,-0.33022225,-0.06830807,0.215976
-7.229292,7.0186024,5.0302176,-0.023435127,-0.08961273,-0.2772269
-7.2245035,5.2702365,3.7175968,0.39094052,-0.11730879,-0.51597226
-6.549339,4.331111,3.9911342,0.3451355,-0.25578907,-0.5181027
-8.48984,4.6471453,3.2626984,0.1938724,-0.19826649,-0.30492294
-7.5267715,5.4761376,2.9322984,0.2481993,-0.3750952,0.02742975
-7.8811135,5.0643353,3.3584664,0.14274122,-0.09387366,-0.024766669
-8.158841,5.020641,2.7928362,0.10865377,-0.018242115,7.99E-04
-7.8236527,4.8578353,3.482965,0.07989248,-0.18335323,0.037016846
-7.3687544,5.466561,3.70802,0.25032976,-0.11837402,-0.026897134
-7.579444,5.1840453,3.3105824,0.4154409,0.109585844,-0.23781328
-8.796297,4.8961425,2.4768016,0.736076,0.74126905,-0.41038102
-9.294291,3.976769,0.84814596,0.9161004,-0.077895164,-0.4295552
-12.844294,3.3728316,2.1080947,-0.36963585,-0.42622638,-0.6075823
-7.3112936,5.820903,4.0294414,-0.8202294,-0.36444286,0.4769581
-3.2770636,6.7025676,4.853047,-0.29720002,-0.22276686,0.57389426
-2.8508956,6.108207,5.892729,-0.315309,0.27043605,0.2671072
-7.5267715,5.945401,3.2291796,-0.2450036,0.7881393,-0.23674804
-10.444106,7.4884644,2.9083564,-0.12995844,0.0019973118,0.17762761
-7.3591776,5.3516393,2.5342624,-0.16298065,0.14899947,0.48228425
-6.453571,5.28939,3.0137014,-0.42502797,0.20865251,0.48974088
-7.076063,5.6389437,2.5965118,-0.40798426,0.3471328,0.38321757
-7.435792,5.7921724,2.7353754,-0.4868115,0.08934642,0.4226312
-6.0172276,5.9023056,2.5965118,-0.4356803,0.29280594,0.3097165
-6.5206084,6.247669,2.9514523,-0.36004877,0.28641453,0.11797456
-6.951565,6.530185,2.1894975,-0.34620073,0.13195574,0.14780109
-6.9132576,6.405687,2.5342624,-0.30891758,0.007323477,0.072169535
-7.4405804,6.4344172,2.0027497,-0.24926452,0.41211203,0.04127778
-7.5363483,6.6786256,0.7906851,-0.36324447,0.462178,-0.10785484
-8.383896,8.623915,4.0198646,-0.42183226,-0.39426938,0.10625699
