icm4x6xx_accelerometer.x,icm4x6xx_accelerometer.y,icm4x6xx_accelerometer.z,icm4x6xx_gyroscope.x,icm4x6xx_gyroscope.y,icm4x6xx_gyroscope.z
-6.9132576,6.573281,3.5691562,-0.33128747,0.19480449,0.96590006
-3.5595794,6.8318543,4.0438066,-0.5635083,0.38015503,0.9350083
-4.3263226,8.604761,3.7654808,-0.4740287,0.7540518,0.57282907
-4.5657425,7.483676,3.2866404,-0.3163742,0.57935363,0.40132654
-5.2079873,7.780557,3.5500026,-0.13102366,0.24060951,0.33634734
-5.433042,7.924209,2.3714569,-0.058587816,0.08934642,0.21384554
-5.969343,6.716933,2.7593174,-0.17789392,0.17989123,0.17336668
-4.5178585,7.4693108,2.4049757,-0.3877448,0.50798297,0.33208638
-4.1299977,8.053496,2.1033063,-0.40798426,0.6208977,0.23408496
-4.7429137,7.1622543,1.5520413,-0.4484631,0.75511706,-0.051397495
-5.1888337,7.1622543,1.6190789,-0.59120435,0.9404676,-0.15579033
-5.3276973,6.731298,2.1655555,-0.6093133,1.1002525,-0.59373426
-9.246407,10.396222,1.5711949,-0.6604445,0.6411371,-0.25059608
-6.7983356,9.548675,9.227253,0.07989248,-1.1750852,0.21171506
-4.5561657,3.7271736,4.355053,0.40904948,1.1279486,-0.6800181
-8.134899,2.2756886,2.232593,-1.0641677,1.0054468,-0.35711938
-6.2859764,8.268974,8.825027,-1.6255456,-0.6957303,0.6186341
-1.9069817,9.279925,3.9336734,0.66683584,0.146869,-0.32409716
-4.3406878,6.563704,3.913921,0.5773563,-0.15885288,-0.8099766
-5.916671,5.298967,4.3885717,0.7115757,-0.3207683,-0.8717601
-7.325659,5.571906,3.9091327,0.8617735,-0.43900916,-0.9697615
-8.99741,4.489128,2.3427265,0.7669678,-0.13009158,-0.62143034
-7.9289975,5.145738,1.9931729,0.5517907,-0.6232945,-0.15579033
-7.373543,5.2367177,3.104681,0.43354985,-0.65525144,-0.10039821
-7.306505,5.4521956,3.2483332,0.6945319,-0.49333605,-0.12915951
-7.814076,5.251083,2.553416,0.7701635,-0.41983497,-0.13128997
-7.7039423,5.442619,2.7880478,0.9256875,-0.6158378,-0.25911793
-8.987833,4.426879,2.007538,1.0226237,-0.13115682,-0.42742476
-9.788095,4.5513773,-0.75716627,0.31424373,0.20332636,-0.1387466
-13.208811,7.9050555,3.3441012,-1.1909305,-0.65738195,-0.15898603
-5.0787005,7.555502,6.8462195,-0.80744666,-1.0962579,1.0745538
-0.5847838,6.022016,6.3865333,0.41117996,-0.74899197,0.84446347
-0.8912416,6.443994,2.9945478,0.47615916,0.6464633,-0.18135592
-11.517307,6.611588,4.144363,-0.3259613,0.70398587,-0.38161972
-8.523358,7.0569096,3.2435448,0.2545907,0.37056795,0.5419373
-5.7347116,5.763442,0.95827925,0.01065233,-0.20039697,0.5834814
-5.629367,5.8304796,3.1717186,-0.6167699,0.20758729,0.41197887
-5.7921724,6.573281,3.0184898,-0.53368175,0.49413496,0.35019535
-5.5383873,7.4884644,3.080739,-0.6039871,0.30984965,0.43328354
-5.6485205,8.297705,2.9993362,-0.22795987,0.29919732,0.2671072
-6.156091,6.5445504,2.098518,-0.22156847,0.2725665,0.14567062
-6.563704,6.1225724,1.7968484,-0.30465665,0.4504604,0.06151721
-6.194997,6.4583592,1.4993688,-0.41757134,0.46963462,-0.05352796
-6.367379,6.9707184,1.6286557,-0.36324447,0.60278875,-0.16005126
-7.603386,9.332599,1.6095021,-0.39094052,0.30984965,-0.1643122
-5.8544216,11.651382,10.650007,-0.35365736,-2.5067596,0.41837028
-1.9021933,1.5664065,6.151303,0.98534054,0.7061163,-0.31451005
-5.456984,3.9480386,3.3153708,-1.6116976,0.96816367,0.1744319
-6.443994,10.468048,10.765528,-0.3259613,-0.37402993,-0.027962366
-3.650559,6.7504516,1.1354501,1.3411283,-0.23128872,-0.752454
-7.1909847,4.4795513,3.8373067,0.18961148,-0.10239553,-0.8568468
-7.41185,4.924873,4.5561657,0.49426812,-0.24833246,-0.44020754
-7.2245035,5.6150017,3.2626984,0.41117996,-0.4816185,-0.35605413
-6.9946604,5.691616,2.7641058,0.45165882,-0.16417904,-0.24526991
-7.2819643,5.145738,2.7497406,0.17576344,-0.2952027,-0.09720252
-7.6800003,5.969343,3.3105824,0.2098509,-0.4049217,-0.095072046
-6.5828576,6.697779,3.851672,0.51450753,-0.5274235,-0.13661614
-6.611588,6.290765,3.4973302,0.9832101,-0.23661488,-0.32409716
-7.4693108,5.547964,2.9418752,1.2069091,0.13728191,-0.78441095
-10.166379,4.134786,0.7811083,1.6159585,0.1724346,-0.77375865
-14.909292,5.059547,0.4309563,-0.003195699,0.07656363,-0.9623049
-9.054871,6.587646,4.321534,-1.1025162,-1.778007,0.75285345
-1.816002,7.421427,6.6882024,-0.4836158,-1.1772157,1.6348664
1.1450269,7.900267,4.9679685,0.46870252,0.58574504,0.014646954
-7.7853456,5.6389437,3.3871968,-0.14913262,1.3015816,-0.91010845
-9.232041,5.988497,1.9405005,0.26524302,0.89040166,0.23408496
-7.474099,5.5910597,-1.3844471,-0.18322007,0.5090482,0.6527215
-5.931036,6.7360864,3.6601357,-0.95338356,-0.9343425,0.860442
-4.546589,6.4152637,5.251083,-0.51663804,0.16604319,0.52276313
-5.4761376,6.8557963,2.3475149,-0.49852905,0.48667833,0.2585853
-6.8462195,7.004237,2.5438392,-0.42609322,0.30558872,0.25325915
-6.022016,6.247669,2.9514523,-0.45272404,0.31943676,0.21704122
-7.0090256,6.405687,1.9835961,-0.5613778,0.4600475,0.080691405
-6.8653736,6.199785,1.8543092,-0.630618,0.5026568,0.046603944
-6.793547,6.39611,1.7250223,-0.6316832,0.7764217,-0.049267028
-7.756615,9.730635,3.0615854,-0.61783516,0.16604319,0.21917169
-6.721721,11.838729,5.940613,-0.09587097,-1.3583052,0.47269717
-2.3139958,3.8612487,6.908469,0.7659025,0.38335073,-0.4093158
-5.6245785,3.6888664,2.1176715,-0.35365736,0.9276848,-0.55432063
-5.346851,7.5363483,9.002198,-0.39094052,-0.21211453,0.29267278
-4.450821,7.5602903,4.3502645,0.4580502,0.21397868,-0.3837502
-5.9837084,6.4152637,4.3167458,0.46018067,0.21078299,-0.7460626
-7.1526775,5.3564277,3.602675,0.93314415,-0.30052885,-0.8536511
-8.254609,5.298967,3.056797,0.75098926,-0.26537618,-0.5553859
-8.039131,4.9775453,2.8652608,0.5720301,-0.15352671,-0.32835808
-7.6847887,4.9919105,2.6013002,0.6370093,-0.49014035,-0.06844122
-6.827066,5.0882773,2.4001873,0.5677692,-0.47203138,-0.12809427
-7.426215,5.1840453,1.7202339,0.29720002,-0.4986622,-0.049267028
-8.010401,5.5527525,2.4911668,0.47828963,-0.63075113,-0.0322233
-7.766192,6.353014,3.3680432,0.6540531,-0.42622638,-0.024766669
-7.9673047,5.921459,2.4049757,0.8809477,0.12236864,-0.21437815
-9.212888,4.900931,0.5363012,1.2015829,0.066976525,-0.61823463
-13.534422,3.9576154,-0.34476504,0.07030538,-0.15459195,-0.8749558
-10.7751045,6.989872,5.4521956,-1.183474,-1.8483125,0.87215954
-1.4802152,6.697779,6.281188,-0.42715845,-1.2421949,1.7211503
2.879626,7.8954787,6.031593,0.6945319,0.5878755,0.6069165
-7.5746555,6.477513,3.6361938,-0.22582941,1.4081049,-1.1412641
-10.928333,5.1505265,3.7750576,0.36963585,0.72848624,0.06790861
-7.5507135,5.3085437,-1.039682,-0.17895915,0.7540518,0.68254805
-5.346851,7.2484455,2.433706,-0.86283875,-0.57642424,0.88813806
-5.275025,6.314707,5.0062757,-0.56031257,0.22463101,0.30758604
-5.3564277,6.697779,2.529474,-0.54113835,0.51863533,0.22343263
-6.5924344,6.649895,2.7401638,-0.49213767,0.51863533,0.19786704
-5.9597664,6.4152637,2.4624364,-0.5251599,0.4280905,0.21810646
-6.731298,6.7887588,2.337938,-0.59120435,0.5974626,0.06897384
-7.1861963,5.825691,1.6573862,-0.644466,0.61663675,0.03808208
-7.109582,7.004237,1.4227544,-0.62209606,0.7178339,0.06790861
-6.2524576,6.7648168,1.2455834,-0.5965305,0.94898945,-0.11744194
-9.77373,10.837354,5.107431,-0.4324846,-0.7543181,0.05832151
-4.5801077,8.082227,8.412626,0.36324447,-0.7788185,0.26604193
-4.6710877,3.2243912,2.2852654,0.35578784,1.8331329,-0.91543466
-9.074024,3.5212722,4.048595,-1.2750839,0.43128622,-0.11318101
-4.110844,6.9228344,7.2580223,-0.41437563,-0.34526867,0.32356453
-5.490503,6.851008,3.554791,0.034087457,0.28108835,-0.41890287
-6.96593,6.4583592,4.5561657,0.22369893,0.037150003,-0.5340812
-6.817489,5.4138885,3.5643678,0.72116274,-0.58068514,-0.47123244
-6.625953,5.691616,3.0184898,0.72009754,-0.46670523,-0.36883694
-7.301717,4.5082817,2.4241292,0.6359441,-0.3985303,-0.50958085
-8.892065,5.322909,2.3235726,0.49426812,-0.24833246,-0.21970432
-7.8906903,5.1361613,1.6765398,0.6977276,-0.5167712,-0.101463445
-7.6225395,5.16968,2.6874914,0.54007316,-0.43261775,-0.08868065
-7.885902,5.418677,3.1334114,0.84686023,-0.39959553,-0.21437815
-8.115746,5.011064,3.3488896,1.5168918,-0.6318163,-0.52875507
-10.333973,4.249708,0.6039374,1.709699,0.12130341,-0.5106461
-12.13561,5.370793,-1.8590976,0.1906767,0.14580376,-0.72688836
-10.046669,6.2045736,2.8652608,-1.124886,-0.5412715,0.3970656
-2.4624364,6.9467764,5.61979,-0.80531615,-1.6097002,0.8902685
0.30645782,7.9050555,8.66701,0.56031257,-0.43794394,0.32462975
-7.2723875,5.4282537,2.8939912,0.470833,1.2802769,-0.6853443
-9.701904,4.9775453,2.6443958,0.13421936,-0.0033288533,0.1999975
-7.545925,6.4487824,-0.47884035,0.11717563,0.2917407,0.6995918
-6.338649,6.295553,3.1142578,-0.46657208,-0.6659038,0.6495258
-6.506243,5.825691,4.039018,-0.13634983,0.15112993,0.42369643
-6.5828576,5.691616,1.7441759,-0.25991687,0.3886769,0.32356453
-6.8222775,6.084265,1.8064252,-0.49213767,0.32050198,0.27243334
-6.141726,6.2380924,1.9021933,-0.44739786,0.41956866,0.184019
-6.951565,6.4870896,1.7298107,-0.4995943,0.36098084,0.022103585
-7.4549456,6.4583592,1.6238673,-0.43674555,0.53141814,0.009320789
-8.134899,6.2620344,0.9008184,-0.4101147,1.0118382,-0.035419
-9.375694,7.665635,0.6087258,-0.8255556,0.045671865,0.013581721
-8.6334915,13.596671,7.675212,-0.6029219,-2.0943813,0.62715596
-1.3365631,3.6218286,6.530185,0.5688344,0.012649642,-0.24953084
-6.1129956,3.5930982,5.322909,-1.0865377,0.82542247,0.042343013
-6.1225724,7.133524,7.8715367,-0.29400432,-0.077895164,0.19893226
-6.084265,7.521983,2.6491842,0.5901391,0.082955025,-0.1387466
-6.6163764,5.5383873,4.675876,0.17256775,-0.29946363,-0.37203264
-6.96593,5.16968,4.584896,0.47615916,-0.24513675,-0.31451005
-6.314707,6.031593,4.0916905,0.42715845,-0.3207683,-0.26231363
-7.291541,6.007651,3.459023,0.61890036,0.18734786,-0.5106461
-8.07265,4.9679685,2.433706,0.59866095,0.36737224,-0.40185916
-8.067862,4.996699,1.5999253,0.47828963,-0.06724283,-0.18348639
-7.7470384,5.442619,2.7449522,0.44952834,-0.60305506,-0.013049104
-7.555502,5.418677,2.9227216,0.5283556,-0.36018193,-0.124898575
-8.187572,5.1648917,2.8173769,0.52409464,0.09254212,-0.300662
-8.882488,5.1265845,1.3652935,0.8308818,0.31837153,-0.25379178
-9.658808,4.8961425,0.6805518,0.86283875,-0.37722564,-0.35285845
-11.800422,5.0930657,1.0253168,-0.13954553,-0.04806864,-0.47655863
-9.198523,7.2101383,4.1635165,-0.62848747,-0.8981246,0.61117744
-2.5486276,6.731298,4.8243165,-0.24713406,-1.1740199,0.9744219
-0.30645782,7.7614036,5.835268,-0.029826526,0.3300891,0.513176
-8.302493,6.1704564,4.369418,0.098001435,1.2728204,-0.56710345
-10.439318,5.9597664,2.0362685,0.22795987,0.59320164,0.2969337
-5.964555,5.1026425,-0.38307226,-0.19280718,0.020106273,0.66870004
-6.209362,6.319495,2.7018566,-0.64553124,-0.73940486,0.74007064
-4.5082817,6.779182,4.795586,-0.5869434,0.22037008,0.41837028
-6.233304,6.9946604,2.6922798,-0.30465665,0.46643892,0.049799643
-6.1704564,7.2819643,2.4432828,-0.3131785,0.16817367,0.109452695
-6.1704564,7.0808516,2.7018566,-0.21837278,0.15539087,0.043408245
-6.247669,6.740875,2.4001873,-0.18854624,0.11704248,-0.072702155
-6.6403184,6.611588,1.9883845,-0.17150252,0.14793424,-0.09187635
-6.6163764,6.2524576,1.7345991,-0.15019786,0.33648047,-0.19839965
-7.5028296,6.242881,1.4802152,-0.2545907,0.53567904,-0.32729286
-8.772355,8.268974,0.5363012,-0.3355484,0.40998155,-0.26337886
-8.676587,10.851719,4.996699,-0.1193061,-1.0131698,0.12756166
-4.173094,4.1922474,5.873575,0.7030538,0.23954427,-0.37842402
-6.956353,3.2483332,2.3331497,-0.37283155,0.553788,-0.21118245
-4.570531,7.3591776,6.8079123,-0.39413622,-0.48374894,0.24260682
-4.5034933,7.8428063,5.456984,0.393071,-0.2728328,-0.29000968
-7.474099,6.002862,4.048595,0.6945319,-0.23768012,-0.58095145
-7.1383123,4.96318,3.6697125,0.63913983,-0.81290597,-0.41677243
-6.5924344,5.5862713,4.1826706,0.72329324,-0.7916013,-0.43062046
-7.6081743,5.020641,3.3488896,0.72968465,-0.730883,-0.4263595
-7.6321163,5.2223525,3.9480386,0.5869434,-0.80651456,-0.2804226
-7.756615,5.2079873,3.6409822,0.4612459,-0.6786866,-0.26337886
-7.780557,5.4138885,3.506907,0.49213767,-0.6360773,-0.28468353
-7.569867,5.1026425,3.4877534,0.5081161,-0.57003284,-0.2740312
-7.751827,4.996699,3.3010056,0.53048605,-0.39426938,-0.23461758
-7.7039423,5.227141,3.0998926,0.45911545,-0.3410077,-0.101463445
-7.699154,5.059547,3.435081,0.4900072,-0.23661488,-0.08441972
-7.579444,5.3516393,3.2004492,0.5613778,0.004127778,-0.14300753
-8.154053,5.073912,2.4863784,0.60505235,0.1340862,-0.20585628
-8.805874,6.132149,3.0041246,0.41224518,0.1436733,-0.17070359
-11.780669,6.257246,5.2558713,-0.04260932,-0.092808425,-0.34114087
-4.747702,6.803124,3.7032316,0.47828963,-0.58388084,0.49187136
-1.1976994,7.8428063,3.5452142,-0.002130466,-0.05872097,0.75285345
-8.614338,5.892729,4.9105077,0.14593692,0.57935363,-0.5617773
-10.837354,5.844845,1.3605051,-0.07243585,0.76150846,0.2958685
-5.3564277,5.916671,1.3557167,-0.31743944,-0.48694465,0.6569825
-5.6341553,5.749077,4.3742065,-0.67642295,-0.20998406,0.63035166
-5.466561,7.363966,3.6936548,-0.2641778,0.11065108,0.63035166
-5.3564277,7.689577,3.459023,-0.251395,-0.038481545,0.3906742
-5.773019,8.585608,3.8420951,-0.075631544,0.044606633,0.07323477
-5.3037553,7.243657,2.7880478,0.14274122,0.09893352,-0.15898603
-6.3003416,6.1225724,2.5103204,0.08202294,0.021171506,-0.14300753
-7.5985975,6.0746884,2.4289176,-0.10013191,0.17669553,0.0039946237
-6.683414,6.0363812,2.12246,-0.31743944,0.43448192,0.11797456
-7.004237,5.7825956,1.6765398,-0.59866095,0.6475285,0.23195449
-6.257246,6.621165,2.184709,-0.74779356,0.58574504,0.32782546
-5.954978,7.277176,2.2038627,-0.77868533,0.82009625,0.124365956
-6.645107,9.035717,2.5773582,-0.55072546,0.35778514,0.0039946237
-6.8988924,10.58297,5.011064,-0.30465665,-0.60944647,0.2841509
-6.290765,5.370793,6.817489,0.090544805,0.0030625449,-0.5138418
-7.7949224,2.6874914,4.0773253,-0.6806839,1.1631013,-0.4327509
-4.9823337,5.0254292,6.031593,-1.124886,-0.39639983,0.3683043
-3.0232782,7.569867,5.4713492,-0.33448318,-0.24300629,0.047669176
-5.5431757,6.491878,4.805163,0.15871972,-0.22809303,-0.28468353
-6.96593,5.313332,4.747702,0.4900072,-0.3761604,-0.41144624
-7.9146323,5.322909,4.7524905,0.438876,-0.35059482,-0.23781328
-8.532935,4.9440265,3.8851907,0.13528459,-0.25046292,-0.26550934
-6.827066,5.849633,5.1026425,0.08521864,-0.13648298,-0.32516238
-6.453571,5.0493712,3.4159272,0.46976775,0.38441595,-0.4316857
-8.3408,4.1012673,2.706645,0.3035914,0.41956866,-0.24526991
-8.695741,4.1156325,2.8269536,0.29506955,0.21397868,0.01997312
-8.485051,4.474763,2.5965118,0.29080862,0.6017235,-0.08868065
-9.308656,4.010288,1.7202339,0.2577864,1.3729522,-0.17922546
-9.625289,4.9344497,0.49320555,0.2556559,0.09254212,-0.23355234
-16.524181,7.267599,6.1806316,-1.0620373,-0.2632457,-0.20798674
-7.2245035,7.713519,5.571906,-0.7051843,-0.73833966,1.0138355
0.38307226,6.975507,7.7757688,0.07137061,-1.0579095,1.3291445
-2.184709,5.4091,3.1142578,0.548595,1.6083688,-0.62462604
-14.861408,2.2852654,3.9234982,-0.07137061,1.0097078,-0.40825057
-8.393473,5.385158,1.6142905,-0.6370093,0.6347457,0.7422011
-5.083489,6.501455,1.441908,-0.34300503,-0.42303067,0.7102441
-5.844845,6.1806316,4.4316673,-0.8234251,0.54526615,0.37789142
-6.903681,6.209362,2.5007436,-0.54752976,0.56550556,0.27349856
-6.218939,6.817489,2.4049757,-0.5826825,0.34819806,0.339543
-6.8318543,6.290765,2.6396074,-0.45165882,0.34500235,0.16271435
-7.6704235,6.127361,2.2613235,-0.51450753,0.430221,0.20851937
-7.0952168,6.0651116,1.4850036,-0.55285597,0.6049192,0.2127803
-6.7887588,6.4008985,1.5568297,-0.6615097,0.70398587,0.049799643
-7.4645224,7.1191587,1.3317747,-0.6636402,0.5143744,-0.1419423
-7.426215,9.131485,4.1491513,-0.45698497,-0.14180915,0.07856093
-4.819528,7.6129627,9.11712,0.49107242,-0.29413748,0.15099677
-6.199785,1.4083891,2.8700492,0.9704273,0.73807335,-1.0453931
-7.023391,3.425504,3.5500026,-1.3006495,-0.22809303,0.33315164
-6.007651,8.743625,7.74225,-0.1033276,-0.18122277,0.06897384
-6.649895,6.429629,2.802413,0.5933348,0.090411656,-0.63527834
-7.727885,4.2305546,3.6409822,0.4484631,0.1884131,-0.6118432
-7.195773,4.661511,3.1669302,0.24074267,-0.53594536,-0.19200826
-8.058285,5.3899465,2.9706059,0.31104803,-0.15885288,-0.20798674
-7.900267,5.0547585,2.6922798,0.36857063,-0.32183352,-0.06844122
-7.86196,5.0643353,2.5151088,0.21411183,-0.23448442,-0.0055924733
-7.9768815,5.0493712,2.7688942,0.3099828,-0.24407151,-0.04713656
-7.9385743,5.179257,2.4193408,0.3898753,-0.19080986,-0.10252868
-8.096592,4.771644,2.3092074,0.45698497,0.039280467,-0.21011722
-9.083601,4.321534,1.3030443,0.6945319,0.09999875,-0.30811864
-9.89344,4.4556093,0.5267244,0.7552502,-0.0075897854,-0.22503048
-11.426328,5.370793,2.6060886,-0.3419398,-0.07682993,-0.42848998
-9.021352,6.932411,5.873575,-0.5869434,-0.73620915,0.5408721
-2.3570917,6.6642604,4.4699745,0.15232833,-0.24513675,0.7475273
-3.2196028,5.5000796,4.331111,0.039413624,0.31091487,0.049799643
-10.137649,5.9501896,3.9234982,-0.24074267,0.63155,-0.3230319
-10.515932,6.745663,1.489792,-0.26311255,0.36737224,0.50891507
-6.338649,5.227141,1.6095021,-0.17895915,-0.37402993,0.62396026
-5.097854,6.1806316,3.2148144,-0.626357,-0.39107367,0.6612434
-5.7825956,6.420052,3.7511156,-0.534747,0.2917407,0.27669427
-7.435792,6.031593,2.961029,-0.51344234,0.15112993,0.24473728
-6.3913217,6.851008,2.9993362,-0.3962667,-0.013981183,0.36617386
-5.873575,7.171831,2.9706059,-0.2844172,0.033954304,0.31504267
-6.9371996,5.9023056,2.586935,-0.36857063,0.2981321,0.10093083
-6.8079123,6.242881,1.8734628,-0.43461508,0.48028693,0.05832151
-7.0904284,6.060323,2.088941,-0.46657208,0.79666114,-0.20266058
-8.240244,8.51857,3.3967736,-0.5390079,0.026497671,-0.09613728
-6.4631476,11.603498,6.39611,-0.106523305,-0.6403382,0.35871723
-4.570531,4.72376,7.052121,0.9395355,0.33861095,-0.47336292
-8.16363,2.1416135,2.5486276,-0.4420717,1.0182296,-0.34114087
-5.954978,5.480926,5.9980736,-0.9864058,-0.4560529,0.35552153
-5.6485205,7.243657,5.3803697,0.2780258,0.13834713,-0.3091839
-6.9228344,6.5110316,4.1635165,0.29400432,0.13941237,-0.53301597
-7.402273,4.675876,3.5116954,0.55072546,-0.02676398,-0.5585816
-6.467936,5.2223525,3.9576154,0.22156847,-0.6957303,-0.3123796
-7.023391,5.7586536,4.426879,0.58800864,-0.29094177,-0.35605413
-7.8715367,4.8243165,3.7463272,0.7627068,-0.20039697,-0.37629357
-8.556877,4.177882,2.610877,0.59866095,0.10745538,-0.19733442
-7.9768815,4.8099513,2.007538,0.4133104,-0.21211453,-0.07483262
-8.005612,4.7141833,2.5151088,0.53687745,-0.3207683,-0.08228925
-8.22109,5.2798133,2.6060886,0.5187685,-0.23341918,-0.14407277
-8.801085,5.0014873,2.1942859,0.7637721,0.2821536,-0.2974663
-9.89344,4.4556093,1.2791022,0.9661664,-0.025698747,-0.32729286
-13.749901,6.314707,2.4384944,-0.45698497,0.005193011,-0.52875507
-5.595848,6.022016,4.6471453,-0.62103087,-1.0121045,0.6559172
-1.3221979,7.171831,6.338649,0.047935486,-0.99932176,0.9786828
-2.3187842,7.004237,5.763442,0.29293907,0.5069178,-0.21224768
-11.09114,4.9200845,1.7393875,0.18641578,0.17669553,0.13288783
-7.2245035,6.0124393,0.48362875,0.025565593,0.33541524,0.76989716
