accelerometer.x,accelerometer.y,accelerometer.z,gyro.x,gyro.y,gyro.z
-0.3630313846,0.3238590292,-1.705418601,-0.09891697764,-0.600723803,-0.4018493593
-0.03113134358,0.2980167319,-1.5069477,0.6213463545,0.03806625679,-0.5955041051
-1.677479331,-0.2712237098,0.8731991308,0.4832998514,0.5096954703,-0.6907805204
0.2687013517,1.023794181,1.900748281,0.8909459114,-2.10730505,-0.6451631784
1.080804136,-0.1464464065,2.30581669,-0.04826046526,-2.24226141,-0.3174912632
0.6714896868,0.05805559087,1.411139302,-1.161317825,-0.7593302727,-0.1639154255
1.751890868,-0.9180474496,0.1194108078,-0.1799536794,-1.482317924,0.163351953
0.4493433117,-0.08443506375,0.02417114918,0.1615939587,-0.5585086942,0.5586755872
0.03678776191,1.413413384,0.5872761568,-1.043229938,0.5229502916,-0.4842055142
4.422606307,5.391050065,-1.011219362,0.1879022121,-2.041990519,1.423497677
1.901777624,7.726300939,0.1911684685,2.510683298,-4.580897808,2.977377653
2.303894782,8.618100725,1.252254562,2.263450384,-4.619891167,4.151847839
0.165998956,6.648496935,-0.3841261586,1.986168861,-4.714002609,5.228067875
-0.7939870624,3.593726795,-0.3668602588,1.427514553,-2.2690413,4.834092617
-0.4003746981,1.505754691,-0.6543424449,1.844694138,-1.722836852,4.492291927
-2.572330614,2.297640982,0.912871216,3.013841152,-2.716567755,4.819954395
-9.324517641,2.282123095,4.834031099,3.791169882,-3.658669233,3.460493803
-9.300465149,0.8460586104,7.297872697,1.406850696,-0.0993764028,1.273984432
-6.821119693,1.589345998,4.424040431,0.6315018535,0.2772658169,0.3264281452
-5.233946363,1.414413209,1.897055856,0.5071947575,0.09568829089,-0.2292506099
-4.121411822,0.6337883172,-0.8825606873,0.3330234587,0.4590847194,-1.096234679
-3.714526719,-1.219051381,0.6079626788,0.1342831999,1.404651999,-2.873235941
15.4244478,-5.888278286,13.39260645,-2.892745018,1.309390068,-1.110425234
3.576934942,-0.748313691,3.371493618,-0.2520184517,-0.9955039024,0.6960133314
-4.335162709,2.657595991,2.959764582,0.9034957886,-1.235234141,0.3741632104
-5.902330193,-0.9557973345,-2.893866754,0.04653950036,-0.4087068439,-0.8700008988
0.9377928913,-2.523882518,-1.618057128,-0.5572095513,0.4897355437,-1.062368274
8.769943145,0.4081880022,0.2122489582,0.08799021691,-2.046105385,1.373608351
11.00494559,1.283849139,1.060167225,0.4916995466,-2.744533062,4.048077583
-4.379820766,0.8652426189,-3.537929796,-0.1482970566,1.697333813,1.587552905
3.671794662,1.82504802,0.8412899347,0.1722329706,0.4975114465,2.179012299
-1.377429925,-0.2085539031,-1.614763201,-0.6473841667,1.662962317,1.467939615
-0.5402423107,1.370122817,-0.3428108363,-0.9717897773,1.795474768,0.3575330377
0.4586956619,-1.445397546,2.460901453,-0.5933068395,1.011507511,0.4033635557
0.9472446102,-2.755643109,0.7376089032,-0.1236070916,-0.1047693938,2.29944253
-0.5166849095,-6.950486077,0.5325052867,0.4927456975,0.3296837211,1.575694442
-1.457207226,10.79121516,-3.825890414,0.4469810128,0.7928820848,-0.2633948922
-4.170087298,1.231896249,0.3808750478,-2.349762917,2.516075611,-1.806761265
3.191515529,-1.885080756,-0.063483315,-0.9687106013,-0.2039111406,0.1140806526
-0.1707403053,-1.36885908,-1.064504962,0.09036910534,-0.3799426258,0.9473024011
-0.6593807313,-0.1217810441,0.1025643755,-0.0280029662,-0.2831136286,1.469174981
0.5765259225,-1.461380128,-0.266178336,-0.2659715414,-0.7644617558,2.535292625
1.776985561,-1.441397662,0.7004553768,-0.3535235524,-0.2543867826,1.658782363
-0.4068913865,-2.680988558,-0.4014678271,-0.266302675,0.04465075955,0.7316547036
-0.5225911379,-1.863548139,1.680731319,-1.249813437,1.071173549,0.192337051
1.246701312,-5.594399969,0.3407446975,-0.7531690598,-1.361409187,1.485562205
-0.3322666459,-7.633600443,-1.627248735,1.177059412,-3.675292015,1.970968962
-5.459542002,24.74527593,2.420661651,-1.135101199,-4.55783844,0.2853530347
2.363473929,-1.904060182,-2.305319262,-0.8597157001,-1.741342187,-0.3895472586
2.368948853,-0.8402204058,4.493806041,-0.3805711865,-0.3751320243,0.1678072214
2.980156213,0.8358031739,-0.825995408,-0.1054393351,0.646707952,0.09550961852
-0.1909898971,0.3780371941,-0.06204407598,0.239145115,0.2301869541,-0.1890269816
0.8284265076,0.4243512015,0.8736077116,-0.2884868979,0.1664791405,-0.07550487667
0.7163467734,-0.5915314762,-0.779915867,0.3974893391,0.8032166958,-0.2170076966
0.1090115789,-0.5809224039,-0.06828720815,0.3355613053,0.6316027641,-0.07390793413
-0.8779904568,0.3637731064,-0.3248996243,0.2030142844,-0.3594120443,0.1472799629
