AccelerationX,AccelerationY,AccelerationZ,GyroscopeX,GyroscopeY,GyroscopeZ
-0.032623291015625,-0.0166473388671875,-1.1074981689453100,-0.677834689617157,0.8787840604782100,-0.44541820883750900
0.1548004150390630,-0.030120849609375,-0.9900054931640630,0.2516050636768340,-0.1316152811050420,0.43824127316474900
-0.11285400390625,-0.0064239501953125,-1.0973358154296900,1.2779051065444900,0.23935532569885300,0.30339956283569300
0.1501312255859380,-0.2312469482421880,-0.69915771484375,1.9320032596588100,-0.2403382956981660,-0.06846427917480470
-0.12841796875,-0.3698272705078130,-0.69580078125,0.7628997564315800,-0.8344029784202580,-0.9997791647911070
-0.2033843994140630,-0.3381195068359380,-0.542327880859375,0.009942911565303800,-1.4401475191116300,-0.9082095623016360
-0.022796630859375,-0.2293243408203130,-0.64404296875,-0.25246527791023300,-1.5902453660965000,-0.7171525359153750
-0.42633056640625,-0.3356781005859380,-0.2465057373046880,-0.07506971806287770,-2.4776077270507800,1.0137841701507600
-0.326171875,0.21710205078125,0.1890869140625,1.429205060005190,-6.882331848144530,1.618909478187560
-0.4482269287109380,0.89483642578125,0.139129638671875,-0.7938987016677860,-8.43366813659668,4.767674922943120
-1.8129730224609400,0.975555419921875,-1.6532745361328100,-1.1448886394500700,-4.877508163452150,6.1258931159973100
-2.9648590087890600,0.313018798828125,-1.4389190673828100,2.592095136642460,-1.5025306940078700,4.493679523468020
-2.235443115234380,0.1406707763671880,-0.41363525390625,2.029900074005130,-0.8366208672523500,2.9124462604522700
-1.2214202880859400,0.2999725341796880,0.2325897216796880,0.017368070781230900,0.6153217554092410,2.294795036315920
-0.72552490234375,0.346527099609375,-0.349639892578125,-0.3743765354156490,0.6895970702171330,1.9280316829681400
-1.025787353515630,-0.0802001953125,0.3248443603515630,-0.5021611452102660,0.4458611011505130,1.4153883457183800
-0.538299560546875,0.377227783203125,-0.2821502685546880,0.886678159236908,-0.31727755069732700,1.0770270824432400
-0.9481658935546880,0.3850860595703130,-0.020782470703125,0.5487022399902340,-0.5759536027908330,1.941835641860960
-0.5129241943359380,0.530609130859375,-0.2322845458984380,0.11920095980167400,-0.9128903150558470,1.0472420454025300
-0.7882080078125,0.693206787109375,-0.344879150390625,-0.2404126077890400,-0.9923588037490850,1.2613519430160500
-1.5997314453125,1.510894775390630,-0.57635498046875,-0.5621607899665830,0.2254890501499180,0.7638209462165830
-0.851806640625,1.1871795654296900,-0.4062957763671880,-0.2910563349723820,-1.288063645362850,-1.0018277168273900
-0.0328216552734375,1.20404052734375,-0.550689697265625,0.3469558358192440,-1.2801629304885900,-0.3444734811782840
-0.3125152587890630,0.343017578125,0.0543060302734375,-0.12591558694839500,-0.9252228736877440,-0.2441876381635670
-0.18084716796875,0.52203369140625,-0.295745849609375,0.0013004215434193600,-3.633934259414670,0.9318206310272220
-0.62255859375,0.9233551025390630,0.19464111328125,-0.344071626663208,-0.5879439115524290,0.48664820194244400
-0.23126220703125,0.4568634033203130,0.020751953125,0.18587052822113000,-1.3708618879318200,-0.6146983504295350
-0.3490753173828130,0.7049560546875,-0.2798309326171880,2.38319993019104,0.7762163877487180,-0.6872886419296270
-0.0308074951171875,0.51025390625,0.723388671875,-0.7103809118270870,0.2649349868297580,0.3328959345817570
-1.2499847412109400,1.345367431640630,0.5013427734375,-1.0294440984726000,-1.9644964933395400,0.11790266633033800
